Municipality name,Year,Total population,0 - 14,15 - 24,25 - 44,45 - 64,65 - 74,75 -
Liperi,2028,11469,1756,989,2541,3026,1637,1520
Liperi,2029,11390,1702,985,2507,3013,1629,1554
Liperi,2030,11314,1660,969,2481,3002,1608,1594
Liperi,2031,11239,1618,952,2455,2965,1600,1649
Liperi,2032,11162,1601,911,2431,2969,1563,1687
Liperi,2033,11090,1579,880,2409,2955,1551,1716
Liperi,2034,11022,1569,840,2388,2953,1519,1753
Liperi,2035,10959,1559,806,2357,2981,1447,1809
Liperi,2036,10904,1544,782,2333,3008,1400,1837
Liperi,2037,10854,1531,763,2302,3031,1368,1859
Liperi,2038,10806,1518,749,2291,3054,1312,1882
Liperi,2039,10760,1507,733,2277,3066,1283,1894
Liperi,2040,10712,1497,720,2259,3067,1271,1898
Lohja,2021,45632,7030,4539,9503,12984,6391,5185
Lohja,2022,45373,6812,4510,9327,12934,6317,5473
Lohja,2023,45131,6626,4497,9149,12875,6223,5761
Lohja,2024,44897,6442,4465,9044,12739,6168,6039
Lohja,2025,44669,6243,4461,8932,12624,6113,6296
Lohja,2026,44451,6034,4474,8808,12526,6099,6510
Lohja,2027,44243,5871,4444,8708,12393,6088,6739
Lohja,2028,44047,5755,4362,8622,12219,6169,6920
Lohja,2029,43865,5625,4307,8537,12114,6188,7094
Lohja,2030,43691,5510,4234,8508,11959,6204,7276
Lohja,2031,43522,5434,4120,8476,11792,6267,7433
Lohja,2032,43367,5377,4004,8459,11675,6285,7567
Lohja,2033,43222,5325,3900,8423,11569,6327,7678
Lohja,2034,43090,5324,3756,8371,11525,6303,7811
Lohja,2035,42968,5299,3639,8334,11497,6277,7922
Lohja,2036,42856,5259,3550,8284,11503,6228,8032
Lohja,2037,42757,5224,3483,8216,11571,6110,8153
Lohja,2038,42669,5191,3434,8164,11608,5966,8306
Lohja,2039,42588,5161,3389,8127,11604,5902,8405
Lohja,2040,42511,5135,3350,8086,11578,5854,8508
Loimaa,2021,15628,2091,1395,3148,4078,2619,2297
Loimaa,2022,15488,2050,1375,3082,4034,2553,2394
Loimaa,2023,15354,1996,1376,3013,3957,2525,2487
Loimaa,2024,15226,1950,1361,2957,3916,2465,2577
Loimaa,2025,15104,1899,1351,2901,3864,2457,2632
Loimaa,2026,14987,1838,1354,2853,3804,2416,2722
Loimaa,2027,14874,1777,1361,2785,3797,2369,2785
Loimaa,2028,14765,1731,1350,2716,3760,2386,2822
Loimaa,2029,14657,1692,1332,2679,3701,2389,2864
Loimaa,2030,14549,1652,1314,2656,3686,2317,2924
Loimaa,2031,14443,1631,1273,2612,3650,2276,3001
Loimaa,2032,14342,1589,1257,2588,3622,2252,3034
Loimaa,2033,14241,1580,1209,2551,3597,2215,3089
Loimaa,2034,14145,1568,1168,2530,3581,2185,3113
Loimaa,2035,14053,1551,1136,2506,3591,2124,3145
Loimaa,2036,13962,1531,1108,2474,3607,2064,3178
Loimaa,2037,13875,1513,1084,2450,3610,2036,3182
Loimaa,2038,13790,1498,1063,2433,3626,1958,3212
Loimaa,2039,13709,1484,1047,2414,3625,1904,3235
Loimaa,2040,13629,1473,1027,2399,3615,1904,3211
Loppi,2021,7797,1229,692,1483,2329,1156,908
Loppi,2022,7746,1176,690,1462,2317,1143,958
Loppi,2023,7695,1146,670,1430,2304,1141,1004
Loppi,2024,7647,1091,680,1407,2280,1141,1048
Loppi,2025,7603,1066,660,1399,2261,1131,1086
Loppi,2026,7557,1032,654,1379,2245,1127,1120
Loppi,2027,7515,1004,642,1357,2205,1148,1159
Loppi,2028,7471,976,629,1337,2180,1152,1197
Loppi,2029,7431,948,618,1326,2142,1179,1218
Loppi,2030,7393,940,592,1314,2106,1196,1245
Loppi,2031,7360,929,571,1309,2075,1210,1266
Loppi,2032,7329,907,562,1314,2037,1221,1288
Loppi,2033,7299,909,532,1311,1998,1234,1315
Loppi,2034,7275,906,512,1304,1983,1228,1342
Loppi,2035,7254,907,492,1294,1976,1226,1359
Loppi,2036,7234,899,481,1291,1980,1206,1377
Loppi,2037,7221,893,472,1284,1989,1167,1416
Loppi,2038,7205,887,466,1279,1984,1147,1442
Loppi,2039,7191,881,461,1271,1984,1122,1472
Loppi,2040,7176,877,455,1266,1973,1107,1498
Loviisa,2021,14625,1927,1183,2951,4141,2452,1971
Loviisa,2022,14514,1876,1180,2907,4085,2399,2067
Loviisa,2023,14415,1845,1146,2875,4042,2335,2172
Loviisa,2024,14325,1795,1143,2828,3990,2339,2230
Loviisa,2025,14238,1750,1139,2795,3963,2260,2331
Loviisa,2026,14153,1703,1133,2751,3923,2253,2390
Loviisa,2027,14078,1640,1151,2719,3879,2225,2464
Loviisa,2028,14008,1607,1141,2687,3816,2215,2542
Loviisa,2029,13940,1573,1128,2653,3768,2210,2608
Loviisa,2030,13874,1552,1101,2635,3725,2205,2656
Loviisa,2031,13813,1529,1077,2620,3681,2192,2714
Loviisa,2032,13754,1512,1050,2603,3660,2184,2745
Loviisa,2033,13700,1511,1012,2573,3678,2157,2769
Loviisa,2034,13651,1513,972,2549,3673,2135,2809
Loviisa,2035,13608,1502,952,2535,3680,2120,2819
Loviisa,2036,13566,1491,935,2513,3702,2076,2849
Loviisa,2037,13529,1482,916,2502,3711,2044,2874
Loviisa,2038,13493,1473,905,2486,3720,1995,2914
Loviisa,2039,13459,1466,894,2471,3716,1965,2947
Loviisa,2040,13427,1459,885,2456,3716,1942,2969
Luhanka,2021,694,58,38,83,228,154,133
Luhanka,2022,691,58,34,86,229,144,140
Luhanka,2023,686,57,32,83,224,143,147
Luhanka,2024,687,54,35,80,223,146,149
Luhanka,2025,683,51,35,79,225,142,151
Luhanka,2026,683,48,37,80,218,145,155
Luhanka,2027,680,46,37,80,213,143,161
Luhanka,2028,679,44,37,76,211,152,159
Luhanka,2029,679,37,42,74,212,149,165
Luhanka,2030,676,38,39,73,209,155,162
Luhanka,2031,674,36,39,73,205,160,161
Luhanka,2032,673,36,37,71,206,164,159
Luhanka,2033,670,36,33,73,205,159,164
Luhanka,2034,670,36,31,72,202,159,170
Luhanka,2035,666,35,30,70,202,162,167
Luhanka,2036,666,35,28,69,205,157,172
Luhanka,2037,666,35,26,69,206,153,177
Luhanka,2038,666,34,27,68,207,147,183
Luhanka,2039,667,34,25,68,209,146,185
Luhanka,2040,666,34,25,66,209,144,188
Lumijoki,2021,2035,535,263,424,430,232,151
Lumijoki,2022,2031,525,271,414,426,233,162
Lumijoki,2023,2024,519,265,412,425,236,167
Lumijoki,2024,2018,504,270,410,422,235,177
Lumijoki,2025,2009,492,270,406,427,225,189
Lumijoki,2026,2004,480,274,400,428,222,200
Lumijoki,2027,1997,474,269,394,432,219,209
Lumijoki,2028,1992,463,269,384,442,214,220
Lumijoki,2029,1986,464,257,385,436,215,229
Lumijoki,2030,1982,458,254,384,440,210,236
Lumijoki,2031,1978,451,252,383,441,210,241
Lumijoki,2032,1977,455,241,387,441,203,250
Lumijoki,2033,1974,457,233,387,441,201,255
Lumijoki,2034,1973,460,223,390,443,195,262
Lumijoki,2035,1974,459,218,389,444,199,265
Lumijoki,2036,1973,457,216,384,456,190,270
Lumijoki,2037,1976,457,212,384,461,187,275
Lumijoki,2038,1978,456,211,381,461,191,278
Lumijoki,2039,1979,455,210,380,461,189,284
Lumijoki,2040,1981,455,207,380,459,194,286
Lumparland,2021,374,58,28,60,121,55,52
Lumparland,2022,375,54,32,62,120,49,58
Lumparland,2023,377,54,33,64,116,49,61
Lumparland,2024,379,55,32,66,112,54,60
Lumparland,2025,382,51,37,66,112,54,62
Lumparland,2026,382,53,35,66,112,56,60
Lumparland,2027,383,56,32,64,112,57,62
Lumparland,2028,384,55,33,65,111,57,63
Lumparland,2029,383,57,31,66,108,59,62
Lumparland,2030,385,60,28,66,106,62,63
Lumparland,2031,385,62,27,66,102,63,65
Lumparland,2032,388,63,28,67,97,67,66
Lumparland,2033,391,63,28,67,100,65,68
Lumparland,2034,392,65,28,67,99,63,70
Lumparland,2035,395,64,30,68,98,63,72
Lumparland,2036,395,64,31,68,98,64,70
Lumparland,2037,397,65,31,68,100,62,71
Lumparland,2038,398,65,31,69,99,60,74
Lumparland,2039,399,65,32,68,100,59,75
Lumparland,2040,402,65,33,68,102,56,78
Luoto,2021,5625,1648,769,1325,1052,450,381
Luoto,2022,5708,1661,782,1348,1066,443,408
Luoto,2023,5788,1664,808,1361,1084,439,432
Luoto,2024,5865,1679,825,1378,1092,441,450
Luoto,2025,5937,1700,828,1401,1098,439,471
Luoto,2026,6007,1695,853,1425,1092,452,490
Luoto,2027,6075,1706,863,1424,1123,449,510
Luoto,2028,6139,1703,883,1432,1133,464,524
Luoto,2029,6203,1710,892,1446,1142,476,537
Luoto,2030,6263,1722,894,1456,1160,484,547
Luoto,2031,6323,1732,899,1464,1176,489,563
Luoto,2032,6380,1741,901,1474,1190,496,578
Luoto,2033,6434,1744,904,1483,1207,506,590
Luoto,2034,6487,1755,903,1496,1214,516,603
Luoto,2035,6538,1757,911,1491,1239,525,615
Luoto,2036,6587,1762,912,1490,1274,512,637
Luoto,2037,6631,1766,914,1485,1303,519,644
Luoto,2038,6672,1770,912,1485,1335,507,663
Luoto,2039,6709,1774,912,1481,1356,509,677
Luoto,2040,6744,1778,911,1485,1360,525,685
Luumäki,2021,4469,533,294,702,1346,867,727
Luumäki,2022,4407,519,278,683,1325,849,753
Luumäki,2023,4347,490,280,673,1282,845,777
Luumäki,2024,4296,476,270,660,1243,841,806
Luumäki,2025,4245,452,271,647,1209,836,830
Luumäki,2026,4198,426,277,639,1180,833,843
Luumäki,2027,4150,407,274,625,1167,804,873
Luumäki,2028,4103,403,258,616,1136,797,893
Luumäki,2029,4061,392,248,605,1112,791,913
Luumäki,2030,4017,378,241,591,1098,781,928
Luumäki,2031,3979,369,232,580,1079,771,948
Luumäki,2032,3944,357,229,577,1054,770,957
Luumäki,2033,3911,356,217,564,1043,754,977
Luumäki,2034,3875,352,206,558,1029,735,995
Luumäki,2035,3844,348,199,554,1017,714,1012
Luumäki,2036,3814,344,192,551,1010,698,1019
Luumäki,2037,3786,339,188,542,1009,688,1020
Luumäki,2038,3760,335,186,536,1008,666,1029
Luumäki,2039,3734,332,182,533,1002,649,1036
Luumäki,2040,3709,329,179,531,990,642,1038
Maalahti,2021,5435,836,429,1223,1351,782,814
Maalahti,2022,5421,827,427,1193,1369,763,842
Maalahti,2023,5411,814,437,1160,1371,771,858
Maalahti,2024,5400,772,472,1145,1373,751,887
Maalahti,2025,5388,771,466,1122,1373,749,907
Maalahti,2026,5376,758,470,1119,1355,745,929
Maalahti,2027,5362,753,465,1098,1364,738,944
Maalahti,2028,5341,740,465,1094,1345,731,966
Maalahti,2029,5321,739,455,1089,1331,721,986
Maalahti,2030,5303,724,456,1083,1323,716,1001
Maalahti,2031,5288,719,451,1067,1322,705,1024
Maalahti,2032,5270,715,443,1052,1335,697,1028
Maalahti,2033,5254,708,434,1043,1330,695,1044
Maalahti,2034,5237,696,427,1038,1332,695,1049
Maalahti,2035,5219,696,417,1027,1333,688,1058
Maalahti,2036,5204,689,413,1021,1329,683,1069
Maalahti,2037,5188,683,410,1012,1333,682,1068
Maalahti,2038,5171,678,406,1002,1338,671,1076
Maalahti,2039,5153,674,401,995,1341,664,1078
Maalahti,2040,5136,670,395,992,1329,670,1080
Maarianhamina - Mariehamn,2021,11778,1649,1238,2932,3001,1552,1406
Maarianhamina - Mariehamn,2022,11801,1641,1242,2917,3006,1512,1483
Maarianhamina - Mariehamn,2023,11829,1624,1251,2910,3003,1490,1551
Maarianhamina - Mariehamn,2024,11860,1626,1244,2900,2992,1470,1628
Maarianhamina - Mariehamn,2025,11891,1607,1257,2887,2993,1484,1663
Maarianhamina - Mariehamn,2026,11924,1586,1283,2880,2993,1460,1722
Maarianhamina - Mariehamn,2027,11955,1584,1286,2839,3026,1420,1800
Maarianhamina - Mariehamn,2028,11985,1568,1301,2836,3015,1405,1860
Maarianhamina - Mariehamn,2029,12018,1547,1318,2830,3027,1376,1920
Maarianhamina - Mariehamn,2030,12047,1535,1328,2819,3010,1388,1967
Maarianhamina - Mariehamn,2031,12074,1513,1339,2827,3005,1396,1994
Maarianhamina - Mariehamn,2032,12102,1504,1341,2826,2989,1426,2016
Maarianhamina - Mariehamn,2033,12128,1512,1323,2819,2984,1447,2043
Maarianhamina - Mariehamn,2034,12152,1511,1319,2805,3001,1440,2076
Maarianhamina - Mariehamn,2035,12175,1518,1301,2803,3007,1443,2103
Maarianhamina - Mariehamn,2036,12192,1516,1290,2799,3013,1460,2114
Maarianhamina - Mariehamn,2037,12213,1514,1287,2800,3032,1450,2130
Maarianhamina - Mariehamn,2038,12233,1514,1281,2801,3032,1454,2151
Maarianhamina - Mariehamn,2039,12254,1514,1274,2812,3032,1460,2162
Maarianhamina - Mariehamn,2040,12271,1514,1272,2812,3034,1444,2195
Marttila,2021,1993,322,144,440,527,298,262
Marttila,2022,1987,319,142,431,520,307,268
Marttila,2023,1984,319,138,425,534,286,282
Marttila,2024,1981,303,150,416,541,278,293
Marttila,2025,1977,301,149,407,539,274,307
Marttila,2026,1974,297,150,400,539,281,307
Marttila,2027,1969,281,161,393,546,269,319
Marttila,2028,1961,278,158,383,550,264,328
Marttila,2029,1954,276,153,380,546,270,329
Marttila,2030,1948,273,149,378,547,268,333
Marttila,2031,1940,266,149,378,547,263,337
Marttila,2032,1934,268,141,379,540,258,348
Marttila,2033,1929,267,137,374,543,266,342
Marttila,2034,1926,268,131,372,549,262,344
Marttila,2035,1921,265,131,368,550,257,350
Marttila,2036,1918,264,128,367,551,253,355
Marttila,2037,1915,262,128,365,552,256,352
Marttila,2038,1913,261,126,364,557,251,354
Marttila,2039,1908,259,126,360,562,243,358
Marttila,2040,1904,258,124,359,560,247,356
Masku,2021,9523,1859,862,2208,2737,1052,805
Masku,2022,9506,1831,852,2168,2759,1040,856
Masku,2023,9491,1799,848,2152,2753,1022,917
Masku,2024,9474,1761,846,2139,2749,1017,962
Masku,2025,9456,1704,860,2126,2749,1020,997
Masku,2026,9442,1677,851,2096,2755,1025,1038
Masku,2027,9431,1648,848,2096,2719,1042,1078
Masku,2028,9422,1632,832,2093,2683,1072,1110
Masku,2029,9409,1609,819,2075,2673,1096,1137
Masku,2030,9397,1578,816,2073,2637,1129,1164
Masku,2031,9389,1576,789,2071,2619,1139,1195
Masku,2032,9385,1567,772,2076,2592,1162,1216
Masku,2033,9382,1561,753,2070,2575,1182,1241
Masku,2034,9381,1563,729,2069,2579,1177,1264
Masku,2035,9382,1569,703,2068,2580,1179,1283
Masku,2036,9386,1565,692,2056,2586,1180,1307
Masku,2037,9395,1563,684,2046,2605,1155,1342
Masku,2038,9404,1561,679,2044,2603,1139,1378
Masku,2039,9414,1559,677,2036,2611,1125,1406
Masku,2040,9422,1557,674,2033,2602,1115,1441
Merijärvi,2021,1062,258,120,195,228,155,106
Merijärvi,2022,1048,254,120,187,222,154,111
Merijärvi,2023,1035,250,122,181,217,146,119
Merijärvi,2024,1020,244,125,178,211,139,123
Merijärvi,2025,1006,244,119,176,205,131,131
Merijärvi,2026,993,232,125,172,194,138,132
Merijärvi,2027,979,227,123,169,194,136,130
Merijärvi,2028,969,214,132,169,191,126,137
Merijärvi,2029,957,207,134,167,182,127,140
Merijärvi,2030,945,194,139,166,179,125,142
Merijärvi,2031,933,188,139,164,172,128,142
Merijärvi,2032,919,181,139,160,170,124,145
Merijärvi,2033,906,177,135,154,174,120,146
Merijärvi,2034,894,173,130,153,175,118,145
Merijärvi,2035,880,171,125,150,176,113,145
Merijärvi,2036,867,169,118,147,180,103,150
Merijärvi,2037,856,167,113,144,182,101,149
Merijärvi,2038,846,165,108,142,184,98,149
Merijärvi,2039,835,165,102,140,186,92,150
Merijärvi,2040,826,163,99,139,186,88,151
Merikarvia,2021,3043,422,215,497,817,569,523
Merikarvia,2022,3021,419,207,487,806,567,535
Merikarvia,2023,3001,415,202,471,795,561,557
Merikarvia,2024,2981,414,197,465,787,554,564
Merikarvia,2025,2965,409,196,466,765,566,563
Merikarvia,2026,2950,412,186,452,753,563,584
Merikarvia,2027,2933,397,196,438,738,563,601
Merikarvia,2028,2919,389,198,435,721,557,619
Merikarvia,2029,2903,369,211,423,720,540,640
Merikarvia,2030,2888,363,210,417,705,538,655
Merikarvia,2031,2870,356,209,416,699,530,660
Merikarvia,2032,2851,348,207,414,687,524,671
Merikarvia,2033,2831,348,196,412,681,507,687
Merikarvia,2034,2813,345,189,410,682,498,689
Merikarvia,2035,2798,343,184,403,682,487,699
Merikarvia,2036,2780,339,181,400,683,465,712
Merikarvia,2037,2765,337,176,400,686,440,726
Merikarvia,2038,2748,335,172,398,692,419,732
Merikarvia,2039,2733,333,168,394,690,413,735
Merikarvia,2040,2716,331,164,393,688,398,742
Miehikkälä,2021,1829,178,126,265,567,356,337
Miehikkälä,2022,1794,169,124,249,551,352,349
Miehikkälä,2023,1761,162,118,245,537,338,361
Miehikkälä,2024,1729,153,116,231,533,329,367
Miehikkälä,2025,1702,147,113,226,520,320,376
Miehikkälä,2026,1675,138,113,218,518,306,382
Miehikkälä,2027,1649,129,114,212,507,288,399
Miehikkälä,2028,1625,126,109,208,497,279,406
Miehikkälä,2029,1602,122,104,207,475,289,405
Miehikkälä,2030,1580,119,99,207,460,286,409
Miehikkälä,2031,1558,114,97,202,451,290,404
Miehikkälä,2032,1538,111,93,201,438,283,412
Miehikkälä,2033,1520,109,89,198,427,285,412
Miehikkälä,2034,1502,110,84,195,414,288,411
Miehikkälä,2035,1486,110,80,193,401,290,412
Miehikkälä,2036,1470,108,77,192,392,295,406
Miehikkälä,2037,1454,106,75,190,389,288,406
Miehikkälä,2038,1441,106,74,187,387,283,404
Miehikkälä,2039,1427,104,73,185,386,267,412
Miehikkälä,2040,1412,104,71,183,381,263,410
Mikkeli,2021,52194,7144,5621,11541,13341,7923,6624
Mikkeli,2022,51783,6993,5618,11348,13112,7774,6938
Mikkeli,2023,51380,6861,5576,11172,12904,7626,7241
Mikkeli,2024,50982,6688,5580,11002,12731,7467,7514
Mikkeli,2025,50588,6538,5545,10838,12504,7372,7791
Mikkeli,2026,50193,6356,5556,10674,12317,7270,8020
Mikkeli,2027,49811,6220,5517,10509,12144,7146,8275
Mikkeli,2028,49431,6050,5503,10358,11996,7069,8455
Mikkeli,2029,49061,5887,5477,10191,11889,7018,8599
Mikkeli,2030,48693,5760,5420,10053,11774,6899,8787
Mikkeli,2031,48325,5636,5347,9932,11649,6789,8972
Mikkeli,2032,47961,5538,5260,9846,11532,6703,9082
Mikkeli,2033,47594,5481,5132,9730,11407,6671,9173
Mikkeli,2034,47225,5434,4982,9633,11370,6574,9232
Mikkeli,2035,46859,5372,4850,9530,11341,6424,9342
Mikkeli,2036,46492,5307,4724,9464,11300,6294,9403
Mikkeli,2037,46128,5248,4605,9383,11304,6125,9463
Mikkeli,2038,45766,5195,4484,9314,11345,5927,9501
Mikkeli,2039,45413,5147,4371,9232,11325,5809,9529
Mikkeli,2040,45066,5104,4278,9149,11271,5728,9536
Muhos,2021,8878,2023,1010,1993,2172,976,704
Muhos,2022,8847,1967,1028,1964,2158,1000,730
Muhos,2023,8813,1931,1019,1938,2171,1005,749
Muhos,2024,8780,1874,1034,1913,2156,1041,762
Muhos,2025,8750,1825,1040,1891,2148,1042,804
Muhos,2026,8720,1770,1050,1881,2114,1065,840
Muhos,2027,8691,1725,1048,1872,2106,1061,879
Muhos,2028,8662,1681,1045,1850,2115,1056,915
Muhos,2029,8633,1653,1026,1840,2110,1055,949
Muhos,2030,8605,1613,1020,1837,2095,1054,986
Muhos,2031,8579,1606,981,1842,2087,1042,1021
Muhos,2032,8557,1590,955,1844,2071,1035,1062
Muhos,2033,8538,1583,923,1842,2070,1039,1081
Muhos,2034,8523,1598,870,1843,2084,1010,1118
Muhos,2035,8513,1589,848,1847,2085,994,1150
Muhos,2036,8505,1585,825,1850,2101,952,1192
Muhos,2037,8502,1581,806,1846,2120,932,1217
Muhos,2038,8502,1579,793,1841,2134,918,1237
Muhos,2039,8503,1576,782,1836,2148,903,1258
Muhos,2040,8501,1573,773,1833,2132,910,1280
Multia,2021,1531,210,107,223,436,301,254
Multia,2022,1506,203,106,211,426,313,247
Multia,2023,1481,191,112,207,405,315,251
Multia,2024,1457,185,109,206,386,313,258
Multia,2025,1434,175,111,197,380,302,269
Multia,2026,1413,164,114,198,367,296,274
Multia,2027,1389,162,108,192,358,289,280
Multia,2028,1367,148,113,191,346,285,284
Multia,2029,1345,144,108,186,344,274,289
Multia,2030,1327,144,100,184,333,270,296
Multia,2031,1310,140,96,181,331,261,301
Multia,2032,1293,136,93,177,329,250,308
Multia,2033,1278,135,87,176,326,238,316
Multia,2034,1266,135,82,173,324,228,324
Multia,2035,1253,133,80,170,327,218,325
Multia,2036,1240,131,78,170,321,214,326
Multia,2037,1229,129,76,168,324,204,328
Multia,2038,1219,127,75,166,325,196,330
Multia,2039,1209,127,72,165,320,197,328
Multia,2040,1199,125,72,163,320,189,330
Muonio,2021,2287,327,197,498,604,361,300
Muonio,2022,2276,323,187,506,587,358,315
Muonio,2023,2266,310,188,504,588,352,324
Muonio,2024,2255,300,186,508,578,346,337
Muonio,2025,2245,284,194,509,561,346,351
Muonio,2026,2236,271,196,510,556,331,372
Muonio,2027,2227,264,195,503,557,336,372
Muonio,2028,2217,258,193,498,558,329,381
Muonio,2029,2205,255,187,498,562,306,397
Muonio,2030,2195,256,177,497,554,306,405
Muonio,2031,2184,254,170,495,549,306,410
Muonio,2032,2178,251,167,493,549,300,418
Muonio,2033,2169,251,160,494,546,302,416
Muonio,2034,2164,251,155,493,550,294,421
Muonio,2035,2157,251,149,493,551,285,428
Muonio,2036,2153,251,145,491,553,282,431
Muonio,2037,2145,251,141,488,557,277,431
Muonio,2038,2140,250,139,484,561,274,432
Muonio,2039,2134,249,137,483,562,278,425
Muonio,2040,2128,249,134,481,565,270,429
Mustasaari,2021,19484,3800,1720,4694,4847,2320,2103
Mustasaari,2022,19506,3761,1755,4619,4868,2310,2193
Mustasaari,2023,19518,3734,1757,4558,4928,2269,2272
Mustasaari,2024,19523,3686,1770,4488,4965,2252,2362
Mustasaari,2025,19520,3604,1815,4427,4985,2268,2421
Mustasaari,2026,19512,3522,1859,4353,5037,2242,2499
Mustasaari,2027,19499,3459,1881,4282,5096,2200,2581
Mustasaari,2028,19482,3383,1904,4217,5157,2172,2649
Mustasaari,2029,19452,3288,1937,4198,5135,2155,2739
Mustasaari,2030,19413,3257,1898,4169,5128,2163,2798
Mustasaari,2031,19372,3196,1887,4139,5114,2160,2876
Mustasaari,2032,19327,3151,1857,4115,5095,2170,2939
Mustasaari,2033,19283,3128,1808,4097,5069,2217,2964
Mustasaari,2034,19243,3106,1763,4063,5063,2235,3013
Mustasaari,2035,19202,3091,1708,4034,5067,2241,3061
Mustasaari,2036,19163,3065,1674,4028,5061,2249,3086
Mustasaari,2037,19131,3043,1648,4011,5058,2272,3099
Mustasaari,2038,19098,3023,1624,3994,5069,2281,3107
Mustasaari,2039,19065,3008,1595,3982,5064,2272,3144
Mustasaari,2040,19030,2994,1576,3967,5046,2274,3173
Muurame,2021,10371,2192,940,2547,2697,1197,798
Muurame,2022,10465,2175,963,2531,2733,1187,876
Muurame,2023,10550,2159,973,2546,2765,1177,930
Muurame,2024,10629,2141,987,2553,2773,1170,1005
Muurame,2025,10700,2116,1002,2557,2793,1173,1059
Muurame,2026,10763,2073,1030,2564,2790,1185,1121
Muurame,2027,10819,2046,1039,2559,2812,1189,1174
Muurame,2028,10869,2007,1058,2554,2831,1184,1235
Muurame,2029,10911,1966,1072,2542,2851,1196,1284
Muurame,2030,10942,1933,1072,2540,2877,1191,1329
Muurame,2031,10969,1925,1044,2514,2920,1198,1368
Muurame,2032,10991,1916,1015,2518,2934,1199,1409
Muurame,2033,11008,1922,972,2514,2947,1224,1429
Muurame,2034,11025,1924,934,2501,2987,1209,1470
Muurame,2035,11049,1921,909,2500,3010,1208,1501
Muurame,2036,11074,1914,893,2502,3030,1191,1544
Muurame,2037,11104,1907,885,2493,3058,1188,1573
Muurame,2038,11132,1900,881,2481,3093,1176,1601
Muurame,2039,11158,1895,874,2471,3119,1167,1632
Muurame,2040,11181,1890,868,2464,3129,1182,1648
Mynämäki,2021,7595,1126,640,1619,2108,1121,981
Mynämäki,2022,7546,1114,624,1597,2085,1098,1028
Mynämäki,2023,7502,1087,624,1578,2063,1082,1068
Mynämäki,2024,7461,1061,622,1572,2012,1101,1093
Mynämäki,2025,7422,1049,611,1551,1995,1091,1125
Mynämäki,2026,7385,1032,607,1546,1961,1095,1144
Mynämäki,2027,7351,1018,601,1520,1920,1111,1181
Mynämäki,2028,7316,1007,591,1494,1907,1089,1228
Mynämäki,2029,7283,993,585,1470,1888,1075,1272
Mynämäki,2030,7255,978,581,1451,1868,1087,1290
Mynämäki,2031,7230,965,576,1451,1844,1084,1310
Mynämäki,2032,7204,953,572,1450,1816,1085,1328
Mynämäki,2033,7178,943,563,1447,1803,1079,1343
Mynämäki,2034,7153,945,544,1441,1791,1060,1372
Mynämäki,2035,7128,944,527,1435,1784,1052,1386
Mynämäki,2036,7103,938,517,1426,1794,1031,1397
Mynämäki,2037,7080,933,509,1416,1798,991,1433
Mynämäki,2038,7060,928,504,1407,1814,959,1448
Mynämäki,2039,7040,924,500,1397,1824,932,1463
Mynämäki,2040,7019,921,494,1392,1819,914,1479
Myrskylä,2021,1847,277,135,380,501,299,255
Myrskylä,2022,1826,268,134,372,497,292,263
Myrskylä,2023,1808,261,133,360,491,285,278
Myrskylä,2024,1790,248,137,352,487,275,291
Myrskylä,2025,1773,243,132,347,474,279,298
Myrskylä,2026,1756,241,128,338,463,278,308
Myrskylä,2027,1745,231,130,327,462,285,310
Myrskylä,2028,1734,226,129,322,454,285,318
Myrskylä,2029,1723,217,131,318,454,276,327
Myrskylä,2030,1713,213,129,316,452,270,333
Myrskylä,2031,1705,212,125,313,450,269,336
Myrskylä,2032,1695,212,119,311,438,278,337
Myrskylä,2033,1689,212,115,306,436,278,342
Myrskylä,2034,1682,211,110,306,430,281,344
Myrskylä,2035,1678,210,109,305,428,274,352
Myrskylä,2036,1674,209,107,303,431,265,359
Myrskylä,2037,1670,208,106,302,429,261,364
Myrskylä,2038,1667,208,104,301,431,255,368
Myrskylä,2039,1664,207,102,300,437,250,368
Myrskylä,2040,1662,206,101,299,436,252,368
Mäntsälä,2021,20794,3943,2124,4692,5833,2454,1748
Mäntsälä,2022,20817,3873,2107,4680,5845,2458,1854
Mäntsälä,2023,20851,3786,2123,4682,5825,2459,1976
Mäntsälä,2024,20890,3691,2139,4674,5828,2467,2091
Mäntsälä,2025,20927,3626,2131,4668,5825,2479,2198
Mäntsälä,2026,20970,3556,2141,4669,5789,2508,2307
Mäntsälä,2027,21011,3488,2147,4643,5782,2554,2397
Mäntsälä,2028,21048,3453,2117,4624,5771,2590,2493
Mäntsälä,2029,21087,3393,2108,4632,5740,2617,2597
Mäntsälä,2030,21127,3361,2077,4624,5737,2655,2673
Mäntsälä,2031,21169,3318,2057,4622,5731,2681,2760
Mäntsälä,2032,21213,3315,2004,4654,5686,2723,2831
Mäntsälä,2033,21260,3326,1938,4656,5684,2751,2905
Mäntsälä,2034,21310,3338,1874,4657,5710,2748,2983
Mäntsälä,2035,21361,3340,1827,4650,5731,2757,3056
Mäntsälä,2036,21416,3332,1800,4636,5768,2741,3139
Mäntsälä,2037,21477,3324,1782,4615,5828,2708,3220
Mäntsälä,2038,21543,3316,1773,4600,5872,2681,3301
Mäntsälä,2039,21606,3309,1764,4586,5903,2666,3378
Mäntsälä,2040,21667,3302,1758,4574,5918,2675,3440
Mänttä-Vilppula,2021,9474,1080,747,1619,2549,1886,1593
