"Vuosi";"Alue";"Huoneluku";"Rahoitusmuoto";"Lukumäärä";"Neliövuokra (eur/m2)"
"2020";"Pori";"Kolmiot+";"Vapaarahoitteinen";631;9.51
"2020";"Pori 1";"Yksiöt";"Vapaarahoitteinen";1862;14.57
"2020";"Pori 1";"Kaksiot";"Vapaarahoitteinen";1426;11.60
"2020";"Pori 1";"Kolmiot+";"Vapaarahoitteinen";275;9.98
"2020";"Pori 2";"Yksiöt";"Vapaarahoitteinen";1034;12.07
"2020";"Pori 2";"Kaksiot";"Vapaarahoitteinen";1382;9.66
"2020";"Pori 2";"Kolmiot+";"Vapaarahoitteinen";356;9.00
"2020";"Rauma";"Yksiöt";"Vapaarahoitteinen";837;13.81
"2020";"Rauma";"Kaksiot";"Vapaarahoitteinen";702;10.52
"2020";"Rauma";"Kolmiot+";"Vapaarahoitteinen";178;9.22
"2020";"Kanta-Häme";"Yksiöt";"Vapaarahoitteinen";4729;15.94
"2020";"Kanta-Häme";"Kaksiot";"Vapaarahoitteinen";4789;12.22
"2020";"Kanta-Häme";"Kolmiot+";"Vapaarahoitteinen";1585;11.09
"2020";"Hämeenlinna";"Yksiöt";"Vapaarahoitteinen";2664;17.64
"2020";"Hämeenlinna";"Kaksiot";"Vapaarahoitteinen";3077;13.29
"2020";"Hämeenlinna";"Kolmiot+";"Vapaarahoitteinen";1021;11.88
"2020";"Hämeenlinna 1";"Yksiöt";"Vapaarahoitteinen";2072;18.51
"2020";"Hämeenlinna 1";"Kaksiot";"Vapaarahoitteinen";1933;13.99
"2020";"Hämeenlinna 1";"Kolmiot+";"Vapaarahoitteinen";559;12.45
"2020";"Hämeenlinna 2";"Yksiöt";"Vapaarahoitteinen";592;15.26
"2020";"Hämeenlinna 2";"Kaksiot";"Vapaarahoitteinen";1144;12.26
"2020";"Hämeenlinna 2";"Kolmiot+";"Vapaarahoitteinen";462;11.30
"2020";"Riihimäki";"Yksiöt";"Vapaarahoitteinen";1029;15.24
"2020";"Riihimäki";"Kaksiot";"Vapaarahoitteinen";906;12.01
"2020";"Riihimäki";"Kolmiot+";"Vapaarahoitteinen";313;11.16
"2020";"Pirkanmaa";"Yksiöt";"Vapaarahoitteinen";24778;17.76
"2020";"Pirkanmaa";"Kaksiot";"Vapaarahoitteinen";20569;13.55
"2020";"Pirkanmaa";"Kolmiot+";"Vapaarahoitteinen";7305;12.04
"2020";"Tampere";"Yksiöt";"Vapaarahoitteinen";21643;18.67
"2020";"Tampere";"Kaksiot";"Vapaarahoitteinen";17682;14.29
"2020";"Tampere";"Kolmiot+";"Vapaarahoitteinen";5929;12.92
"2020";"Tampere 1";"Yksiöt";"Vapaarahoitteinen";10829;19.01
"2020";"Tampere 1";"Kaksiot";"Vapaarahoitteinen";5406;14.99
"2020";"Tampere 1";"Kolmiot+";"Vapaarahoitteinen";1531;13.67
"2020";"Tampere 2";"Yksiöt";"Vapaarahoitteinen";3213;18.67
"2020";"Tampere 2";"Kaksiot";"Vapaarahoitteinen";4847;14.63
"2020";"Tampere 2";"Kolmiot+";"Vapaarahoitteinen";1493;13.05
"2020";"Tampere 3";"Yksiöt";"Vapaarahoitteinen";7601;18.06
"2020";"Tampere 3";"Kaksiot";"Vapaarahoitteinen";7429;13.10
"2020";"Tampere 3";"Kolmiot+";"Vapaarahoitteinen";2905;12.06
"2020";"Päijät-Häme";"Yksiöt";"Vapaarahoitteinen";7363;15.61
"2020";"Päijät-Häme";"Kaksiot";"Vapaarahoitteinen";9021;12.46
"2020";"Päijät-Häme";"Kolmiot+";"Vapaarahoitteinen";2685;11.03
"2020";"Lahti";"Yksiöt";"Vapaarahoitteinen";6167;16.48
"2020";"Lahti";"Kaksiot";"Vapaarahoitteinen";7805;13.04
"2020";"Lahti";"Kolmiot+";"Vapaarahoitteinen";2302;11.63
"2020";"Lahti 1";"Yksiöt";"Vapaarahoitteinen";2897;17.26
"2020";"Lahti 1";"Kaksiot";"Vapaarahoitteinen";3049;14.13
"2020";"Lahti 1";"Kolmiot+";"Vapaarahoitteinen";1079;12.36
"2020";"Lahti 2";"Yksiöt";"Vapaarahoitteinen";3270;15.58
"2020";"Lahti 2";"Kaksiot";"Vapaarahoitteinen";4756;11.97
"2020";"Lahti 2";"Kolmiot+";"Vapaarahoitteinen";1223;10.84
"2020";"Kymenlaakso";"Yksiöt";"Vapaarahoitteinen";4643;13.51
"2020";"Kymenlaakso";"Kaksiot";"Vapaarahoitteinen";3627;11.10
"2020";"Kymenlaakso";"Kolmiot+";"Vapaarahoitteinen";1224;9.97
"2020";"Kotka";"Yksiöt";"Vapaarahoitteinen";2061;14.19
"2020";"Kotka";"Kaksiot";"Vapaarahoitteinen";1478;11.93
"2020";"Kotka";"Kolmiot+";"Vapaarahoitteinen";480;10.89
"2020";"Kotka 1";"Yksiöt";"Vapaarahoitteinen";1056;15.35
"2020";"Kotka 1";"Kaksiot";"Vapaarahoitteinen";727;13.21
"2020";"Kotka 1";"Kolmiot+";"Vapaarahoitteinen";150;11.85
"2020";"Kotka 2";"Yksiöt";"Vapaarahoitteinen";1005;12.71
"2020";"Kotka 2";"Kaksiot";"Vapaarahoitteinen";751;10.43
"2020";"Kotka 2";"Kolmiot+";"Vapaarahoitteinen";330;9.77
"2020";"Kouvola";"Yksiöt";"Vapaarahoitteinen";2266;13.19
"2020";"Kouvola";"Kaksiot";"Vapaarahoitteinen";1825;10.44
"2020";"Kouvola";"Kolmiot+";"Vapaarahoitteinen";605;9.19
"2020";"Etelä-Karjala";"Yksiöt";"Vapaarahoitteinen";2865;15.74
"2020";"Etelä-Karjala";"Kaksiot";"Vapaarahoitteinen";2587;12.49
"2020";"Etelä-Karjala";"Kolmiot+";"Vapaarahoitteinen";718;11.04
"2020";"Lappeenranta";"Yksiöt";"Vapaarahoitteinen";2170;16.70
"2020";"Lappeenranta";"Kaksiot";"Vapaarahoitteinen";2066;13.14
"2020";"Lappeenranta";"Kolmiot+";"Vapaarahoitteinen";579;11.49
"2020";"Lappeenranta 1";"Yksiöt";"Vapaarahoitteinen";1124;17.73
"2020";"Lappeenranta 1";"Kaksiot";"Vapaarahoitteinen";1052;14.52
"2020";"Lappeenranta 1";"Kolmiot+";"Vapaarahoitteinen";286;12.33
"2020";"Lappeenranta 2";"Yksiöt";"Vapaarahoitteinen";1046;14.49
"2020";"Lappeenranta 2";"Kaksiot";"Vapaarahoitteinen";1014;11.58
"2020";"Lappeenranta 2";"Kolmiot+";"Vapaarahoitteinen";293;10.59
"2020";"Etelä-Savo";"Yksiöt";"Vapaarahoitteinen";3101;13.90
"2020";"Etelä-Savo";"Kaksiot";"Vapaarahoitteinen";2284;10.84
"2020";"Etelä-Savo";"Kolmiot+";"Vapaarahoitteinen";534;9.39
"2020";"Mikkeli";"Yksiöt";"Vapaarahoitteinen";1620;16.02
"2020";"Mikkeli";"Kaksiot";"Vapaarahoitteinen";992;12.01
"2020";"Mikkeli";"Kolmiot+";"Vapaarahoitteinen";246;10.44
"2020";"Pohjois-Savo";"Yksiöt";"Vapaarahoitteinen";7896;15.85
"2020";"Pohjois-Savo";"Kaksiot";"Vapaarahoitteinen";7830;12.84
"2020";"Pohjois-Savo";"Kolmiot+";"Vapaarahoitteinen";2195;11.23
"2020";"Kuopio";"Yksiöt";"Vapaarahoitteinen";6100;17.88
"2020";"Kuopio";"Kaksiot";"Vapaarahoitteinen";6079;14.09
"2020";"Kuopio";"Kolmiot+";"Vapaarahoitteinen";1712;12.19
"2020";"Kuopio 1";"Yksiöt";"Vapaarahoitteinen";3312;19.07
"2020";"Kuopio 1";"Kaksiot";"Vapaarahoitteinen";2340;15.06
"2020";"Kuopio 1";"Kolmiot+";"Vapaarahoitteinen";731;12.75
"2020";"Kuopio 2";"Yksiöt";"Vapaarahoitteinen";2788;16.68
"2020";"Kuopio 2";"Kaksiot";"Vapaarahoitteinen";3739;13.18
"2020";"Kuopio 2";"Kolmiot+";"Vapaarahoitteinen";981;11.75
"2020";"Pohjois-Karjala";"Yksiöt";"Vapaarahoitteinen";4949;15.17
"2020";"Pohjois-Karjala";"Kaksiot";"Vapaarahoitteinen";3463;11.85
"2020";"Pohjois-Karjala";"Kolmiot+";"Vapaarahoitteinen";643;9.89
"2020";"Joensuu";"Yksiöt";"Vapaarahoitteinen";4289;16.76
"2020";"Joensuu";"Kaksiot";"Vapaarahoitteinen";2770;13.00
"2020";"Joensuu";"Kolmiot+";"Vapaarahoitteinen";461;10.93
"2020";"Joensuu 1";"Yksiöt";"Vapaarahoitteinen";3410;17.42
"2020";"Joensuu 1";"Kaksiot";"Vapaarahoitteinen";1793;13.60
"2020";"Joensuu 1";"Kolmiot+";"Vapaarahoitteinen";181;11.44
"2020";"Joensuu 2";"Yksiöt";"Vapaarahoitteinen";879;14.99
"2020";"Joensuu 2";"Kaksiot";"Vapaarahoitteinen";977;11.98
"2020";"Joensuu 2";"Kolmiot+";"Vapaarahoitteinen";280;10.37
"2020";"Keski-Suomi";"Yksiöt";"Vapaarahoitteinen";9526;16.91
"2020";"Keski-Suomi";"Kaksiot";"Vapaarahoitteinen";11439;12.66
"2020";"Keski-Suomi";"Kolmiot+";"Vapaarahoitteinen";3824;11.11
"2020";"Jyväskylä";"Yksiöt";"Vapaarahoitteinen";8294;18.29
"2020";"Jyväskylä";"Kaksiot";"Vapaarahoitteinen";10095;13.58
"2020";"Jyväskylä";"Kolmiot+";"Vapaarahoitteinen";3446;11.85
"2020";"Jyväskylä 1";"Yksiöt";"Vapaarahoitteinen";5055;19.32
"2020";"Jyväskylä 1";"Kaksiot";"Vapaarahoitteinen";5886;14.38
"2020";"Jyväskylä 1";"Kolmiot+";"Vapaarahoitteinen";1814;12.36
"2020";"Jyväskylä 2";"Yksiöt";"Vapaarahoitteinen";3239;16.31
"2020";"Jyväskylä 2";"Kaksiot";"Vapaarahoitteinen";4209;12.43
"2020";"Jyväskylä 2";"Kolmiot+";"Vapaarahoitteinen";1632;11.39
"2020";"Etelä-Pohjanmaa";"Yksiöt";"Vapaarahoitteinen";2345;13.25
"2020";"Etelä-Pohjanmaa";"Kaksiot";"Vapaarahoitteinen";3126;10.87
"2020";"Etelä-Pohjanmaa";"Kolmiot+";"Vapaarahoitteinen";1041;9.75
"2020";"Seinäjoki";"Yksiöt";"Vapaarahoitteinen";1798;14.92
"2020";"Seinäjoki";"Kaksiot";"Vapaarahoitteinen";2064;11.74
"2020";"Seinäjoki";"Kolmiot+";"Vapaarahoitteinen";671;10.42
"2020";"Pohjanmaa";"Yksiöt";"Vapaarahoitteinen";3067;15.00
"2020";"Pohjanmaa";"Kaksiot";"Vapaarahoitteinen";2659;11.31
"2020";"Pohjanmaa";"Kolmiot+";"Vapaarahoitteinen";764;9.71
"2020";"Vaasa";"Yksiöt";"Vapaarahoitteinen";2592;15.73
"2020";"Vaasa";"Kaksiot";"Vapaarahoitteinen";1993;12.06
"2020";"Vaasa";"Kolmiot+";"Vapaarahoitteinen";450;10.00
"2020";"Vaasa 1";"Yksiöt";"Vapaarahoitteinen";2159;16.17
"2020";"Vaasa 1";"Kaksiot";"Vapaarahoitteinen";1664;12.45
"2020";"Vaasa 1";"Kolmiot+";"Vapaarahoitteinen";315;10.10
"2020";"Vaasa 2";"Yksiöt";"Vapaarahoitteinen";433;13.46
"2020";"Vaasa 2";"Kaksiot";"Vapaarahoitteinen";329;10.25
"2020";"Vaasa 2";"Kolmiot+";"Vapaarahoitteinen";135;9.76
"2020";"Keski-Pohjanmaa";"Yksiöt";"Vapaarahoitteinen";535;14.21
"2020";"Keski-Pohjanmaa";"Kaksiot";"Vapaarahoitteinen";669;10.91
"2020";"Keski-Pohjanmaa";"Kolmiot+";"Vapaarahoitteinen";227;9.43
"2020";"Kokkola";"Yksiöt";"Vapaarahoitteinen";480;15.18
"2020";"Kokkola";"Kaksiot";"Vapaarahoitteinen";566;11.33
"2020";"Kokkola";"Kolmiot+";"Vapaarahoitteinen";188;9.56
"2020";"Pohjois-Pohjanmaa";"Yksiöt";"Vapaarahoitteinen";12798;15.73
"2020";"Pohjois-Pohjanmaa";"Kaksiot";"Vapaarahoitteinen";12219;12.11
"2020";"Pohjois-Pohjanmaa";"Kolmiot+";"Vapaarahoitteinen";4320;10.95
"2020";"Oulu";"Yksiöt";"Vapaarahoitteinen";11437;16.45
"2020";"Oulu";"Kaksiot";"Vapaarahoitteinen";10596;12.64
"2020";"Oulu";"Kolmiot+";"Vapaarahoitteinen";3549;11.38
"2020";"Oulu 1";"Yksiöt";"Vapaarahoitteinen";4917;17.26
"2020";"Oulu 1";"Kaksiot";"Vapaarahoitteinen";5124;13.58
"2020";"Oulu 1";"Kolmiot+";"Vapaarahoitteinen";1385;12.37
"2020";"Oulu 2";"Yksiöt";"Vapaarahoitteinen";6520;15.63
"2020";"Oulu 2";"Kaksiot";"Vapaarahoitteinen";5472;11.82
"2020";"Oulu 2";"Kolmiot+";"Vapaarahoitteinen";2164;10.72
"2020";"Kainuu";"Yksiöt";"Vapaarahoitteinen";1486;14.34
"2020";"Kainuu";"Kaksiot";"Vapaarahoitteinen";1084;11.04
"2020";"Kainuu";"Kolmiot+";"Vapaarahoitteinen";339;9.88
"2020";"Kajaani";"Yksiöt";"Vapaarahoitteinen";1264;15.19
"2020";"Kajaani";"Kaksiot";"Vapaarahoitteinen";844;11.68
"2020";"Kajaani";"Kolmiot+";"Vapaarahoitteinen";257;10.46
"2020";"Lappi";"Yksiöt";"Vapaarahoitteinen";3735;15.33
"2020";"Lappi";"Kaksiot";"Vapaarahoitteinen";3941;11.85
"2020";"Lappi";"Kolmiot+";"Vapaarahoitteinen";1332;10.24
"2020";"Rovaniemi";"Yksiöt";"Vapaarahoitteinen";2642;16.54
"2020";"Rovaniemi";"Kaksiot";"Vapaarahoitteinen";2506;13.05
"2020";"Rovaniemi";"Kolmiot+";"Vapaarahoitteinen";759;11.36
"2021";"Koko maa";"Yksiöt";"Vapaarahoitteinen";214221;19.23
"2021";"Koko maa";"Kaksiot";"Vapaarahoitteinen";212526;14.37
"2021";"Koko maa";"Kolmiot+";"Vapaarahoitteinen";87263;13.08
"2021";"Pääkaupunkiseutu (PKS)";"Yksiöt";"Vapaarahoitteinen";65946;25.64
"2021";"Pääkaupunkiseutu (PKS)";"Kaksiot";"Vapaarahoitteinen";72298;19.25
"2021";"Pääkaupunkiseutu (PKS)";"Kolmiot+";"Vapaarahoitteinen";40644;17.35
"2021";"Muu Suomi (koko maa pl. PKS)";"Yksiöt";"Vapaarahoitteinen";148275;16.38
"2021";"Muu Suomi (koko maa pl. PKS)";"Kaksiot";"Vapaarahoitteinen";140228;12.55
"2021";"Muu Suomi (koko maa pl. PKS)";"Kolmiot+";"Vapaarahoitteinen";46619;11.10
"2021";"Uusimaa";"Yksiöt";"Vapaarahoitteinen";75348;24.40
"2021";"Uusimaa";"Kaksiot";"Vapaarahoitteinen";84244;18.26
"2021";"Uusimaa";"Kolmiot+";"Vapaarahoitteinen";45851;16.49
"2021";"Helsinki";"Yksiöt";"Vapaarahoitteinen";45934;26.69
"2021";"Helsinki";"Kaksiot";"Vapaarahoitteinen";37045;20.14
"2021";"Helsinki";"Kolmiot+";"Vapaarahoitteinen";19121;18.26
"2021";"Helsinki 1";"Yksiöt";"Vapaarahoitteinen";9108;28.28
"2021";"Helsinki 1";"Kaksiot";"Vapaarahoitteinen";4640;22.19
"2021";"Helsinki 1";"Kolmiot+";"Vapaarahoitteinen";1758;19.22
"2021";"Helsinki 2";"Yksiöt";"Vapaarahoitteinen";21782;26.90
"2021";"Helsinki 2";"Kaksiot";"Vapaarahoitteinen";13454;20.84
"2021";"Helsinki 2";"Kolmiot+";"Vapaarahoitteinen";4887;19.01
"2021";"Helsinki 3";"Yksiöt";"Vapaarahoitteinen";4845;26.16
"2021";"Helsinki 3";"Kaksiot";"Vapaarahoitteinen";4644;18.94
"2021";"Helsinki 3";"Kolmiot+";"Vapaarahoitteinen";2552;17.61
"2021";"Helsinki 4";"Yksiöt";"Vapaarahoitteinen";10199;23.99
"2021";"Helsinki 4";"Kaksiot";"Vapaarahoitteinen";14307;17.96
"2021";"Helsinki 4";"Kolmiot+";"Vapaarahoitteinen";9924;16.97
"2021";"Espoo-Kauniainen";"Yksiöt";"Vapaarahoitteinen";9698;23.25
"2021";"Espoo-Kauniainen";"Kaksiot";"Vapaarahoitteinen";15555;18.19
"2021";"Espoo-Kauniainen";"Kolmiot+";"Vapaarahoitteinen";9439;16.34
"2021";"Espoo-Kauniainen 1";"Yksiöt";"Vapaarahoitteinen";2591;24.77
"2021";"Espoo-Kauniainen 1";"Kaksiot";"Vapaarahoitteinen";2874;18.88
"2021";"Espoo-Kauniainen 1";"Kolmiot+";"Vapaarahoitteinen";1617;16.59
"2021";"Espoo-Kauniainen 2";"Yksiöt";"Vapaarahoitteinen";3149;23.62
"2021";"Espoo-Kauniainen 2";"Kaksiot";"Vapaarahoitteinen";5820;18.86
"2021";"Espoo-Kauniainen 2";"Kolmiot+";"Vapaarahoitteinen";3527;17.22
"2021";"Espoo-Kauniainen 3";"Yksiöt";"Vapaarahoitteinen";3958;21.94
"2021";"Espoo-Kauniainen 3";"Kaksiot";"Vapaarahoitteinen";6861;16.91
"2021";"Espoo-Kauniainen 3";"Kolmiot+";"Vapaarahoitteinen";4295;15.28
"2021";"Vantaa";"Yksiöt";"Vapaarahoitteinen";10314;23.11
"2021";"Vantaa";"Kaksiot";"Vapaarahoitteinen";19698;17.54
"2021";"Vantaa";"Kolmiot+";"Vapaarahoitteinen";12084;15.99
"2021";"Vantaa 1";"Yksiöt";"Vapaarahoitteinen";2553;24.05
"2021";"Vantaa 1";"Kaksiot";"Vapaarahoitteinen";7083;18.60
"2021";"Vantaa 1";"Kolmiot+";"Vapaarahoitteinen";4153;16.94
"2021";"Vantaa 2";"Yksiöt";"Vapaarahoitteinen";7761;22.40
"2021";"Vantaa 2";"Kaksiot";"Vapaarahoitteinen";12615;16.75
"2021";"Vantaa 2";"Kolmiot+";"Vapaarahoitteinen";7931;15.36
"2021";"Kehyskunnat";"Yksiöt";"Vapaarahoitteinen";7722;18.55
"2021";"Kehyskunnat";"Kaksiot";"Vapaarahoitteinen";9950;14.41
"2021";"Kehyskunnat";"Kolmiot+";"Vapaarahoitteinen";4543;13.26
"2021";"Porvoo";"Yksiöt";"Vapaarahoitteinen";1117;18.44
"2021";"Porvoo";"Kaksiot";"Vapaarahoitteinen";887;13.75
"2021";"Porvoo";"Kolmiot+";"Vapaarahoitteinen";278;12.81
"2021";"Hyvinkää";"Yksiöt";"Vapaarahoitteinen";1584;18.48
"2021";"Hyvinkää";"Kaksiot";"Vapaarahoitteinen";1395;14.23
"2021";"Hyvinkää";"Kolmiot+";"Vapaarahoitteinen";478;13.38
"2021";"Järvenpää";"Yksiöt";"Vapaarahoitteinen";1489;19.95
"2021";"Järvenpää";"Kaksiot";"Vapaarahoitteinen";2165;15.24
"2021";"Järvenpää";"Kolmiot+";"Vapaarahoitteinen";868;13.88
"2021";"Kerava";"Yksiöt";"Vapaarahoitteinen";1443;20.25
"2021";"Kerava";"Kaksiot";"Vapaarahoitteinen";2686;15.50
"2021";"Kerava";"Kolmiot+";"Vapaarahoitteinen";1529;13.96
"2021";"Varsinais-Suomi";"Yksiöt";"Vapaarahoitteinen";22859;16.85
"2021";"Varsinais-Suomi";"Kaksiot";"Vapaarahoitteinen";18346;12.87
"2021";"Varsinais-Suomi";"Kolmiot+";"Vapaarahoitteinen";5994;11.20
"2021";"Turku";"Yksiöt";"Vapaarahoitteinen";19294;17.90
"2021";"Turku";"Kaksiot";"Vapaarahoitteinen";14848;13.89
"2021";"Turku";"Kolmiot+";"Vapaarahoitteinen";4635;11.87
"2021";"Turku 1";"Yksiöt";"Vapaarahoitteinen";11787;18.45
"2021";"Turku 1";"Kaksiot";"Vapaarahoitteinen";8217;14.63
"2021";"Turku 1";"Kolmiot+";"Vapaarahoitteinen";1899;12.38
"2021";"Turku 2";"Yksiöt";"Vapaarahoitteinen";3311;18.36
"2021";"Turku 2";"Kaksiot";"Vapaarahoitteinen";2212;14.13
"2021";"Turku 2";"Kolmiot+";"Vapaarahoitteinen";618;11.35
"2021";"Turku 3";"Yksiöt";"Vapaarahoitteinen";4196;16.42
"2021";"Turku 3";"Kaksiot";"Vapaarahoitteinen";4419;12.55
"2021";"Turku 3";"Kolmiot+";"Vapaarahoitteinen";2118;11.44
"2021";"Satakunta";"Yksiöt";"Vapaarahoitteinen";6134;13.25
"2021";"Satakunta";"Kaksiot";"Vapaarahoitteinen";5887;10.27
"2021";"Satakunta";"Kolmiot+";"Vapaarahoitteinen";1671;9.17
"2021";"Pori";"Yksiöt";"Vapaarahoitteinen";4036;13.75
"2021";"Pori";"Kaksiot";"Vapaarahoitteinen";3814;10.78
"2021";"Pori";"Kolmiot+";"Vapaarahoitteinen";998;9.68
"2021";"Pori 1";"Yksiöt";"Vapaarahoitteinen";2698;14.54
"2021";"Pori 1";"Kaksiot";"Vapaarahoitteinen";2109;11.61
"2021";"Pori 1";"Kolmiot+";"Vapaarahoitteinen";428;10.11
"2021";"Pori 2";"Yksiöt";"Vapaarahoitteinen";1338;12.11
"2021";"Pori 2";"Kaksiot";"Vapaarahoitteinen";1705;9.71
"2021";"Pori 2";"Kolmiot+";"Vapaarahoitteinen";570;9.17
"2021";"Rauma";"Yksiöt";"Vapaarahoitteinen";1108;14.00
"2021";"Rauma";"Kaksiot";"Vapaarahoitteinen";936;10.66
"2021";"Rauma";"Kolmiot+";"Vapaarahoitteinen";215;9.24
"2021";"Kanta-Häme";"Yksiöt";"Vapaarahoitteinen";5746;15.85
"2021";"Kanta-Häme";"Kaksiot";"Vapaarahoitteinen";5634;12.32
"2021";"Kanta-Häme";"Kolmiot+";"Vapaarahoitteinen";1911;11.07
"2021";"Hämeenlinna";"Yksiöt";"Vapaarahoitteinen";3252;17.54
"2021";"Hämeenlinna";"Kaksiot";"Vapaarahoitteinen";3482;13.38
"2021";"Hämeenlinna";"Kolmiot+";"Vapaarahoitteinen";1103;12.00
"2021";"Hämeenlinna 1";"Yksiöt";"Vapaarahoitteinen";2570;18.46
"2021";"Hämeenlinna 1";"Kaksiot";"Vapaarahoitteinen";2203;14.11
"2021";"Hämeenlinna 1";"Kolmiot+";"Vapaarahoitteinen";609;12.59
"2021";"Hämeenlinna 2";"Yksiöt";"Vapaarahoitteinen";682;15.45
"2021";"Hämeenlinna 2";"Kaksiot";"Vapaarahoitteinen";1279;12.32
"2021";"Hämeenlinna 2";"Kolmiot+";"Vapaarahoitteinen";494;11.33
"2021";"Riihimäki";"Yksiöt";"Vapaarahoitteinen";1166;15.33
"2021";"Riihimäki";"Kaksiot";"Vapaarahoitteinen";1058;12.18
"2021";"Riihimäki";"Kolmiot+";"Vapaarahoitteinen";382;11.16
"2021";"Pirkanmaa";"Yksiöt";"Vapaarahoitteinen";27377;18.13
"2021";"Pirkanmaa";"Kaksiot";"Vapaarahoitteinen";22748;13.73
"2021";"Pirkanmaa";"Kolmiot+";"Vapaarahoitteinen";7897;12.06
"2021";"Tampere";"Yksiöt";"Vapaarahoitteinen";23602;19.12
"2021";"Tampere";"Kaksiot";"Vapaarahoitteinen";19311;14.51
"2021";"Tampere";"Kolmiot+";"Vapaarahoitteinen";6200;13.02
"2021";"Tampere 1";"Yksiöt";"Vapaarahoitteinen";12234;19.56
"2021";"Tampere 1";"Kaksiot";"Vapaarahoitteinen";6341;15.19
"2021";"Tampere 1";"Kolmiot+";"Vapaarahoitteinen";1564;13.76
"2021";"Tampere 2";"Yksiöt";"Vapaarahoitteinen";3332;19.14
"2021";"Tampere 2";"Kaksiot";"Vapaarahoitteinen";5109;14.88
"2021";"Tampere 2";"Kolmiot+";"Vapaarahoitteinen";1629;13.23
"2021";"Tampere 3";"Yksiöt";"Vapaarahoitteinen";8036;18.39
"2021";"Tampere 3";"Kaksiot";"Vapaarahoitteinen";7861;13.31
"2021";"Tampere 3";"Kolmiot+";"Vapaarahoitteinen";3007;12.19
"2021";"Päijät-Häme";"Yksiöt";"Vapaarahoitteinen";7708;15.71
"2021";"Päijät-Häme";"Kaksiot";"Vapaarahoitteinen";10248;12.48
"2021";"Päijät-Häme";"Kolmiot+";"Vapaarahoitteinen";3248;11.08
"2021";"Lahti";"Yksiöt";"Vapaarahoitteinen";6376;16.57
"2021";"Lahti";"Kaksiot";"Vapaarahoitteinen";8756;13.12
"2021";"Lahti";"Kolmiot+";"Vapaarahoitteinen";2685;11.63
"2021";"Lahti 1";"Yksiöt";"Vapaarahoitteinen";3217;17.38
"2021";"Lahti 1";"Kaksiot";"Vapaarahoitteinen";3605;14.31
"2021";"Lahti 1";"Kolmiot+";"Vapaarahoitteinen";1349;12.40
"2021";"Lahti 2";"Yksiöt";"Vapaarahoitteinen";3159;15.63
"2021";"Lahti 2";"Kaksiot";"Vapaarahoitteinen";5151;12.02
"2021";"Lahti 2";"Kolmiot+";"Vapaarahoitteinen";1336;10.79
"2021";"Kymenlaakso";"Yksiöt";"Vapaarahoitteinen";5214;13.57
"2021";"Kymenlaakso";"Kaksiot";"Vapaarahoitteinen";4335;11.18
"2021";"Kymenlaakso";"Kolmiot+";"Vapaarahoitteinen";1317;9.83
"2021";"Kotka";"Yksiöt";"Vapaarahoitteinen";2181;14.16
"2021";"Kotka";"Kaksiot";"Vapaarahoitteinen";1817;12.08
"2021";"Kotka";"Kolmiot+";"Vapaarahoitteinen";476;10.75
"2021";"Kotka 1";"Yksiöt";"Vapaarahoitteinen";1081;15.44
"2021";"Kotka 1";"Kaksiot";"Vapaarahoitteinen";844;13.32
"2021";"Kotka 1";"Kolmiot+";"Vapaarahoitteinen";156;11.52
"2021";"Kotka 2";"Yksiöt";"Vapaarahoitteinen";1100;12.70
"2021";"Kotka 2";"Kaksiot";"Vapaarahoitteinen";973;10.74
"2021";"Kotka 2";"Kolmiot+";"Vapaarahoitteinen";320;10.00
"2021";"Kouvola";"Yksiöt";"Vapaarahoitteinen";2592;13.34
"2021";"Kouvola";"Kaksiot";"Vapaarahoitteinen";2121;10.44
"2021";"Kouvola";"Kolmiot+";"Vapaarahoitteinen";651;9.17
"2021";"Etelä-Karjala";"Yksiöt";"Vapaarahoitteinen";4094;16.02
"2021";"Etelä-Karjala";"Kaksiot";"Vapaarahoitteinen";3514;12.56
"2021";"Etelä-Karjala";"Kolmiot+";"Vapaarahoitteinen";990;10.91
"2021";"Lappeenranta";"Yksiöt";"Vapaarahoitteinen";3129;17.08
"2021";"Lappeenranta";"Kaksiot";"Vapaarahoitteinen";2776;13.24
"2021";"Lappeenranta";"Kolmiot+";"Vapaarahoitteinen";779;11.35
"2021";"Lappeenranta 1";"Yksiöt";"Vapaarahoitteinen";1840;18.04
"2021";"Lappeenranta 1";"Kaksiot";"Vapaarahoitteinen";1410;14.59
"2021";"Lappeenranta 1";"Kolmiot+";"Vapaarahoitteinen";379;12.01
"2021";"Lappeenranta 2";"Yksiöt";"Vapaarahoitteinen";1289;14.92
"2021";"Lappeenranta 2";"Kaksiot";"Vapaarahoitteinen";1366;11.62
"2021";"Lappeenranta 2";"Kolmiot+";"Vapaarahoitteinen";400;10.63
"2021";"Etelä-Savo";"Yksiöt";"Vapaarahoitteinen";3474;13.95
"2021";"Etelä-Savo";"Kaksiot";"Vapaarahoitteinen";2908;10.75
"2021";"Etelä-Savo";"Kolmiot+";"Vapaarahoitteinen";708;9.42
"2021";"Mikkeli";"Yksiöt";"Vapaarahoitteinen";1801;16.12
"2021";"Mikkeli";"Kaksiot";"Vapaarahoitteinen";1338;11.95
"2021";"Mikkeli";"Kolmiot+";"Vapaarahoitteinen";292;10.36
"2021";"Pohjois-Savo";"Yksiöt";"Vapaarahoitteinen";9305;16.04
