"Vuosi";"Alue";"Huoneluku";"Rahoitusmuoto";"Lukumäärä";"Neliövuokra (eur/m2)"
"2017";"Mikkeli";"Kolmiot+";"Vapaarahoitteinen";260;10.32
"2017";"Pohjois-Savo";"Yksiöt";"Vapaarahoitteinen";7294;15.45
"2017";"Pohjois-Savo";"Kaksiot";"Vapaarahoitteinen";7238;12.11
"2017";"Pohjois-Savo";"Kolmiot+";"Vapaarahoitteinen";2295;10.94
"2017";"Kuopio";"Yksiöt";"Vapaarahoitteinen";5413;16.79
"2017";"Kuopio";"Kaksiot";"Vapaarahoitteinen";5412;13.04
"2017";"Kuopio";"Kolmiot+";"Vapaarahoitteinen";1707;11.64
"2017";"Kuopio 1";"Yksiöt";"Vapaarahoitteinen";2748;18.06
"2017";"Kuopio 1";"Kaksiot";"Vapaarahoitteinen";1838;13.68
"2017";"Kuopio 1";"Kolmiot+";"Vapaarahoitteinen";582;11.85
"2017";"Kuopio 2";"Yksiöt";"Vapaarahoitteinen";2665;15.47
"2017";"Kuopio 2";"Kaksiot";"Vapaarahoitteinen";3574;12.47
"2017";"Kuopio 2";"Kolmiot+";"Vapaarahoitteinen";1125;11.48
"2017";"Pohjois-Karjala";"Yksiöt";"Vapaarahoitteinen";4440;14.66
"2017";"Pohjois-Karjala";"Kaksiot";"Vapaarahoitteinen";3171;10.71
"2017";"Pohjois-Karjala";"Kolmiot+";"Vapaarahoitteinen";762;9.40
"2017";"Joensuu";"Yksiöt";"Vapaarahoitteinen";3696;15.91
"2017";"Joensuu";"Kaksiot";"Vapaarahoitteinen";2403;11.37
"2017";"Joensuu";"Kolmiot+";"Vapaarahoitteinen";529;9.86
"2017";"Joensuu 1";"Yksiöt";"Vapaarahoitteinen";2869;16.54
"2017";"Joensuu 1";"Kaksiot";"Vapaarahoitteinen";1494;11.61
"2017";"Joensuu 1";"Kolmiot+";"Vapaarahoitteinen";254;9.79
"2017";"Joensuu 2";"Yksiöt";"Vapaarahoitteinen";827;14.24
"2017";"Joensuu 2";"Kaksiot";"Vapaarahoitteinen";909;11.01
"2017";"Joensuu 2";"Kolmiot+";"Vapaarahoitteinen";275;9.95
"2017";"Keski-Suomi";"Yksiöt";"Vapaarahoitteinen";8268;15.49
"2017";"Keski-Suomi";"Kaksiot";"Vapaarahoitteinen";9703;11.86
"2017";"Keski-Suomi";"Kolmiot+";"Vapaarahoitteinen";3230;10.76
"2017";"Jyväskylä";"Yksiöt";"Vapaarahoitteinen";6945;16.63
"2017";"Jyväskylä";"Kaksiot";"Vapaarahoitteinen";8317;12.57
"2017";"Jyväskylä";"Kolmiot+";"Vapaarahoitteinen";2846;11.33
"2017";"Jyväskylä 1";"Yksiöt";"Vapaarahoitteinen";4341;17.57
"2017";"Jyväskylä 1";"Kaksiot";"Vapaarahoitteinen";4744;13.07
"2017";"Jyväskylä 1";"Kolmiot+";"Vapaarahoitteinen";1432;11.91
"2017";"Jyväskylä 2";"Yksiöt";"Vapaarahoitteinen";2604;15.03
"2017";"Jyväskylä 2";"Kaksiot";"Vapaarahoitteinen";3573;11.95
"2017";"Jyväskylä 2";"Kolmiot+";"Vapaarahoitteinen";1414;10.94
"2017";"Etelä-Pohjanmaa";"Yksiöt";"Vapaarahoitteinen";2116;12.71
"2017";"Etelä-Pohjanmaa";"Kaksiot";"Vapaarahoitteinen";3061;10.26
"2017";"Etelä-Pohjanmaa";"Kolmiot+";"Vapaarahoitteinen";1146;9.54
"2017";"Seinäjoki";"Yksiöt";"Vapaarahoitteinen";1581;14.27
"2017";"Seinäjoki";"Kaksiot";"Vapaarahoitteinen";1853;10.91
"2017";"Seinäjoki";"Kolmiot+";"Vapaarahoitteinen";698;10.11
"2017";"Pohjanmaa";"Yksiöt";"Vapaarahoitteinen";2684;14.52
"2017";"Pohjanmaa";"Kaksiot";"Vapaarahoitteinen";2212;10.37
"2017";"Pohjanmaa";"Kolmiot+";"Vapaarahoitteinen";858;9.29
"2017";"Vaasa";"Yksiöt";"Vapaarahoitteinen";2180;15.11
"2017";"Vaasa";"Kaksiot";"Vapaarahoitteinen";1561;10.83
"2017";"Vaasa";"Kolmiot+";"Vapaarahoitteinen";482;9.52
"2017";"Vaasa 1";"Yksiöt";"Vapaarahoitteinen";1725;15.58
"2017";"Vaasa 1";"Kaksiot";"Vapaarahoitteinen";1234;11.03
"2017";"Vaasa 1";"Kolmiot+";"Vapaarahoitteinen";333;9.50
"2017";"Vaasa 2";"Yksiöt";"Vapaarahoitteinen";455;12.88
"2017";"Vaasa 2";"Kaksiot";"Vapaarahoitteinen";327;10.05
"2017";"Vaasa 2";"Kolmiot+";"Vapaarahoitteinen";149;9.64
"2017";"Keski-Pohjanmaa";"Yksiöt";"Vapaarahoitteinen";567;13.72
"2017";"Keski-Pohjanmaa";"Kaksiot";"Vapaarahoitteinen";658;10.34
"2017";"Keski-Pohjanmaa";"Kolmiot+";"Vapaarahoitteinen";212;9.47
"2017";"Kokkola";"Yksiöt";"Vapaarahoitteinen";502;14.73
"2017";"Kokkola";"Kaksiot";"Vapaarahoitteinen";536;10.76
"2017";"Kokkola";"Kolmiot+";"Vapaarahoitteinen";169;9.61
"2017";"Pohjois-Pohjanmaa";"Yksiöt";"Vapaarahoitteinen";11431;14.65
"2017";"Pohjois-Pohjanmaa";"Kaksiot";"Vapaarahoitteinen";10902;11.31
"2017";"Pohjois-Pohjanmaa";"Kolmiot+";"Vapaarahoitteinen";4227;10.42
"2017";"Oulu";"Yksiöt";"Vapaarahoitteinen";10096;15.22
"2017";"Oulu";"Kaksiot";"Vapaarahoitteinen";9208;11.67
"2017";"Oulu";"Kolmiot+";"Vapaarahoitteinen";3287;10.71
"2017";"Oulu 1";"Yksiöt";"Vapaarahoitteinen";4528;16.12
"2017";"Oulu 1";"Kaksiot";"Vapaarahoitteinen";4379;12.54
"2017";"Oulu 1";"Kolmiot+";"Vapaarahoitteinen";1136;11.66
"2017";"Oulu 2";"Yksiöt";"Vapaarahoitteinen";5568;14.31
"2017";"Oulu 2";"Kaksiot";"Vapaarahoitteinen";4829;10.82
"2017";"Oulu 2";"Kolmiot+";"Vapaarahoitteinen";2151;10.08
"2017";"Kainuu";"Yksiöt";"Vapaarahoitteinen";1446;13.85
"2017";"Kainuu";"Kaksiot";"Vapaarahoitteinen";1093;10.62
"2017";"Kainuu";"Kolmiot+";"Vapaarahoitteinen";436;9.68
"2017";"Kajaani";"Yksiöt";"Vapaarahoitteinen";1190;14.34
"2017";"Kajaani";"Kaksiot";"Vapaarahoitteinen";807;10.91
"2017";"Kajaani";"Kolmiot+";"Vapaarahoitteinen";311;9.87
"2017";"Lappi";"Yksiöt";"Vapaarahoitteinen";3559;14.52
"2017";"Lappi";"Kaksiot";"Vapaarahoitteinen";3688;10.87
"2017";"Lappi";"Kolmiot+";"Vapaarahoitteinen";1490;9.56
"2017";"Rovaniemi";"Yksiöt";"Vapaarahoitteinen";2343;15.54
"2017";"Rovaniemi";"Kaksiot";"Vapaarahoitteinen";2072;11.85
"2017";"Rovaniemi";"Kolmiot+";"Vapaarahoitteinen";853;10.59
"2018";"Koko maa";"Yksiöt";"Vapaarahoitteinen";180315;18.02
"2018";"Koko maa";"Kaksiot";"Vapaarahoitteinen";189289;13.75
"2018";"Koko maa";"Kolmiot+";"Vapaarahoitteinen";77822;12.52
"2018";"Pääkaupunkiseutu (PKS)";"Yksiöt";"Vapaarahoitteinen";53963;23.72
"2018";"Pääkaupunkiseutu (PKS)";"Kaksiot";"Vapaarahoitteinen";62594;17.93
"2018";"Pääkaupunkiseutu (PKS)";"Kolmiot+";"Vapaarahoitteinen";34204;16.01
"2018";"Muu Suomi (koko maa pl. PKS)";"Yksiöt";"Vapaarahoitteinen";126352;15.51
"2018";"Muu Suomi (koko maa pl. PKS)";"Kaksiot";"Vapaarahoitteinen";126695;12.08
"2018";"Muu Suomi (koko maa pl. PKS)";"Kolmiot+";"Vapaarahoitteinen";43618;10.77
"2018";"Uusimaa";"Yksiöt";"Vapaarahoitteinen";62373;22.74
"2018";"Uusimaa";"Kaksiot";"Vapaarahoitteinen";74035;17.08
"2018";"Uusimaa";"Kolmiot+";"Vapaarahoitteinen";39166;15.31
"2018";"Helsinki";"Yksiöt";"Vapaarahoitteinen";37988;24.76
"2018";"Helsinki";"Kaksiot";"Vapaarahoitteinen";32358;18.83
"2018";"Helsinki";"Kolmiot+";"Vapaarahoitteinen";16460;16.82
"2018";"Helsinki 1";"Yksiöt";"Vapaarahoitteinen";6138;26.64
"2018";"Helsinki 1";"Kaksiot";"Vapaarahoitteinen";3337;20.91
"2018";"Helsinki 1";"Kolmiot+";"Vapaarahoitteinen";1185;18.19
"2018";"Helsinki 2";"Yksiöt";"Vapaarahoitteinen";18624;25.02
"2018";"Helsinki 2";"Kaksiot";"Vapaarahoitteinen";11983;19.47
"2018";"Helsinki 2";"Kolmiot+";"Vapaarahoitteinen";4050;17.47
"2018";"Helsinki 3";"Yksiöt";"Vapaarahoitteinen";4360;24.21
"2018";"Helsinki 3";"Kaksiot";"Vapaarahoitteinen";4592;17.79
"2018";"Helsinki 3";"Kolmiot+";"Vapaarahoitteinen";2524;16.00
"2018";"Helsinki 4";"Yksiöt";"Vapaarahoitteinen";8866;22.05
"2018";"Helsinki 4";"Kaksiot";"Vapaarahoitteinen";12446;16.97
"2018";"Helsinki 4";"Kolmiot+";"Vapaarahoitteinen";8701;15.74
"2018";"Espoo-Kauniainen";"Yksiöt";"Vapaarahoitteinen";7950;21.13
"2018";"Espoo-Kauniainen";"Kaksiot";"Vapaarahoitteinen";13590;16.74
"2018";"Espoo-Kauniainen";"Kolmiot+";"Vapaarahoitteinen";8173;15.00
"2018";"Espoo-Kauniainen 1";"Yksiöt";"Vapaarahoitteinen";2196;22.63
"2018";"Espoo-Kauniainen 1";"Kaksiot";"Vapaarahoitteinen";2772;17.13
"2018";"Espoo-Kauniainen 1";"Kolmiot+";"Vapaarahoitteinen";1439;15.89
"2018";"Espoo-Kauniainen 2";"Yksiöt";"Vapaarahoitteinen";2287;21.11
"2018";"Espoo-Kauniainen 2";"Kaksiot";"Vapaarahoitteinen";4653;17.25
"2018";"Espoo-Kauniainen 2";"Kolmiot+";"Vapaarahoitteinen";2878;15.34
"2018";"Espoo-Kauniainen 3";"Yksiöt";"Vapaarahoitteinen";3467;20.18
"2018";"Espoo-Kauniainen 3";"Kaksiot";"Vapaarahoitteinen";6165;15.90
"2018";"Espoo-Kauniainen 3";"Kolmiot+";"Vapaarahoitteinen";3856;14.23
"2018";"Vantaa";"Yksiöt";"Vapaarahoitteinen";8025;20.75
"2018";"Vantaa";"Kaksiot";"Vapaarahoitteinen";16646;16.36
"2018";"Vantaa";"Kolmiot+";"Vapaarahoitteinen";9571;14.88
"2018";"Vantaa 1";"Yksiöt";"Vapaarahoitteinen";1868;21.76
"2018";"Vantaa 1";"Kaksiot";"Vapaarahoitteinen";5601;17.52
"2018";"Vantaa 1";"Kolmiot+";"Vapaarahoitteinen";3041;15.79
"2018";"Vantaa 2";"Yksiöt";"Vapaarahoitteinen";6157;20.19
"2018";"Vantaa 2";"Kaksiot";"Vapaarahoitteinen";11045;15.61
"2018";"Vantaa 2";"Kolmiot+";"Vapaarahoitteinen";6530;14.30
"2018";"Kehyskunnat";"Yksiöt";"Vapaarahoitteinen";6866;17.53
"2018";"Kehyskunnat";"Kaksiot";"Vapaarahoitteinen";9454;13.84
"2018";"Kehyskunnat";"Kolmiot+";"Vapaarahoitteinen";4112;12.65
"2018";"Porvoo";"Yksiöt";"Vapaarahoitteinen";1059;17.38
"2018";"Porvoo";"Kaksiot";"Vapaarahoitteinen";1021;13.02
"2018";"Porvoo";"Kolmiot+";"Vapaarahoitteinen";363;11.91
"2018";"Hyvinkää";"Yksiöt";"Vapaarahoitteinen";1247;18.10
"2018";"Hyvinkää";"Kaksiot";"Vapaarahoitteinen";1136;14.24
"2018";"Hyvinkää";"Kolmiot+";"Vapaarahoitteinen";304;13.32
"2018";"Järvenpää";"Yksiöt";"Vapaarahoitteinen";1304;18.90
"2018";"Järvenpää";"Kaksiot";"Vapaarahoitteinen";1958;14.54
"2018";"Järvenpää";"Kolmiot+";"Vapaarahoitteinen";825;13.03
"2018";"Kerava";"Yksiöt";"Vapaarahoitteinen";1185;18.54
"2018";"Kerava";"Kaksiot";"Vapaarahoitteinen";2455;14.54
"2018";"Kerava";"Kolmiot+";"Vapaarahoitteinen";1223;12.96
"2018";"Varsinais-Suomi";"Yksiöt";"Vapaarahoitteinen";17601;15.60
"2018";"Varsinais-Suomi";"Kaksiot";"Vapaarahoitteinen";15290;12.15
"2018";"Varsinais-Suomi";"Kolmiot+";"Vapaarahoitteinen";5225;10.62
"2018";"Turku";"Yksiöt";"Vapaarahoitteinen";14853;16.37
"2018";"Turku";"Kaksiot";"Vapaarahoitteinen";12792;12.83
"2018";"Turku";"Kolmiot+";"Vapaarahoitteinen";4138;11.01
"2018";"Turku 1";"Yksiöt";"Vapaarahoitteinen";8977;16.93
"2018";"Turku 1";"Kaksiot";"Vapaarahoitteinen";6809;13.59
"2018";"Turku 1";"Kolmiot+";"Vapaarahoitteinen";1612;11.61
"2018";"Turku 2";"Yksiöt";"Vapaarahoitteinen";2502;16.83
"2018";"Turku 2";"Kaksiot";"Vapaarahoitteinen";1820;12.99
"2018";"Turku 2";"Kolmiot+";"Vapaarahoitteinen";465;10.62
"2018";"Turku 3";"Yksiöt";"Vapaarahoitteinen";3374;15.01
"2018";"Turku 3";"Kaksiot";"Vapaarahoitteinen";4163;11.42
"2018";"Turku 3";"Kolmiot+";"Vapaarahoitteinen";2061;10.51
"2018";"Satakunta";"Yksiöt";"Vapaarahoitteinen";4733;13.01
"2018";"Satakunta";"Kaksiot";"Vapaarahoitteinen";4905;9.93
"2018";"Satakunta";"Kolmiot+";"Vapaarahoitteinen";1530;8.97
"2018";"Pori";"Yksiöt";"Vapaarahoitteinen";3101;13.63
"2018";"Pori";"Kaksiot";"Vapaarahoitteinen";3156;10.38
"2018";"Pori";"Kolmiot+";"Vapaarahoitteinen";837;9.45
"2018";"Pori 1";"Yksiöt";"Vapaarahoitteinen";2047;14.45
"2018";"Pori 1";"Kaksiot";"Vapaarahoitteinen";1671;11.39
"2018";"Pori 1";"Kolmiot+";"Vapaarahoitteinen";406;10.04
"2018";"Pori 2";"Yksiöt";"Vapaarahoitteinen";1054;11.93
"2018";"Pori 2";"Kaksiot";"Vapaarahoitteinen";1485;9.24
"2018";"Pori 2";"Kolmiot+";"Vapaarahoitteinen";431;8.70
"2018";"Rauma";"Yksiöt";"Vapaarahoitteinen";833;13.29
"2018";"Rauma";"Kaksiot";"Vapaarahoitteinen";747;10.26
"2018";"Rauma";"Kolmiot+";"Vapaarahoitteinen";280;9.22
"2018";"Kanta-Häme";"Yksiöt";"Vapaarahoitteinen";4237;16.35
"2018";"Kanta-Häme";"Kaksiot";"Vapaarahoitteinen";4638;12.27
"2018";"Kanta-Häme";"Kolmiot+";"Vapaarahoitteinen";1591;11.18
"2018";"Hämeenlinna";"Yksiöt";"Vapaarahoitteinen";1967;18.12
"2018";"Hämeenlinna";"Kaksiot";"Vapaarahoitteinen";2523;13.32
"2018";"Hämeenlinna";"Kolmiot+";"Vapaarahoitteinen";855;11.71
"2018";"Hämeenlinna 1";"Yksiöt";"Vapaarahoitteinen";1343;18.98
"2018";"Hämeenlinna 1";"Kaksiot";"Vapaarahoitteinen";1349;13.98
"2018";"Hämeenlinna 1";"Kolmiot+";"Vapaarahoitteinen";384;12.16
"2018";"Hämeenlinna 2";"Yksiöt";"Vapaarahoitteinen";624;14.99
"2018";"Hämeenlinna 2";"Kaksiot";"Vapaarahoitteinen";1174;12.27
"2018";"Hämeenlinna 2";"Kolmiot+";"Vapaarahoitteinen";471;11.20
"2018";"Riihimäki";"Yksiöt";"Vapaarahoitteinen";1168;14.92
"2018";"Riihimäki";"Kaksiot";"Vapaarahoitteinen";1112;11.81
"2018";"Riihimäki";"Kolmiot+";"Vapaarahoitteinen";365;11.04
"2018";"Pirkanmaa";"Yksiöt";"Vapaarahoitteinen";24157;16.87
"2018";"Pirkanmaa";"Kaksiot";"Vapaarahoitteinen";21442;12.89
"2018";"Pirkanmaa";"Kolmiot+";"Vapaarahoitteinen";7442;11.51
"2018";"Tampere";"Yksiöt";"Vapaarahoitteinen";20627;17.68
"2018";"Tampere";"Kaksiot";"Vapaarahoitteinen";18017;13.59
"2018";"Tampere";"Kolmiot+";"Vapaarahoitteinen";5839;12.18
"2018";"Tampere 1";"Yksiöt";"Vapaarahoitteinen";10465;18.10
"2018";"Tampere 1";"Kaksiot";"Vapaarahoitteinen";5714;14.24
"2018";"Tampere 1";"Kolmiot+";"Vapaarahoitteinen";1393;12.96
"2018";"Tampere 2";"Yksiöt";"Vapaarahoitteinen";2788;17.53
"2018";"Tampere 2";"Kaksiot";"Vapaarahoitteinen";4682;13.84
"2018";"Tampere 2";"Kolmiot+";"Vapaarahoitteinen";1461;12.23
"2018";"Tampere 3";"Yksiöt";"Vapaarahoitteinen";7374;16.94
"2018";"Tampere 3";"Kaksiot";"Vapaarahoitteinen";7621;12.54
"2018";"Tampere 3";"Kolmiot+";"Vapaarahoitteinen";2985;11.52
"2018";"Päijät-Häme";"Yksiöt";"Vapaarahoitteinen";7939;15.12
"2018";"Päijät-Häme";"Kaksiot";"Vapaarahoitteinen";9174;12.07
"2018";"Päijät-Häme";"Kolmiot+";"Vapaarahoitteinen";2876;10.70
"2018";"Lahti";"Yksiöt";"Vapaarahoitteinen";6498;16.01
"2018";"Lahti";"Kaksiot";"Vapaarahoitteinen";7765;12.68
"2018";"Lahti";"Kolmiot+";"Vapaarahoitteinen";2413;11.14
"2018";"Lahti 1";"Yksiöt";"Vapaarahoitteinen";3117;16.69
"2018";"Lahti 1";"Kaksiot";"Vapaarahoitteinen";2651;13.77
"2018";"Lahti 1";"Kolmiot+";"Vapaarahoitteinen";1040;11.88
"2018";"Lahti 2";"Yksiöt";"Vapaarahoitteinen";3381;15.18
"2018";"Lahti 2";"Kaksiot";"Vapaarahoitteinen";5114;11.76
"2018";"Lahti 2";"Kolmiot+";"Vapaarahoitteinen";1373;10.44
"2018";"Kymenlaakso";"Yksiöt";"Vapaarahoitteinen";4826;13.06
"2018";"Kymenlaakso";"Kaksiot";"Vapaarahoitteinen";4163;10.42
"2018";"Kymenlaakso";"Kolmiot+";"Vapaarahoitteinen";1486;9.38
"2018";"Kotka";"Yksiöt";"Vapaarahoitteinen";2126;13.70
"2018";"Kotka";"Kaksiot";"Vapaarahoitteinen";1631;10.76
"2018";"Kotka";"Kolmiot+";"Vapaarahoitteinen";532;9.69
"2018";"Kotka 1";"Yksiöt";"Vapaarahoitteinen";995;14.92
"2018";"Kotka 1";"Kaksiot";"Vapaarahoitteinen";776;11.74
"2018";"Kotka 1";"Kolmiot+";"Vapaarahoitteinen";133;10.31
"2018";"Kotka 2";"Yksiöt";"Vapaarahoitteinen";1131;12.48
"2018";"Kotka 2";"Kaksiot";"Vapaarahoitteinen";855;9.74
"2018";"Kotka 2";"Kolmiot+";"Vapaarahoitteinen";399;9.45
"2018";"Kouvola";"Yksiöt";"Vapaarahoitteinen";2367;12.70
"2018";"Kouvola";"Kaksiot";"Vapaarahoitteinen";2144;10.23
"2018";"Kouvola";"Kolmiot+";"Vapaarahoitteinen";753;9.25
"2018";"Etelä-Karjala";"Yksiöt";"Vapaarahoitteinen";2942;15.01
"2018";"Etelä-Karjala";"Kaksiot";"Vapaarahoitteinen";2603;12.00
"2018";"Etelä-Karjala";"Kolmiot+";"Vapaarahoitteinen";861;10.74
"2018";"Lappeenranta";"Yksiöt";"Vapaarahoitteinen";2145;15.86
"2018";"Lappeenranta";"Kaksiot";"Vapaarahoitteinen";2006;12.65
"2018";"Lappeenranta";"Kolmiot+";"Vapaarahoitteinen";662;11.24
"2018";"Lappeenranta 1";"Yksiöt";"Vapaarahoitteinen";1072;17.05
"2018";"Lappeenranta 1";"Kaksiot";"Vapaarahoitteinen";953;14.05
"2018";"Lappeenranta 1";"Kolmiot+";"Vapaarahoitteinen";274;12.24
"2018";"Lappeenranta 2";"Yksiöt";"Vapaarahoitteinen";1073;13.99
"2018";"Lappeenranta 2";"Kaksiot";"Vapaarahoitteinen";1053;11.28
"2018";"Lappeenranta 2";"Kolmiot+";"Vapaarahoitteinen";388;10.49
"2018";"Etelä-Savo";"Yksiöt";"Vapaarahoitteinen";3400;13.89
"2018";"Etelä-Savo";"Kaksiot";"Vapaarahoitteinen";2819;10.71
"2018";"Etelä-Savo";"Kolmiot+";"Vapaarahoitteinen";733;9.61
"2018";"Mikkeli";"Yksiöt";"Vapaarahoitteinen";1623;15.73
"2018";"Mikkeli";"Kaksiot";"Vapaarahoitteinen";1176;11.76
"2018";"Mikkeli";"Kolmiot+";"Vapaarahoitteinen";321;10.42
"2018";"Pohjois-Savo";"Yksiöt";"Vapaarahoitteinen";8095;15.57
"2018";"Pohjois-Savo";"Kaksiot";"Vapaarahoitteinen";8670;12.56
"2018";"Pohjois-Savo";"Kolmiot+";"Vapaarahoitteinen";2479;11.23
"2018";"Kuopio";"Yksiöt";"Vapaarahoitteinen";6181;17.11
"2018";"Kuopio";"Kaksiot";"Vapaarahoitteinen";6567;13.61
"2018";"Kuopio";"Kolmiot+";"Vapaarahoitteinen";1855;11.90
"2018";"Kuopio 1";"Yksiöt";"Vapaarahoitteinen";3356;18.25
"2018";"Kuopio 1";"Kaksiot";"Vapaarahoitteinen";2511;14.53
"2018";"Kuopio 1";"Kolmiot+";"Vapaarahoitteinen";735;12.38
"2018";"Kuopio 2";"Yksiöt";"Vapaarahoitteinen";2825;15.80
"2018";"Kuopio 2";"Kaksiot";"Vapaarahoitteinen";4056;12.74
"2018";"Kuopio 2";"Kolmiot+";"Vapaarahoitteinen";1120;11.46
"2018";"Pohjois-Karjala";"Yksiöt";"Vapaarahoitteinen";5126;14.91
"2018";"Pohjois-Karjala";"Kaksiot";"Vapaarahoitteinen";3798;11.69
"2018";"Pohjois-Karjala";"Kolmiot+";"Vapaarahoitteinen";821;9.81
"2018";"Joensuu";"Yksiöt";"Vapaarahoitteinen";4345;16.02
"2018";"Joensuu";"Kaksiot";"Vapaarahoitteinen";2954;12.63
"2018";"Joensuu";"Kolmiot+";"Vapaarahoitteinen";575;10.40
"2018";"Joensuu 1";"Yksiöt";"Vapaarahoitteinen";3345;16.73
"2018";"Joensuu 1";"Kaksiot";"Vapaarahoitteinen";1874;13.22
"2018";"Joensuu 1";"Kolmiot+";"Vapaarahoitteinen";235;10.70
"2018";"Joensuu 2";"Yksiöt";"Vapaarahoitteinen";1000;14.42
"2018";"Joensuu 2";"Kaksiot";"Vapaarahoitteinen";1080;11.58
"2018";"Joensuu 2";"Kolmiot+";"Vapaarahoitteinen";340;10.12
"2018";"Keski-Suomi";"Yksiöt";"Vapaarahoitteinen";9551;15.85
"2018";"Keski-Suomi";"Kaksiot";"Vapaarahoitteinen";11406;12.47
"2018";"Keski-Suomi";"Kolmiot+";"Vapaarahoitteinen";3723;10.97
"2018";"Jyväskylä";"Yksiöt";"Vapaarahoitteinen";8143;16.92
"2018";"Jyväskylä";"Kaksiot";"Vapaarahoitteinen";9954;13.25
"2018";"Jyväskylä";"Kolmiot+";"Vapaarahoitteinen";3289;11.57
"2018";"Jyväskylä 1";"Yksiöt";"Vapaarahoitteinen";5102;17.72
"2018";"Jyväskylä 1";"Kaksiot";"Vapaarahoitteinen";5560;14.03
"2018";"Jyväskylä 1";"Kolmiot+";"Vapaarahoitteinen";1609;12.14
"2018";"Jyväskylä 2";"Yksiöt";"Vapaarahoitteinen";3041;15.55
"2018";"Jyväskylä 2";"Kaksiot";"Vapaarahoitteinen";4394;12.14
"2018";"Jyväskylä 2";"Kolmiot+";"Vapaarahoitteinen";1680;11.10
"2018";"Etelä-Pohjanmaa";"Yksiöt";"Vapaarahoitteinen";2306;12.95
"2018";"Etelä-Pohjanmaa";"Kaksiot";"Vapaarahoitteinen";3611;10.66
"2018";"Etelä-Pohjanmaa";"Kolmiot+";"Vapaarahoitteinen";1317;9.74
"2018";"Seinäjoki";"Yksiöt";"Vapaarahoitteinen";1734;14.48
"2018";"Seinäjoki";"Kaksiot";"Vapaarahoitteinen";2261;11.39
"2018";"Seinäjoki";"Kolmiot+";"Vapaarahoitteinen";831;10.35
"2018";"Pohjanmaa";"Yksiöt";"Vapaarahoitteinen";3397;14.80
"2018";"Pohjanmaa";"Kaksiot";"Vapaarahoitteinen";2965;11.13
"2018";"Pohjanmaa";"Kolmiot+";"Vapaarahoitteinen";1016;9.58
"2018";"Vaasa";"Yksiöt";"Vapaarahoitteinen";2876;15.43
"2018";"Vaasa";"Kaksiot";"Vapaarahoitteinen";2230;11.79
"2018";"Vaasa";"Kolmiot+";"Vapaarahoitteinen";618;9.87
"2018";"Vaasa 1";"Yksiöt";"Vapaarahoitteinen";2391;15.81
"2018";"Vaasa 1";"Kaksiot";"Vapaarahoitteinen";1835;12.12
"2018";"Vaasa 1";"Kolmiot+";"Vapaarahoitteinen";389;10.02
"2018";"Vaasa 2";"Yksiöt";"Vapaarahoitteinen";485;13.09
"2018";"Vaasa 2";"Kaksiot";"Vapaarahoitteinen";395;10.29
"2018";"Vaasa 2";"Kolmiot+";"Vapaarahoitteinen";229;9.56
"2018";"Keski-Pohjanmaa";"Yksiöt";"Vapaarahoitteinen";592;14.15
"2018";"Keski-Pohjanmaa";"Kaksiot";"Vapaarahoitteinen";717;10.72
"2018";"Keski-Pohjanmaa";"Kolmiot+";"Vapaarahoitteinen";243;9.51
"2018";"Kokkola";"Yksiöt";"Vapaarahoitteinen";519;14.89
"2018";"Kokkola";"Kaksiot";"Vapaarahoitteinen";587;11.21
"2018";"Kokkola";"Kolmiot+";"Vapaarahoitteinen";212;9.60
"2018";"Pohjois-Pohjanmaa";"Yksiöt";"Vapaarahoitteinen";13077;14.91
"2018";"Pohjois-Pohjanmaa";"Kaksiot";"Vapaarahoitteinen";13016;11.70
"2018";"Pohjois-Pohjanmaa";"Kolmiot+";"Vapaarahoitteinen";4918;10.51
"2018";"Oulu";"Yksiöt";"Vapaarahoitteinen";11572;15.49
"2018";"Oulu";"Kaksiot";"Vapaarahoitteinen";11059;12.12
"2018";"Oulu";"Kolmiot+";"Vapaarahoitteinen";3856;10.85
"2018";"Oulu 1";"Yksiöt";"Vapaarahoitteinen";5253;16.27
"2018";"Oulu 1";"Kaksiot";"Vapaarahoitteinen";5461;13.02
"2018";"Oulu 1";"Kolmiot+";"Vapaarahoitteinen";1464;11.89
"2018";"Oulu 2";"Yksiöt";"Vapaarahoitteinen";6319;14.82
"2018";"Oulu 2";"Kaksiot";"Vapaarahoitteinen";5598;11.32
"2018";"Oulu 2";"Kolmiot+";"Vapaarahoitteinen";2392;10.22
"2018";"Kainuu";"Yksiöt";"Vapaarahoitteinen";1707;13.96
"2018";"Kainuu";"Kaksiot";"Vapaarahoitteinen";1436;10.99
"2018";"Kainuu";"Kolmiot+";"Vapaarahoitteinen";592;9.87
"2018";"Kajaani";"Yksiöt";"Vapaarahoitteinen";1437;14.67
"2018";"Kajaani";"Kaksiot";"Vapaarahoitteinen";1157;11.47
"2018";"Kajaani";"Kolmiot+";"Vapaarahoitteinen";461;10.12
"2018";"Lappi";"Yksiöt";"Vapaarahoitteinen";4256;14.81
"2018";"Lappi";"Kaksiot";"Vapaarahoitteinen";4601;11.46
"2018";"Lappi";"Kolmiot+";"Vapaarahoitteinen";1803;9.95
"2018";"Rovaniemi";"Yksiöt";"Vapaarahoitteinen";2935;15.81
"2018";"Rovaniemi";"Kaksiot";"Vapaarahoitteinen";2860;12.49
"2018";"Rovaniemi";"Kolmiot+";"Vapaarahoitteinen";1051;10.80
