"Vuosi";"Alue";"Rahoitusmuoto";"Luokka";"Neliövuokra, euroa/m2/kk";"Lukumäärä"
"2013";"Kotka";"Vapaarahoitteinen";"3h+";8.83;296
"2013";"Kotka 1";"Vapaarahoitteinen";"1h";13.97;330
"2013";"Kotka 1";"Vapaarahoitteinen";"2h";11.08;280
"2013";"Kotka 1";"Vapaarahoitteinen";"3h+";9.01;101
"2013";"Kotka 2";"Vapaarahoitteinen";"1h";11.42;469
"2013";"Kotka 2";"Vapaarahoitteinen";"2h";9.16;461
"2013";"Kotka 2";"Vapaarahoitteinen";"3h+";8.70;195
"2013";"Kouvola";"Vapaarahoitteinen";"1h";11.57;964
"2013";"Kouvola";"Vapaarahoitteinen";"2h";9.71;949
"2013";"Kouvola";"Vapaarahoitteinen";"3h+";8.58;370
"2013";"Lahti";"Vapaarahoitteinen";"1h";14.31;1752
"2013";"Lahti";"Vapaarahoitteinen";"2h";11.45;1700
"2013";"Lahti";"Vapaarahoitteinen";"3h+";10.05;571
"2013";"Lahti 1";"Vapaarahoitteinen";"1h";15.01;759
"2013";"Lahti 1";"Vapaarahoitteinen";"2h";12.03;741
"2013";"Lahti 1";"Vapaarahoitteinen";"3h+";10.38;262
"2013";"Lahti 2";"Vapaarahoitteinen";"1h";13.49;993
"2013";"Lahti 2";"Vapaarahoitteinen";"2h";10.83;959
"2013";"Lahti 2";"Vapaarahoitteinen";"3h+";9.66;309
"2013";"Hämeenlinna";"Vapaarahoitteinen";"1h";13.87;624
"2013";"Hämeenlinna";"Vapaarahoitteinen";"2h";11.15;630
"2013";"Hämeenlinna";"Vapaarahoitteinen";"3h+";10.07;242
"2013";"Hämeenlinna 1";"Vapaarahoitteinen";"1h";14.70;390
"2013";"Hämeenlinna 1";"Vapaarahoitteinen";"2h";11.74;357
"2013";"Hämeenlinna 1";"Vapaarahoitteinen";"3h+";10.52;98
"2013";"Hämeenlinna 2";"Vapaarahoitteinen";"1h";12.28;234
"2013";"Hämeenlinna 2";"Vapaarahoitteinen";"2h";10.31;273
"2013";"Hämeenlinna 2";"Vapaarahoitteinen";"3h+";9.68;144
"2013";"Kuopio";"Vapaarahoitteinen";"1h";14.75;1425
"2013";"Kuopio";"Vapaarahoitteinen";"2h";11.64;1611
"2013";"Kuopio";"Vapaarahoitteinen";"3h+";10.28;510
"2013";"Kuopio 1";"Vapaarahoitteinen";"1h";16.31;784
"2013";"Kuopio 1";"Vapaarahoitteinen";"2h";12.42;711
"2013";"Kuopio 1";"Vapaarahoitteinen";"3h+";10.99;166
"2013";"Kuopio 2";"Vapaarahoitteinen";"1h";12.85;586
"2013";"Kuopio 2";"Vapaarahoitteinen";"2h";11.21;830
"2013";"Kuopio 2";"Vapaarahoitteinen";"3h+";10.05;317
"2013";"Kuopio 3";"Vapaarahoitteinen";"1h";10.03;55
"2013";"Kuopio 3";"Vapaarahoitteinen";"2h";9.17;70
"2013";"Kuopio 3";"Vapaarahoitteinen";"3h+";8.60;27
"2013";"Jyväskylä";"Vapaarahoitteinen";"1h";15.08;1835
"2013";"Jyväskylä";"Vapaarahoitteinen";"2h";11.63;2371
"2013";"Jyväskylä";"Vapaarahoitteinen";"3h+";10.39;748
"2013";"Jyväskylä 1";"Vapaarahoitteinen";"1h";15.94;1148
"2013";"Jyväskylä 1";"Vapaarahoitteinen";"2h";12.20;1520
"2013";"Jyväskylä 1";"Vapaarahoitteinen";"3h+";11.09;382
"2013";"Jyväskylä 2";"Vapaarahoitteinen";"1h";13.28;687
"2013";"Jyväskylä 2";"Vapaarahoitteinen";"2h";10.65;851
"2013";"Jyväskylä 2";"Vapaarahoitteinen";"3h+";9.59;366
"2013";"Vaasa";"Vapaarahoitteinen";"1h";13.61;773
"2013";"Vaasa";"Vapaarahoitteinen";"2h";10.60;868
"2013";"Vaasa";"Vapaarahoitteinen";"3h+";9.46;379
"2013";"Vaasa 1";"Vapaarahoitteinen";"1h";14.19;585
"2013";"Vaasa 1";"Vapaarahoitteinen";"2h";10.90;651
"2013";"Vaasa 1";"Vapaarahoitteinen";"3h+";9.53;242
"2013";"Vaasa 2";"Vapaarahoitteinen";"1h";11.60;188
"2013";"Vaasa 2";"Vapaarahoitteinen";"2h";9.74;217
"2013";"Vaasa 2";"Vapaarahoitteinen";"3h+";9.33;137
"2013";"Seinäjoki";"Vapaarahoitteinen";"1h";12.79;536
"2013";"Seinäjoki";"Vapaarahoitteinen";"2h";10.63;784
"2013";"Seinäjoki";"Vapaarahoitteinen";"3h+";9.17;310
"2013";"Kokkola";"Vapaarahoitteinen";"1h";12.29;253
"2013";"Kokkola";"Vapaarahoitteinen";"2h";10.18;394
"2013";"Kokkola";"Vapaarahoitteinen";"3h+";8.71;228
"2013";"Mikkeli";"Vapaarahoitteinen";"1h";13.26;566
"2013";"Mikkeli";"Vapaarahoitteinen";"2h";10.77;557
"2013";"Mikkeli";"Vapaarahoitteinen";"3h+";9.11;229
"2013";"Mikkeli 1";"Vapaarahoitteinen";"1h";13.61;419
"2013";"Mikkeli 1";"Vapaarahoitteinen";"2h";11.07;403
"2013";"Mikkeli 1";"Vapaarahoitteinen";"3h+";9.55;140
"2013";"Mikkeli 2";"Vapaarahoitteinen";"1h";11.97;147
"2013";"Mikkeli 2";"Vapaarahoitteinen";"2h";9.89;154
"2013";"Mikkeli 2";"Vapaarahoitteinen";"3h+";8.37;89
"2013";"Joensuu";"Vapaarahoitteinen";"1h";14.47;1159
"2013";"Joensuu";"Vapaarahoitteinen";"2h";10.84;1158
"2013";"Joensuu";"Vapaarahoitteinen";"3h+";9.82;392
"2013";"Joensuu 1";"Vapaarahoitteinen";"1h";15.11;844
"2013";"Joensuu 1";"Vapaarahoitteinen";"2h";11.12;691
"2013";"Joensuu 1";"Vapaarahoitteinen";"3h+";10.37;214
"2013";"Joensuu 2";"Vapaarahoitteinen";"1h";13.09;262
"2013";"Joensuu 2";"Vapaarahoitteinen";"2h";11.00;355
"2013";"Joensuu 2";"Vapaarahoitteinen";"3h+";9.71;142
"2013";"Joensuu 3";"Vapaarahoitteinen";"1h";10.04;53
"2013";"Joensuu 3";"Vapaarahoitteinen";"2h";8.58;112
"2013";"Joensuu 3";"Vapaarahoitteinen";"3h+";7.69;36
"2013";"Oulu";"Vapaarahoitteinen";"1h";13.70;2658
"2013";"Oulu";"Vapaarahoitteinen";"2h";10.90;3045
"2013";"Oulu";"Vapaarahoitteinen";"3h+";9.66;1150
"2013";"Oulu 1";"Vapaarahoitteinen";"1h";14.54;1171
"2013";"Oulu 1";"Vapaarahoitteinen";"2h";11.72;1253
"2013";"Oulu 1";"Vapaarahoitteinen";"3h+";10.52;350
"2013";"Oulu 2";"Vapaarahoitteinen";"1h";12.86;1487
"2013";"Oulu 2";"Vapaarahoitteinen";"2h";10.18;1792
"2013";"Oulu 2";"Vapaarahoitteinen";"3h+";9.14;800
"2013";"Kajaani";"Vapaarahoitteinen";"1h";13.07;422
"2013";"Kajaani";"Vapaarahoitteinen";"2h";10.72;393
"2013";"Kajaani";"Vapaarahoitteinen";"3h+";9.18;133
"2013";"Rovaniemi";"Vapaarahoitteinen";"1h";13.82;871
"2013";"Rovaniemi";"Vapaarahoitteinen";"2h";11.13;1045
"2013";"Rovaniemi";"Vapaarahoitteinen";"3h+";9.41;422
"2013";"Yli 100 000 asukasta";"Vapaarahoitteinen";"1h";16.12;28293
"2013";"Yli 100 000 asukasta";"Vapaarahoitteinen";"2h";12.68;24522
"2013";"Yli 100 000 asukasta";"Vapaarahoitteinen";"3h+";11.32;9197
"2013";"60 000 - 100 000 asukasta";"Vapaarahoitteinen";"1h";13.13;6460
"2013";"60 000 - 100 000 asukasta";"Vapaarahoitteinen";"2h";10.46;6698
"2013";"60 000 - 100 000 asukasta";"Vapaarahoitteinen";"3h+";9.24;2606
"2013";"20 000 - 59 999 asukasta";"Vapaarahoitteinen";"1h";12.32;10198
"2013";"20 000 - 59 999 asukasta";"Vapaarahoitteinen";"2h";10.13;10898
"2013";"20 000 - 59 999 asukasta";"Vapaarahoitteinen";"3h+";8.98;4706
"2013";"Alle 20 000 asukasta";"Vapaarahoitteinen";"1h";10.04;6974
"2013";"Alle 20 000 asukasta";"Vapaarahoitteinen";"2h";8.68;8589
"2013";"Alle 20 000 asukasta";"Vapaarahoitteinen";"3h+";7.80;4795
"2014";"Koko maa";"Vapaarahoitteinen";"1h";16.14;57725
"2014";"Koko maa";"Vapaarahoitteinen";"2h";12.20;57331
"2014";"Koko maa";"Vapaarahoitteinen";"3h+";10.77;23732
"2014";"Pääkaupunkiseutu (PKS)";"Vapaarahoitteinen";"1h";20.83;12792
"2014";"Pääkaupunkiseutu (PKS)";"Vapaarahoitteinen";"2h";15.95;10037
"2014";"Pääkaupunkiseutu (PKS)";"Vapaarahoitteinen";"3h+";13.93;4296
"2014";"Muu Suomi (koko maa - PKS)";"Vapaarahoitteinen";"1h";13.43;44933
"2014";"Muu Suomi (koko maa - PKS)";"Vapaarahoitteinen";"2h";10.62;47294
"2014";"Muu Suomi (koko maa - PKS)";"Vapaarahoitteinen";"3h+";9.22;19436
"2014";"Etelä-Suomi";"Vapaarahoitteinen";"1h";17.86;30078
"2014";"Etelä-Suomi";"Vapaarahoitteinen";"2h";13.51;26477
"2014";"Etelä-Suomi";"Vapaarahoitteinen";"3h+";11.93;11026
"2014";"Länsi-Suomi";"Vapaarahoitteinen";"1h";13.73;14617
"2014";"Länsi-Suomi";"Vapaarahoitteinen";"2h";10.72;15950
"2014";"Länsi-Suomi";"Vapaarahoitteinen";"3h+";9.25;6452
"2014";"Itä-Suomi";"Vapaarahoitteinen";"1h";12.84;6867
"2014";"Itä-Suomi";"Vapaarahoitteinen";"2h";10.27;7437
"2014";"Itä-Suomi";"Vapaarahoitteinen";"3h+";9.00;2953
"2014";"Pohjois-Suomi";"Vapaarahoitteinen";"1h";12.88;6163
"2014";"Pohjois-Suomi";"Vapaarahoitteinen";"2h";10.27;7467
"2014";"Pohjois-Suomi";"Vapaarahoitteinen";"3h+";8.94;3301
"2014";"Uudenmaan maakunta";"Vapaarahoitteinen";"1h";19.88;16248
"2014";"Uudenmaan maakunta";"Vapaarahoitteinen";"2h";15.10;13704
"2014";"Uudenmaan maakunta";"Vapaarahoitteinen";"3h+";13.14;6040
"2014";"Varsinais-Suomen maakunta";"Vapaarahoitteinen";"1h";13.98;6237
"2014";"Varsinais-Suomen maakunta";"Vapaarahoitteinen";"2h";10.64;5180
"2014";"Varsinais-Suomen maakunta";"Vapaarahoitteinen";"3h+";9.14;2104
"2014";"Satakunnan maakunta";"Vapaarahoitteinen";"1h";11.75;2551
"2014";"Satakunnan maakunta";"Vapaarahoitteinen";"2h";9.36;2930
"2014";"Satakunnan maakunta";"Vapaarahoitteinen";"3h+";8.19;1330
"2014";"Kanta-Hämeen maakunta";"Vapaarahoitteinen";"1h";12.72;1373
"2014";"Kanta-Hämeen maakunta";"Vapaarahoitteinen";"2h";10.56;1379
"2014";"Kanta-Hämeen maakunta";"Vapaarahoitteinen";"3h+";9.32;563
"2014";"Pirkanmaan maakunta";"Vapaarahoitteinen";"1h";14.74;6695
"2014";"Pirkanmaan maakunta";"Vapaarahoitteinen";"2h";11.65;6041
"2014";"Pirkanmaan maakunta";"Vapaarahoitteinen";"3h+";10.02;2438
"2014";"Päijät-Hämeen maakunta";"Vapaarahoitteinen";"1h";13.75;2754
"2014";"Päijät-Hämeen maakunta";"Vapaarahoitteinen";"2h";10.99;2707
"2014";"Päijät-Hämeen maakunta";"Vapaarahoitteinen";"3h+";9.57;998
"2014";"Kymenlaakson maakunta";"Vapaarahoitteinen";"1h";12.25;2161
"2014";"Kymenlaakson maakunta";"Vapaarahoitteinen";"2h";9.85;2231
"2014";"Kymenlaakson maakunta";"Vapaarahoitteinen";"3h+";8.60;842
"2014";"Etelä-Karjalan maakunta";"Vapaarahoitteinen";"1h";13.07;1305
"2014";"Etelä-Karjalan maakunta";"Vapaarahoitteinen";"2h";10.47;1276
"2014";"Etelä-Karjalan maakunta";"Vapaarahoitteinen";"3h+";8.84;479
"2014";"Etelä-Savon maakunta";"Vapaarahoitteinen";"1h";11.86;1449
"2014";"Etelä-Savon maakunta";"Vapaarahoitteinen";"2h";9.74;1468
"2014";"Etelä-Savon maakunta";"Vapaarahoitteinen";"3h+";8.69;664
"2014";"Pohjois-Savon maakunta";"Vapaarahoitteinen";"1h";13.26;2826
"2014";"Pohjois-Savon maakunta";"Vapaarahoitteinen";"2h";10.79;3191
"2014";"Pohjois-Savon maakunta";"Vapaarahoitteinen";"3h+";9.41;1088
"2014";"Pohjois-Karjalan maakunta";"Vapaarahoitteinen";"1h";13.17;1916
"2014";"Pohjois-Karjalan maakunta";"Vapaarahoitteinen";"2h";10.04;2016
"2014";"Pohjois-Karjalan maakunta";"Vapaarahoitteinen";"3h+";8.82;838
"2014";"Keski-Suomen maakunta";"Vapaarahoitteinen";"1h";13.94;3080
"2014";"Keski-Suomen maakunta";"Vapaarahoitteinen";"2h";10.79;3741
"2014";"Keski-Suomen maakunta";"Vapaarahoitteinen";"3h+";9.48;1234
"2014";"Etelä-Pohjanmaan maakunta";"Vapaarahoitteinen";"1h";11.50;1100
"2014";"Etelä-Pohjanmaan maakunta";"Vapaarahoitteinen";"2h";9.79;1753
"2014";"Etelä-Pohjanmaan maakunta";"Vapaarahoitteinen";"3h+";8.54;785
"2014";"Pohjanmaan maakunta";"Vapaarahoitteinen";"1h";12.91;1191
"2014";"Pohjanmaan maakunta";"Vapaarahoitteinen";"2h";9.93;1485
"2014";"Pohjanmaan maakunta";"Vapaarahoitteinen";"3h+";8.65;665
"2014";"Keski-Pohjanmaan maakunta";"Vapaarahoitteinen";"1h";11.76;342
"2014";"Keski-Pohjanmaan maakunta";"Vapaarahoitteinen";"2h";9.75;525
"2014";"Keski-Pohjanmaan maakunta";"Vapaarahoitteinen";"3h+";8.12;298
"2014";"Pohjois-Pohjanmaan maakunta";"Vapaarahoitteinen";"1h";13.07;4080
"2014";"Pohjois-Pohjanmaan maakunta";"Vapaarahoitteinen";"2h";10.47;4735
"2014";"Pohjois-Pohjanmaan maakunta";"Vapaarahoitteinen";"3h+";9.28;1992
"2014";"Kainuun maakunta";"Vapaarahoitteinen";"1h";12.41;676
"2014";"Kainuun maakunta";"Vapaarahoitteinen";"2h";9.83;762
"2014";"Kainuun maakunta";"Vapaarahoitteinen";"3h+";8.56;363
"2014";"Lapin maakunta";"Vapaarahoitteinen";"1h";12.71;1741
"2014";"Lapin maakunta";"Vapaarahoitteinen";"2h";9.98;2207
"2014";"Lapin maakunta";"Vapaarahoitteinen";"3h+";8.57;1011
"2014";"Helsinki";"Vapaarahoitteinen";"1h";21.55;9710
"2014";"Helsinki";"Vapaarahoitteinen";"2h";16.36;6623
"2014";"Helsinki";"Vapaarahoitteinen";"3h+";14.31;2540
"2014";"Helsinki 1";"Vapaarahoitteinen";"1h";23.34;1454
"2014";"Helsinki 1";"Vapaarahoitteinen";"2h";17.78;897
"2014";"Helsinki 1";"Vapaarahoitteinen";"3h+";15.78;333
"2014";"Helsinki 2";"Vapaarahoitteinen";"1h";22.24;4647
"2014";"Helsinki 2";"Vapaarahoitteinen";"2h";17.15;2682
"2014";"Helsinki 2";"Vapaarahoitteinen";"3h+";14.70;672
"2014";"Helsinki 3";"Vapaarahoitteinen";"1h";19.17;1049
"2014";"Helsinki 3";"Vapaarahoitteinen";"2h";14.90;929
"2014";"Helsinki 3";"Vapaarahoitteinen";"3h+";13.08;377
"2014";"Helsinki 4";"Vapaarahoitteinen";"1h";17.13;2560
"2014";"Helsinki 4";"Vapaarahoitteinen";"2h";14.37;2115
"2014";"Helsinki 4";"Vapaarahoitteinen";"3h+";12.89;1158
"2014";"Espoo-Kauniainen";"Vapaarahoitteinen";"1h";18.00;1432
"2014";"Espoo-Kauniainen";"Vapaarahoitteinen";"2h";15.49;1578
"2014";"Espoo-Kauniainen";"Vapaarahoitteinen";"3h+";13.37;785
"2014";"Espoo-Kauniainen 1";"Vapaarahoitteinen";"1h";19.74;249
"2014";"Espoo-Kauniainen 1";"Vapaarahoitteinen";"2h";16.18;247
"2014";"Espoo-Kauniainen 1";"Vapaarahoitteinen";"3h+";13.20;135
"2014";"Espoo-Kauniainen 2";"Vapaarahoitteinen";"1h";18.33;435
"2014";"Espoo-Kauniainen 2";"Vapaarahoitteinen";"2h";16.17;633
"2014";"Espoo-Kauniainen 2";"Vapaarahoitteinen";"3h+";14.00;264
"2014";"Espoo-Kauniainen 3";"Vapaarahoitteinen";"1h";16.71;748
"2014";"Espoo-Kauniainen 3";"Vapaarahoitteinen";"2h";14.24;698
"2014";"Espoo-Kauniainen 3";"Vapaarahoitteinen";"3h+";12.90;386
"2014";"Vantaa";"Vapaarahoitteinen";"1h";16.85;1650
"2014";"Vantaa";"Vapaarahoitteinen";"2h";14.34;1836
"2014";"Vantaa";"Vapaarahoitteinen";"3h+";13.03;971
"2014";"Vantaa 1";"Vapaarahoitteinen";"1h";17.40;291
"2014";"Vantaa 1";"Vapaarahoitteinen";"2h";15.07;421
"2014";"Vantaa 1";"Vapaarahoitteinen";"3h+";13.88;216
"2014";"Vantaa 2";"Vapaarahoitteinen";"1h";16.67;1359
"2014";"Vantaa 2";"Vapaarahoitteinen";"2h";13.98;1415
"2014";"Vantaa 2";"Vapaarahoitteinen";"3h+";12.56;755
"2014";"Kehyskunnat";"Vapaarahoitteinen";"1h";14.45;2120
"2014";"Kehyskunnat";"Vapaarahoitteinen";"2h";12.11;2132
"2014";"Kehyskunnat";"Vapaarahoitteinen";"3h+";10.46;971
"2014";"Porvoo";"Vapaarahoitteinen";"1h";14.77;398
"2014";"Porvoo";"Vapaarahoitteinen";"2h";11.74;354
"2014";"Porvoo";"Vapaarahoitteinen";"3h+";10.24;185
"2014";"Tampere";"Vapaarahoitteinen";"1h";15.70;4954
"2014";"Tampere";"Vapaarahoitteinen";"2h";12.54;4197
"2014";"Tampere";"Vapaarahoitteinen";"3h+";11.01;1485
"2014";"Tampere 1";"Vapaarahoitteinen";"1h";16.51;2356
"2014";"Tampere 1";"Vapaarahoitteinen";"2h";13.04;1722
"2014";"Tampere 1";"Vapaarahoitteinen";"3h+";11.50;436
"2014";"Tampere 2";"Vapaarahoitteinen";"1h";14.04;760
"2014";"Tampere 2";"Vapaarahoitteinen";"2h";12.62;773
"2014";"Tampere 2";"Vapaarahoitteinen";"3h+";10.83;256
"2014";"Tampere 3";"Vapaarahoitteinen";"1h";14.54;1838
"2014";"Tampere 3";"Vapaarahoitteinen";"2h";11.54;1702
"2014";"Tampere 3";"Vapaarahoitteinen";"3h+";10.45;793
"2014";"Turku";"Vapaarahoitteinen";"1h";14.98;4630
"2014";"Turku";"Vapaarahoitteinen";"2h";11.47;3346
"2014";"Turku";"Vapaarahoitteinen";"3h+";9.99;1236
"2014";"Turku 1";"Vapaarahoitteinen";"1h";15.71;2553
"2014";"Turku 1";"Vapaarahoitteinen";"2h";12.16;1743
"2014";"Turku 1";"Vapaarahoitteinen";"3h+";10.48;487
"2014";"Turku 2";"Vapaarahoitteinen";"1h";14.55;744
"2014";"Turku 2";"Vapaarahoitteinen";"2h";11.21;419
"2014";"Turku 2";"Vapaarahoitteinen";"3h+";9.85;127
"2014";"Turku 3";"Vapaarahoitteinen";"1h";13.37;1333
"2014";"Turku 3";"Vapaarahoitteinen";"2h";10.25;1184
"2014";"Turku 3";"Vapaarahoitteinen";"3h+";9.36;622
"2014";"Pori";"Vapaarahoitteinen";"1h";12.51;1545
"2014";"Pori";"Vapaarahoitteinen";"2h";9.92;1677
"2014";"Pori";"Vapaarahoitteinen";"3h+";8.71;678
"2014";"Pori 1";"Vapaarahoitteinen";"1h";13.11;833
"2014";"Pori 1";"Vapaarahoitteinen";"2h";10.60;837
"2014";"Pori 1";"Vapaarahoitteinen";"3h+";8.98;331
"2014";"Pori 2";"Vapaarahoitteinen";"1h";11.52;712
"2014";"Pori 2";"Vapaarahoitteinen";"2h";9.10;840
"2014";"Pori 2";"Vapaarahoitteinen";"3h+";8.44;347
"2014";"Rauma";"Vapaarahoitteinen";"1h";12.01;466
"2014";"Rauma";"Vapaarahoitteinen";"2h";9.51;539
"2014";"Rauma";"Vapaarahoitteinen";"3h+";8.70;233
"2014";"Lappeenranta";"Vapaarahoitteinen";"1h";14.21;720
"2014";"Lappeenranta";"Vapaarahoitteinen";"2h";11.24;758
"2014";"Lappeenranta";"Vapaarahoitteinen";"3h+";9.51;268
"2014";"Lappeenranta 1";"Vapaarahoitteinen";"1h";15.30;375
"2014";"Lappeenranta 1";"Vapaarahoitteinen";"2h";12.33;310
"2014";"Lappeenranta 1";"Vapaarahoitteinen";"3h+";9.60;85
"2014";"Lappeenranta 2";"Vapaarahoitteinen";"1h";12.36;345
"2014";"Lappeenranta 2";"Vapaarahoitteinen";"2h";10.08;448
"2014";"Lappeenranta 2";"Vapaarahoitteinen";"3h+";9.44;183
"2014";"Kotka";"Vapaarahoitteinen";"1h";12.92;905
"2014";"Kotka";"Vapaarahoitteinen";"2h";10.26;905
"2014";"Kotka";"Vapaarahoitteinen";"3h+";8.89;309
"2014";"Kotka 1";"Vapaarahoitteinen";"1h";14.31;362
"2014";"Kotka 1";"Vapaarahoitteinen";"2h";11.28;323
"2014";"Kotka 1";"Vapaarahoitteinen";"3h+";9.21;82
"2014";"Kotka 2";"Vapaarahoitteinen";"1h";11.63;543
"2014";"Kotka 2";"Vapaarahoitteinen";"2h";9.34;582
"2014";"Kotka 2";"Vapaarahoitteinen";"3h+";8.67;227
"2014";"Kouvola";"Vapaarahoitteinen";"1h";11.85;1039
"2014";"Kouvola";"Vapaarahoitteinen";"2h";9.73;1039
"2014";"Kouvola";"Vapaarahoitteinen";"3h+";8.64;408
"2014";"Lahti";"Vapaarahoitteinen";"1h";14.78;1923
"2014";"Lahti";"Vapaarahoitteinen";"2h";11.73;1862
"2014";"Lahti";"Vapaarahoitteinen";"3h+";10.33;577
"2014";"Lahti 1";"Vapaarahoitteinen";"1h";15.54;851
"2014";"Lahti 1";"Vapaarahoitteinen";"2h";12.30;720
"2014";"Lahti 1";"Vapaarahoitteinen";"3h+";10.57;234
"2014";"Lahti 2";"Vapaarahoitteinen";"1h";13.87;1072
"2014";"Lahti 2";"Vapaarahoitteinen";"2h";11.12;1142
"2014";"Lahti 2";"Vapaarahoitteinen";"3h+";10.04;343
"2014";"Hämeenlinna";"Vapaarahoitteinen";"1h";14.03;721
"2014";"Hämeenlinna";"Vapaarahoitteinen";"2h";11.40;763
"2014";"Hämeenlinna";"Vapaarahoitteinen";"3h+";10.15;289
"2014";"Hämeenlinna 1";"Vapaarahoitteinen";"1h";14.87;435
"2014";"Hämeenlinna 1";"Vapaarahoitteinen";"2h";12.17;409
"2014";"Hämeenlinna 1";"Vapaarahoitteinen";"3h+";10.76;102
"2014";"Hämeenlinna 2";"Vapaarahoitteinen";"1h";12.43;286
"2014";"Hämeenlinna 2";"Vapaarahoitteinen";"2h";10.32;354
"2014";"Hämeenlinna 2";"Vapaarahoitteinen";"3h+";9.64;187
"2014";"Kuopio";"Vapaarahoitteinen";"1h";15.13;1573
"2014";"Kuopio";"Vapaarahoitteinen";"2h";12.03;1773
"2014";"Kuopio";"Vapaarahoitteinen";"3h+";10.66;522
"2014";"Kuopio 1";"Vapaarahoitteinen";"1h";16.66;821
"2014";"Kuopio 1";"Vapaarahoitteinen";"2h";12.98;788
"2014";"Kuopio 1";"Vapaarahoitteinen";"3h+";11.46;192
"2014";"Kuopio 2";"Vapaarahoitteinen";"1h";13.29;677
"2014";"Kuopio 2";"Vapaarahoitteinen";"2h";11.45;897
"2014";"Kuopio 2";"Vapaarahoitteinen";"3h+";10.42;302
"2014";"Kuopio 3";"Vapaarahoitteinen";"1h";10.35;75
"2014";"Kuopio 3";"Vapaarahoitteinen";"2h";9.53;88
"2014";"Kuopio 3";"Vapaarahoitteinen";"3h+";8.66;28
"2014";"Jyväskylä";"Vapaarahoitteinen";"1h";15.60;2044
"2014";"Jyväskylä";"Vapaarahoitteinen";"2h";11.73;2685
"2014";"Jyväskylä";"Vapaarahoitteinen";"3h+";10.56;802
"2014";"Jyväskylä 1";"Vapaarahoitteinen";"1h";16.53;1192
"2014";"Jyväskylä 1";"Vapaarahoitteinen";"2h";12.20;1572
"2014";"Jyväskylä 1";"Vapaarahoitteinen";"3h+";11.17;360
"2014";"Jyväskylä 2";"Vapaarahoitteinen";"1h";13.65;852
"2014";"Jyväskylä 2";"Vapaarahoitteinen";"2h";10.93;1113
"2014";"Jyväskylä 2";"Vapaarahoitteinen";"3h+";9.86;442
"2014";"Vaasa";"Vapaarahoitteinen";"1h";13.96;887
"2014";"Vaasa";"Vapaarahoitteinen";"2h";10.81;977
"2014";"Vaasa";"Vapaarahoitteinen";"3h+";9.47;364
"2014";"Vaasa 1";"Vapaarahoitteinen";"1h";14.49;655
"2014";"Vaasa 1";"Vapaarahoitteinen";"2h";11.14;714
"2014";"Vaasa 1";"Vapaarahoitteinen";"3h+";9.38;253
"2014";"Vaasa 2";"Vapaarahoitteinen";"1h";12.12;232
"2014";"Vaasa 2";"Vapaarahoitteinen";"2h";9.85;263
"2014";"Vaasa 2";"Vapaarahoitteinen";"3h+";9.63;111
"2014";"Seinäjoki";"Vapaarahoitteinen";"1h";13.23;630
"2014";"Seinäjoki";"Vapaarahoitteinen";"2h";10.82;894
"2014";"Seinäjoki";"Vapaarahoitteinen";"3h+";9.43;373
"2014";"Kokkola";"Vapaarahoitteinen";"1h";12.49;294
"2014";"Kokkola";"Vapaarahoitteinen";"2h";10.13;440
"2014";"Kokkola";"Vapaarahoitteinen";"3h+";8.44;239
"2014";"Mikkeli";"Vapaarahoitteinen";"1h";13.39;583
"2014";"Mikkeli";"Vapaarahoitteinen";"2h";10.72;597
"2014";"Mikkeli";"Vapaarahoitteinen";"3h+";9.59;290
"2014";"Mikkeli 1";"Vapaarahoitteinen";"1h";13.89;444
"2014";"Mikkeli 1";"Vapaarahoitteinen";"2h";11.07;421
"2014";"Mikkeli 1";"Vapaarahoitteinen";"3h+";10.03;182
"2014";"Mikkeli 2";"Vapaarahoitteinen";"1h";11.56;139
"2014";"Mikkeli 2";"Vapaarahoitteinen";"2h";9.68;176
"2014";"Mikkeli 2";"Vapaarahoitteinen";"3h+";8.85;108
"2014";"Joensuu";"Vapaarahoitteinen";"1h";14.72;1262
"2014";"Joensuu";"Vapaarahoitteinen";"2h";11.16;1242
"2014";"Joensuu";"Vapaarahoitteinen";"3h+";9.74;474
"2014";"Joensuu 1";"Vapaarahoitteinen";"1h";15.47;921
"2014";"Joensuu 1";"Vapaarahoitteinen";"2h";11.59;759
"2014";"Joensuu 1";"Vapaarahoitteinen";"3h+";10.33;253
"2014";"Joensuu 2";"Vapaarahoitteinen";"1h";13.10;284
"2014";"Joensuu 2";"Vapaarahoitteinen";"2h";11.05;367
"2014";"Joensuu 2";"Vapaarahoitteinen";"3h+";9.44;183
"2014";"Joensuu 3";"Vapaarahoitteinen";"1h";9.53;57
"2014";"Joensuu 3";"Vapaarahoitteinen";"2h";8.83;116
"2014";"Joensuu 3";"Vapaarahoitteinen";"3h+";8.20;38
"2014";"Oulu";"Vapaarahoitteinen";"1h";14.04;3015
"2014";"Oulu";"Vapaarahoitteinen";"2h";11.01;3324
"2014";"Oulu";"Vapaarahoitteinen";"3h+";9.82;1307
"2014";"Oulu 1";"Vapaarahoitteinen";"1h";14.95;1296
"2014";"Oulu 1";"Vapaarahoitteinen";"2h";11.95;1357
"2014";"Oulu 1";"Vapaarahoitteinen";"3h+";10.60;390
"2014";"Oulu 2";"Vapaarahoitteinen";"1h";13.13;1719
"2014";"Oulu 2";"Vapaarahoitteinen";"2h";10.19;1967
