"Vuosi";"Alue";"Rahoitusmuoto";"Luokka";"Neliövuokra, euroa/m2/kk";"Lukumäärä"
"2017";"Rauma";"Vapaarahoitteinen";"1h";12.71;567
"2017";"Rauma";"Vapaarahoitteinen";"2h";9.85;729
"2017";"Rauma";"Vapaarahoitteinen";"3h+";8.74;295
"2017";"Lappeenranta";"Vapaarahoitteinen";"1h";15.14;1112
"2017";"Lappeenranta";"Vapaarahoitteinen";"2h";12.08;1049
"2017";"Lappeenranta";"Vapaarahoitteinen";"3h+";10.56;335
"2017";"Lappeenranta 1";"Vapaarahoitteinen";"1h";16.19;606
"2017";"Lappeenranta 1";"Vapaarahoitteinen";"2h";13.21;438
"2017";"Lappeenranta 1";"Vapaarahoitteinen";"3h+";11.24;92
"2017";"Lappeenranta 2";"Vapaarahoitteinen";"1h";13.37;506
"2017";"Lappeenranta 2";"Vapaarahoitteinen";"2h";10.86;611
"2017";"Lappeenranta 2";"Vapaarahoitteinen";"3h+";10.00;243
"2017";"Kotka";"Vapaarahoitteinen";"1h";13.58;1127
"2017";"Kotka";"Vapaarahoitteinen";"2h";10.75;1078
"2017";"Kotka";"Vapaarahoitteinen";"3h+";9.74;387
"2017";"Kotka 1";"Vapaarahoitteinen";"1h";14.94;450
"2017";"Kotka 1";"Vapaarahoitteinen";"2h";11.94;398
"2017";"Kotka 1";"Vapaarahoitteinen";"3h+";10.50;102
"2017";"Kotka 2";"Vapaarahoitteinen";"1h";12.31;677
"2017";"Kotka 2";"Vapaarahoitteinen";"2h";9.68;680
"2017";"Kotka 2";"Vapaarahoitteinen";"3h+";9.19;285
"2017";"Kouvola";"Vapaarahoitteinen";"1h";12.54;1250
"2017";"Kouvola";"Vapaarahoitteinen";"2h";10.22;1285
"2017";"Kouvola";"Vapaarahoitteinen";"3h+";9.02;492
"2017";"Lahti";"Vapaarahoitteinen";"1h";15.79;2518
"2017";"Lahti";"Vapaarahoitteinen";"2h";12.52;2413
"2017";"Lahti";"Vapaarahoitteinen";"3h+";10.95;748
"2017";"Lahti 1";"Vapaarahoitteinen";"1h";16.63;1172
"2017";"Lahti 1";"Vapaarahoitteinen";"2h";13.33;894
"2017";"Lahti 1";"Vapaarahoitteinen";"3h+";11.26;284
"2017";"Lahti 2";"Vapaarahoitteinen";"1h";14.80;1346
"2017";"Lahti 2";"Vapaarahoitteinen";"2h";11.66;1519
"2017";"Lahti 2";"Vapaarahoitteinen";"3h+";10.58;464
"2017";"Hämeenlinna";"Vapaarahoitteinen";"1h";14.90;969
"2017";"Hämeenlinna";"Vapaarahoitteinen";"2h";12.17;1022
"2017";"Hämeenlinna";"Vapaarahoitteinen";"3h+";10.50;403
"2017";"Hämeenlinna 1";"Vapaarahoitteinen";"1h";15.77;621
"2017";"Hämeenlinna 1";"Vapaarahoitteinen";"2h";12.92;552
"2017";"Hämeenlinna 1";"Vapaarahoitteinen";"3h+";10.81;150
"2017";"Hämeenlinna 2";"Vapaarahoitteinen";"1h";13.21;348
"2017";"Hämeenlinna 2";"Vapaarahoitteinen";"2h";11.12;470
"2017";"Hämeenlinna 2";"Vapaarahoitteinen";"3h+";10.24;253
"2017";"Kuopio";"Vapaarahoitteinen";"1h";16.44;2203
"2017";"Kuopio";"Vapaarahoitteinen";"2h";13.18;2203
"2017";"Kuopio";"Vapaarahoitteinen";"3h+";11.27;534
"2017";"Kuopio 1";"Vapaarahoitteinen";"1h";17.87;1116
"2017";"Kuopio 1";"Vapaarahoitteinen";"2h";14.34;888
"2017";"Kuopio 1";"Vapaarahoitteinen";"3h+";12.11;139
"2017";"Kuopio 2";"Vapaarahoitteinen";"1h";14.80;994
"2017";"Kuopio 2";"Vapaarahoitteinen";"2h";12.53;1213
"2017";"Kuopio 2";"Vapaarahoitteinen";"3h+";11.06;351
"2017";"Kuopio 3";"Vapaarahoitteinen";"1h";11.38;93
"2017";"Kuopio 3";"Vapaarahoitteinen";"2h";9.75;102
"2017";"Kuopio 3";"Vapaarahoitteinen";"3h+";9.02;44
"2017";"Jyväskylä";"Vapaarahoitteinen";"1h";16.66;3054
"2017";"Jyväskylä";"Vapaarahoitteinen";"2h";13.27;3174
"2017";"Jyväskylä";"Vapaarahoitteinen";"3h+";11.30;946
"2017";"Jyväskylä 1";"Vapaarahoitteinen";"1h";17.68;1867
"2017";"Jyväskylä 1";"Vapaarahoitteinen";"2h";14.24;1600
"2017";"Jyväskylä 1";"Vapaarahoitteinen";"3h+";12.02;316
"2017";"Jyväskylä 2";"Vapaarahoitteinen";"1h";14.54;1187
"2017";"Jyväskylä 2";"Vapaarahoitteinen";"2h";11.59;1574
"2017";"Jyväskylä 2";"Vapaarahoitteinen";"3h+";10.48;630
"2017";"Vaasa";"Vapaarahoitteinen";"1h";14.85;1304
"2017";"Vaasa";"Vapaarahoitteinen";"2h";11.70;1224
"2017";"Vaasa";"Vapaarahoitteinen";"3h+";10.25;402
"2017";"Vaasa 1";"Vapaarahoitteinen";"1h";15.46;1011
"2017";"Vaasa 1";"Vapaarahoitteinen";"2h";12.22;893
"2017";"Vaasa 1";"Vapaarahoitteinen";"3h+";10.71;204
"2017";"Vaasa 2";"Vapaarahoitteinen";"1h";12.72;293
"2017";"Vaasa 2";"Vapaarahoitteinen";"2h";10.19;331
"2017";"Vaasa 2";"Vapaarahoitteinen";"3h+";9.37;198
"2017";"Seinäjoki";"Vapaarahoitteinen";"1h";14.32;806
"2017";"Seinäjoki";"Vapaarahoitteinen";"2h";11.66;1113
"2017";"Seinäjoki";"Vapaarahoitteinen";"3h+";10.09;426
"2017";"Kokkola";"Vapaarahoitteinen";"1h";13.91;424
"2017";"Kokkola";"Vapaarahoitteinen";"2h";10.96;567
"2017";"Kokkola";"Vapaarahoitteinen";"3h+";9.13;270
"2017";"Mikkeli";"Vapaarahoitteinen";"1h";14.75;860
"2017";"Mikkeli";"Vapaarahoitteinen";"2h";11.62;795
"2017";"Mikkeli";"Vapaarahoitteinen";"3h+";9.92;311
"2017";"Mikkeli 1";"Vapaarahoitteinen";"1h";15.24;648
"2017";"Mikkeli 1";"Vapaarahoitteinen";"2h";12.08;564
"2017";"Mikkeli 1";"Vapaarahoitteinen";"3h+";10.46;210
"2017";"Mikkeli 2";"Vapaarahoitteinen";"1h";12.98;212
"2017";"Mikkeli 2";"Vapaarahoitteinen";"2h";10.25;231
"2017";"Mikkeli 2";"Vapaarahoitteinen";"3h+";9.01;101
"2017";"Joensuu";"Vapaarahoitteinen";"1h";15.99;1727
"2017";"Joensuu";"Vapaarahoitteinen";"2h";12.55;1540
"2017";"Joensuu";"Vapaarahoitteinen";"3h+";10.50;475
"2017";"Joensuu 1";"Vapaarahoitteinen";"1h";16.82;1230
"2017";"Joensuu 1";"Vapaarahoitteinen";"2h";13.35;835
"2017";"Joensuu 1";"Vapaarahoitteinen";"3h+";11.25;182
"2017";"Joensuu 2";"Vapaarahoitteinen";"1h";14.14;427
"2017";"Joensuu 2";"Vapaarahoitteinen";"2h";12.14;558
"2017";"Joensuu 2";"Vapaarahoitteinen";"3h+";10.17;247
"2017";"Joensuu 3";"Vapaarahoitteinen";"1h";10.47;70
"2017";"Joensuu 3";"Vapaarahoitteinen";"2h";8.92;147
"2017";"Joensuu 3";"Vapaarahoitteinen";"3h+";8.33;46
"2017";"Oulu";"Vapaarahoitteinen";"1h";15.12;4653
"2017";"Oulu";"Vapaarahoitteinen";"2h";11.81;4470
"2017";"Oulu";"Vapaarahoitteinen";"3h+";10.52;1448
"2017";"Oulu 1";"Vapaarahoitteinen";"1h";15.99;2000
"2017";"Oulu 1";"Vapaarahoitteinen";"2h";12.84;1732
"2017";"Oulu 1";"Vapaarahoitteinen";"3h+";11.58;399
"2017";"Oulu 2";"Vapaarahoitteinen";"1h";14.24;2653
"2017";"Oulu 2";"Vapaarahoitteinen";"2h";10.91;2738
"2017";"Oulu 2";"Vapaarahoitteinen";"3h+";9.88;1049
"2017";"Kajaani";"Vapaarahoitteinen";"1h";14.51;632
"2017";"Kajaani";"Vapaarahoitteinen";"2h";11.36;580
"2017";"Kajaani";"Vapaarahoitteinen";"3h+";9.61;221
"2017";"Rovaniemi";"Vapaarahoitteinen";"1h";15.08;1295
"2017";"Rovaniemi";"Vapaarahoitteinen";"2h";11.84;1488
"2017";"Rovaniemi";"Vapaarahoitteinen";"3h+";9.87;557
"2017";"Yli 100 000 asukasta";"Vapaarahoitteinen";"1h";18.11;42359
"2017";"Yli 100 000 asukasta";"Vapaarahoitteinen";"2h";13.94;34027
"2017";"Yli 100 000 asukasta";"Vapaarahoitteinen";"3h+";12.59;12370
"2017";"60 000 - 100 000 asukasta";"Vapaarahoitteinen";"1h";14.22;9961
"2017";"60 000 - 100 000 asukasta";"Vapaarahoitteinen";"2h";11.31;10642
"2017";"60 000 - 100 000 asukasta";"Vapaarahoitteinen";"3h+";9.78;3880
"2017";"20 000 - 59 999 asukasta";"Vapaarahoitteinen";"1h";13.48;13407
"2017";"20 000 - 59 999 asukasta";"Vapaarahoitteinen";"2h";10.85;14484
"2017";"20 000 - 59 999 asukasta";"Vapaarahoitteinen";"3h+";9.69;6064
"2017";"Alle 20 000 asukasta";"Vapaarahoitteinen";"1h";10.96;9861
"2017";"Alle 20 000 asukasta";"Vapaarahoitteinen";"2h";9.33;12722
"2017";"Alle 20 000 asukasta";"Vapaarahoitteinen";"3h+";8.35;6167
"2018";"Koko maa";"Vapaarahoitteinen";"1h";17.94;82401
"2018";"Koko maa";"Vapaarahoitteinen";"2h";13.30;76750
"2018";"Koko maa";"Vapaarahoitteinen";"3h+";11.68;30104
"2018";"Pääkaupunkiseutu (PKS)";"Vapaarahoitteinen";"1h";23.49;19004
"2018";"Pääkaupunkiseutu (PKS)";"Vapaarahoitteinen";"2h";17.51;14018
"2018";"Pääkaupunkiseutu (PKS)";"Vapaarahoitteinen";"3h+";15.28;6455
"2018";"Muu Suomi (koko maa - PKS)";"Vapaarahoitteinen";"1h";14.74;63397
"2018";"Muu Suomi (koko maa - PKS)";"Vapaarahoitteinen";"2h";11.52;62732
"2018";"Muu Suomi (koko maa - PKS)";"Vapaarahoitteinen";"3h+";9.90;23649
"2018";"Etelä-Suomi";"Vapaarahoitteinen";"1h";19.99;42660
"2018";"Etelä-Suomi";"Vapaarahoitteinen";"2h";14.77;36262
"2018";"Etelä-Suomi";"Vapaarahoitteinen";"3h+";13.07;14913
"2018";"Länsi-Suomi";"Vapaarahoitteinen";"1h";15.01;21335
"2018";"Länsi-Suomi";"Vapaarahoitteinen";"2h";11.63;21146
"2018";"Länsi-Suomi";"Vapaarahoitteinen";"3h+";9.89;7928
"2018";"Itä-Suomi";"Vapaarahoitteinen";"1h";14.07;9204
"2018";"Itä-Suomi";"Vapaarahoitteinen";"2h";11.12;9366
"2018";"Itä-Suomi";"Vapaarahoitteinen";"3h+";9.51;3358
"2018";"Pohjois-Suomi";"Vapaarahoitteinen";"1h";14.22;9202
"2018";"Pohjois-Suomi";"Vapaarahoitteinen";"2h";11.09;9976
"2018";"Pohjois-Suomi";"Vapaarahoitteinen";"3h+";9.46;3905
"2018";"Uudenmaan maakunta";"Vapaarahoitteinen";"1h";22.42;23799
"2018";"Uudenmaan maakunta";"Vapaarahoitteinen";"2h";16.56;19139
"2018";"Uudenmaan maakunta";"Vapaarahoitteinen";"3h+";14.44;8755
"2018";"Varsinais-Suomen maakunta";"Vapaarahoitteinen";"1h";15.42;8786
"2018";"Varsinais-Suomen maakunta";"Vapaarahoitteinen";"2h";11.78;7005
"2018";"Varsinais-Suomen maakunta";"Vapaarahoitteinen";"3h+";10.02;2463
"2018";"Satakunnan maakunta";"Vapaarahoitteinen";"1h";12.65;3136
"2018";"Satakunnan maakunta";"Vapaarahoitteinen";"2h";10.01;3958
"2018";"Satakunnan maakunta";"Vapaarahoitteinen";"3h+";8.60;1629
"2018";"Kanta-Hämeen maakunta";"Vapaarahoitteinen";"1h";13.78;1906
"2018";"Kanta-Hämeen maakunta";"Vapaarahoitteinen";"2h";11.33;1921
"2018";"Kanta-Hämeen maakunta";"Vapaarahoitteinen";"3h+";9.83;750
"2018";"Pirkanmaan maakunta";"Vapaarahoitteinen";"1h";16.21;10391
"2018";"Pirkanmaan maakunta";"Vapaarahoitteinen";"2h";12.53;8160
"2018";"Pirkanmaan maakunta";"Vapaarahoitteinen";"3h+";10.74;2975
"2018";"Päijät-Hämeen maakunta";"Vapaarahoitteinen";"1h";14.86;3571
"2018";"Päijät-Hämeen maakunta";"Vapaarahoitteinen";"2h";11.81;3633
"2018";"Päijät-Hämeen maakunta";"Vapaarahoitteinen";"3h+";10.24;1307
"2018";"Kymenlaakson maakunta";"Vapaarahoitteinen";"1h";13.13;2703
"2018";"Kymenlaakson maakunta";"Vapaarahoitteinen";"2h";10.44;2828
"2018";"Kymenlaakson maakunta";"Vapaarahoitteinen";"3h+";9.25;1081
"2018";"Etelä-Karjalan maakunta";"Vapaarahoitteinen";"1h";14.24;1895
"2018";"Etelä-Karjalan maakunta";"Vapaarahoitteinen";"2h";11.23;1736
"2018";"Etelä-Karjalan maakunta";"Vapaarahoitteinen";"3h+";9.65;557
"2018";"Etelä-Savon maakunta";"Vapaarahoitteinen";"1h";13.00;1842
"2018";"Etelä-Savon maakunta";"Vapaarahoitteinen";"2h";10.32;1944
"2018";"Etelä-Savon maakunta";"Vapaarahoitteinen";"3h+";9.05;735
"2018";"Pohjois-Savon maakunta";"Vapaarahoitteinen";"1h";14.56;3819
"2018";"Pohjois-Savon maakunta";"Vapaarahoitteinen";"2h";11.71;3983
"2018";"Pohjois-Savon maakunta";"Vapaarahoitteinen";"3h+";10.06;1269
"2018";"Pohjois-Karjalan maakunta";"Vapaarahoitteinen";"1h";14.48;2651
"2018";"Pohjois-Karjalan maakunta";"Vapaarahoitteinen";"2h";11.11;2469
"2018";"Pohjois-Karjalan maakunta";"Vapaarahoitteinen";"3h+";9.35;914
"2018";"Keski-Suomen maakunta";"Vapaarahoitteinen";"1h";15.23;4546
"2018";"Keski-Suomen maakunta";"Vapaarahoitteinen";"2h";12.09;4790
"2018";"Keski-Suomen maakunta";"Vapaarahoitteinen";"3h+";10.19;1575
"2018";"Etelä-Pohjanmaan maakunta";"Vapaarahoitteinen";"1h";12.49;1436
"2018";"Etelä-Pohjanmaan maakunta";"Vapaarahoitteinen";"2h";10.43;2318
"2018";"Etelä-Pohjanmaan maakunta";"Vapaarahoitteinen";"3h+";8.98;985
"2018";"Pohjanmaan maakunta";"Vapaarahoitteinen";"1h";14.02;1826
"2018";"Pohjanmaan maakunta";"Vapaarahoitteinen";"2h";10.78;1920
"2018";"Pohjanmaan maakunta";"Vapaarahoitteinen";"3h+";9.41;764
"2018";"Keski-Pohjanmaan maakunta";"Vapaarahoitteinen";"1h";13.42;511
"2018";"Keski-Pohjanmaan maakunta";"Vapaarahoitteinen";"2h";10.64;706
"2018";"Keski-Pohjanmaan maakunta";"Vapaarahoitteinen";"3h+";8.73;344
"2018";"Pohjois-Pohjanmaan maakunta";"Vapaarahoitteinen";"1h";14.44;6307
"2018";"Pohjois-Pohjanmaan maakunta";"Vapaarahoitteinen";"2h";11.35;6362
"2018";"Pohjois-Pohjanmaan maakunta";"Vapaarahoitteinen";"3h+";9.84;2267
"2018";"Kainuun maakunta";"Vapaarahoitteinen";"1h";13.38;892
"2018";"Kainuun maakunta";"Vapaarahoitteinen";"2h";10.48;970
"2018";"Kainuun maakunta";"Vapaarahoitteinen";"3h+";8.92;440
"2018";"Lapin maakunta";"Vapaarahoitteinen";"1h";13.90;2384
"2018";"Lapin maakunta";"Vapaarahoitteinen";"2h";10.64;2908
"2018";"Lapin maakunta";"Vapaarahoitteinen";"3h+";8.98;1294
"2018";"Helsinki";"Vapaarahoitteinen";"1h";24.21;13811
"2018";"Helsinki";"Vapaarahoitteinen";"2h";18.02;8187
"2018";"Helsinki";"Vapaarahoitteinen";"3h+";15.74;3348
"2018";"Helsinki 1";"Vapaarahoitteinen";"1h";26.42;1957
"2018";"Helsinki 1";"Vapaarahoitteinen";"2h";20.14;930
"2018";"Helsinki 1";"Vapaarahoitteinen";"3h+";17.12;314
"2018";"Helsinki 2";"Vapaarahoitteinen";"1h";24.83;6449
"2018";"Helsinki 2";"Vapaarahoitteinen";"2h";18.55;2885
"2018";"Helsinki 2";"Vapaarahoitteinen";"3h+";15.84;783
"2018";"Helsinki 3";"Vapaarahoitteinen";"1h";20.99;1732
"2018";"Helsinki 3";"Vapaarahoitteinen";"2h";16.18;1265
"2018";"Helsinki 3";"Vapaarahoitteinen";"3h+";14.37;558
"2018";"Helsinki 4";"Vapaarahoitteinen";"1h";19.76;3673
"2018";"Helsinki 4";"Vapaarahoitteinen";"2h";16.00;3107
"2018";"Helsinki 4";"Vapaarahoitteinen";"3h+";14.86;1693
"2018";"Espoo-Kauniainen";"Vapaarahoitteinen";"1h";20.47;2429
"2018";"Espoo-Kauniainen";"Vapaarahoitteinen";"2h";16.48;2781
"2018";"Espoo-Kauniainen";"Vapaarahoitteinen";"3h+";14.43;1507
"2018";"Espoo-Kauniainen 1";"Vapaarahoitteinen";"1h";22.40;451
"2018";"Espoo-Kauniainen 1";"Vapaarahoitteinen";"2h";16.94;372
"2018";"Espoo-Kauniainen 1";"Vapaarahoitteinen";"3h+";14.67;157
"2018";"Espoo-Kauniainen 2";"Vapaarahoitteinen";"1h";20.65;769
"2018";"Espoo-Kauniainen 2";"Vapaarahoitteinen";"2h";17.05;1160
"2018";"Espoo-Kauniainen 2";"Vapaarahoitteinen";"3h+";14.87;615
"2018";"Espoo-Kauniainen 3";"Vapaarahoitteinen";"1h";19.19;1209
"2018";"Espoo-Kauniainen 3";"Vapaarahoitteinen";"2h";15.53;1249
"2018";"Espoo-Kauniainen 3";"Vapaarahoitteinen";"3h+";13.81;735
"2018";"Vantaa";"Vapaarahoitteinen";"1h";19.75;2764
"2018";"Vantaa";"Vapaarahoitteinen";"2h";16.12;3050
"2018";"Vantaa";"Vapaarahoitteinen";"3h+";14.50;1600
"2018";"Vantaa 1";"Vapaarahoitteinen";"1h";21.07;675
"2018";"Vantaa 1";"Vapaarahoitteinen";"2h";17.61;957
"2018";"Vantaa 1";"Vapaarahoitteinen";"3h+";15.45;496
"2018";"Vantaa 2";"Vapaarahoitteinen";"1h";19.31;2089
"2018";"Vantaa 2";"Vapaarahoitteinen";"2h";15.39;2093
"2018";"Vantaa 2";"Vapaarahoitteinen";"3h+";13.98;1104
"2018";"Kehyskunnat";"Vapaarahoitteinen";"1h";16.55;3079
"2018";"Kehyskunnat";"Vapaarahoitteinen";"2h";13.33;3072
"2018";"Kehyskunnat";"Vapaarahoitteinen";"3h+";11.82;1353
"2018";"Porvoo";"Vapaarahoitteinen";"1h";16.76;508
"2018";"Porvoo";"Vapaarahoitteinen";"2h";12.90;416
"2018";"Porvoo";"Vapaarahoitteinen";"3h+";11.04;214
"2018";"Tampere";"Vapaarahoitteinen";"1h";17.30;8123
"2018";"Tampere";"Vapaarahoitteinen";"2h";13.51;5554
"2018";"Tampere";"Vapaarahoitteinen";"3h+";11.85;1768
"2018";"Tampere 1";"Vapaarahoitteinen";"1h";17.94;3817
"2018";"Tampere 1";"Vapaarahoitteinen";"2h";14.00;1930
"2018";"Tampere 1";"Vapaarahoitteinen";"3h+";12.34;395
"2018";"Tampere 2";"Vapaarahoitteinen";"1h";16.15;1429
"2018";"Tampere 2";"Vapaarahoitteinen";"2h";13.65;1143
"2018";"Tampere 2";"Vapaarahoitteinen";"3h+";11.88;377
"2018";"Tampere 3";"Vapaarahoitteinen";"1h";16.29;2877
"2018";"Tampere 3";"Vapaarahoitteinen";"2h";12.53;2481
"2018";"Tampere 3";"Vapaarahoitteinen";"3h+";11.17;996
"2018";"Turku";"Vapaarahoitteinen";"1h";16.58;6705
"2018";"Turku";"Vapaarahoitteinen";"2h";12.80;4418
"2018";"Turku";"Vapaarahoitteinen";"3h+";10.89;1307
"2018";"Turku 1";"Vapaarahoitteinen";"1h";17.25;3593
"2018";"Turku 1";"Vapaarahoitteinen";"2h";13.62;2207
"2018";"Turku 1";"Vapaarahoitteinen";"3h+";11.52;441
"2018";"Turku 2";"Vapaarahoitteinen";"1h";16.85;1143
"2018";"Turku 2";"Vapaarahoitteinen";"2h";13.05;588
"2018";"Turku 2";"Vapaarahoitteinen";"3h+";10.75;132
"2018";"Turku 3";"Vapaarahoitteinen";"1h";14.72;1969
"2018";"Turku 3";"Vapaarahoitteinen";"2h";11.10;1623
"2018";"Turku 3";"Vapaarahoitteinen";"3h+";10.09;734
"2018";"Pori";"Vapaarahoitteinen";"1h";13.45;1936
"2018";"Pori";"Vapaarahoitteinen";"2h";10.72;2261
"2018";"Pori";"Vapaarahoitteinen";"3h+";9.18;813
"2018";"Pori 1";"Vapaarahoitteinen";"1h";14.24;1096
"2018";"Pori 1";"Vapaarahoitteinen";"2h";11.57;1118
"2018";"Pori 1";"Vapaarahoitteinen";"3h+";9.65;365
"2018";"Pori 2";"Vapaarahoitteinen";"1h";12.16;840
"2018";"Pori 2";"Vapaarahoitteinen";"2h";9.72;1143
"2018";"Pori 2";"Vapaarahoitteinen";"3h+";8.70;448
"2018";"Rauma";"Vapaarahoitteinen";"1h";12.97;577
"2018";"Rauma";"Vapaarahoitteinen";"2h";9.98;752
"2018";"Rauma";"Vapaarahoitteinen";"3h+";8.96;277
"2018";"Lappeenranta";"Vapaarahoitteinen";"1h";15.39;1181
"2018";"Lappeenranta";"Vapaarahoitteinen";"2h";12.10;1093
"2018";"Lappeenranta";"Vapaarahoitteinen";"3h+";10.62;317
"2018";"Lappeenranta 1";"Vapaarahoitteinen";"1h";16.41;654
"2018";"Lappeenranta 1";"Vapaarahoitteinen";"2h";13.18;418
"2018";"Lappeenranta 1";"Vapaarahoitteinen";"3h+";11.15;91
"2018";"Lappeenranta 2";"Vapaarahoitteinen";"1h";13.67;527
"2018";"Lappeenranta 2";"Vapaarahoitteinen";"2h";10.94;675
"2018";"Lappeenranta 2";"Vapaarahoitteinen";"3h+";10.18;226
"2018";"Kotka";"Vapaarahoitteinen";"1h";13.78;1181
"2018";"Kotka";"Vapaarahoitteinen";"2h";10.83;1086
"2018";"Kotka";"Vapaarahoitteinen";"3h+";9.90;383
"2018";"Kotka 1";"Vapaarahoitteinen";"1h";15.18;460
"2018";"Kotka 1";"Vapaarahoitteinen";"2h";11.99;379
"2018";"Kotka 1";"Vapaarahoitteinen";"3h+";10.71;89
"2018";"Kotka 2";"Vapaarahoitteinen";"1h";12.48;721
"2018";"Kotka 2";"Vapaarahoitteinen";"2h";9.79;707
"2018";"Kotka 2";"Vapaarahoitteinen";"3h+";9.32;294
"2018";"Kouvola";"Vapaarahoitteinen";"1h";12.80;1251
"2018";"Kouvola";"Vapaarahoitteinen";"2h";10.30;1394
"2018";"Kouvola";"Vapaarahoitteinen";"3h+";9.04;507
"2018";"Lahti";"Vapaarahoitteinen";"1h";15.99;2625
"2018";"Lahti";"Vapaarahoitteinen";"2h";12.64;2502
"2018";"Lahti";"Vapaarahoitteinen";"3h+";11.05;784
"2018";"Lahti 1";"Vapaarahoitteinen";"1h";16.78;1230
"2018";"Lahti 1";"Vapaarahoitteinen";"2h";13.48;966
"2018";"Lahti 1";"Vapaarahoitteinen";"3h+";11.37;306
"2018";"Lahti 2";"Vapaarahoitteinen";"1h";15.05;1395
"2018";"Lahti 2";"Vapaarahoitteinen";"2h";11.75;1536
"2018";"Lahti 2";"Vapaarahoitteinen";"3h+";10.69;478
"2018";"Hämeenlinna";"Vapaarahoitteinen";"1h";15.25;1123
"2018";"Hämeenlinna";"Vapaarahoitteinen";"2h";12.31;1091
"2018";"Hämeenlinna";"Vapaarahoitteinen";"3h+";10.72;412
"2018";"Hämeenlinna 1";"Vapaarahoitteinen";"1h";16.28;781
"2018";"Hämeenlinna 1";"Vapaarahoitteinen";"2h";13.06;588
"2018";"Hämeenlinna 1";"Vapaarahoitteinen";"3h+";11.63;145
"2018";"Hämeenlinna 2";"Vapaarahoitteinen";"1h";13.28;342
"2018";"Hämeenlinna 2";"Vapaarahoitteinen";"2h";11.24;503
"2018";"Hämeenlinna 2";"Vapaarahoitteinen";"3h+";9.94;267
"2018";"Kuopio";"Vapaarahoitteinen";"1h";16.82;2285
"2018";"Kuopio";"Vapaarahoitteinen";"2h";13.23;2287
"2018";"Kuopio";"Vapaarahoitteinen";"3h+";11.57;578
"2018";"Kuopio 1";"Vapaarahoitteinen";"1h";18.24;1193
"2018";"Kuopio 1";"Vapaarahoitteinen";"2h";14.31;922
"2018";"Kuopio 1";"Vapaarahoitteinen";"3h+";12.50;183
"2018";"Kuopio 2";"Vapaarahoitteinen";"1h";15.21;999
"2018";"Kuopio 2";"Vapaarahoitteinen";"2h";12.61;1274
"2018";"Kuopio 2";"Vapaarahoitteinen";"3h+";11.34;350
"2018";"Kuopio 3";"Vapaarahoitteinen";"1h";11.71;93
"2018";"Kuopio 3";"Vapaarahoitteinen";"2h";10.06;91
"2018";"Kuopio 3";"Vapaarahoitteinen";"3h+";9.06;45
"2018";"Jyväskylä";"Vapaarahoitteinen";"1h";17.16;3333
"2018";"Jyväskylä";"Vapaarahoitteinen";"2h";13.37;3349
"2018";"Jyväskylä";"Vapaarahoitteinen";"3h+";11.40;971
"2018";"Jyväskylä 1";"Vapaarahoitteinen";"1h";18.19;2092
"2018";"Jyväskylä 1";"Vapaarahoitteinen";"2h";14.35;1723
"2018";"Jyväskylä 1";"Vapaarahoitteinen";"3h+";12.09;321
"2018";"Jyväskylä 2";"Vapaarahoitteinen";"1h";14.99;1241
"2018";"Jyväskylä 2";"Vapaarahoitteinen";"2h";11.70;1626
"2018";"Jyväskylä 2";"Vapaarahoitteinen";"3h+";10.60;650
"2018";"Vaasa";"Vapaarahoitteinen";"1h";15.09;1444
"2018";"Vaasa";"Vapaarahoitteinen";"2h";11.81;1277
"2018";"Vaasa";"Vapaarahoitteinen";"3h+";10.08;401
"2018";"Vaasa 1";"Vapaarahoitteinen";"1h";15.73;1172
"2018";"Vaasa 1";"Vapaarahoitteinen";"2h";12.33;927
"2018";"Vaasa 1";"Vapaarahoitteinen";"3h+";10.33;202
"2018";"Vaasa 2";"Vapaarahoitteinen";"1h";12.88;272
"2018";"Vaasa 2";"Vapaarahoitteinen";"2h";10.31;350
"2018";"Vaasa 2";"Vapaarahoitteinen";"3h+";9.61;199
"2018";"Seinäjoki";"Vapaarahoitteinen";"1h";14.63;847
"2018";"Seinäjoki";"Vapaarahoitteinen";"2h";11.72;1200
"2018";"Seinäjoki";"Vapaarahoitteinen";"3h+";10.04;432
"2018";"Kokkola";"Vapaarahoitteinen";"1h";14.30;441
"2018";"Kokkola";"Vapaarahoitteinen";"2h";11.00;579
"2018";"Kokkola";"Vapaarahoitteinen";"3h+";8.89;270
"2018";"Mikkeli";"Vapaarahoitteinen";"1h";15.10;854
"2018";"Mikkeli";"Vapaarahoitteinen";"2h";11.60;847
"2018";"Mikkeli";"Vapaarahoitteinen";"3h+";10.24;322
"2018";"Mikkeli 1";"Vapaarahoitteinen";"1h";15.56;640
"2018";"Mikkeli 1";"Vapaarahoitteinen";"2h";12.04;595
"2018";"Mikkeli 1";"Vapaarahoitteinen";"3h+";10.66;219
"2018";"Mikkeli 2";"Vapaarahoitteinen";"1h";13.41;214
"2018";"Mikkeli 2";"Vapaarahoitteinen";"2h";10.27;252
"2018";"Mikkeli 2";"Vapaarahoitteinen";"3h+";9.53;103
"2018";"Joensuu";"Vapaarahoitteinen";"1h";16.30;1882
"2018";"Joensuu";"Vapaarahoitteinen";"2h";12.58;1587
"2018";"Joensuu";"Vapaarahoitteinen";"3h+";10.29;489
"2018";"Joensuu 1";"Vapaarahoitteinen";"1h";17.09;1378
