"Alue";"Vuosi";"Yhteensä Keskiväkiluku";"0 - 14 Keskiväkiluku";"15 - 24 Keskiväkiluku";"25 - 44 Keskiväkiluku";"45 - 64 Keskiväkiluku";"65 - 74 Keskiväkiluku";"75 - Keskiväkiluku"
"Tyrnävä";"1992";4558.0;1235.5;555.0;1382.0;804.0;324.0;257.5
"Tyrnävä";"1993";4636.5;1258.0;577.0;1377.0;823.5;336.5;264.5
"Tyrnävä";"1994";4712.0;1287.0;594.5;1367.5;841.0;352.5;269.5
"Tyrnävä";"1995";4765.5;1314.5;600.0;1368.0;858.5;351.0;273.5
"Tyrnävä";"1996";4827.0;1353.5;600.0;1365.0;881.5;348.0;279.0
"Tyrnävä";"1997";4873.0;1373.5;610.5;1355.0;905.5;344.5;284.0
"Tyrnävä";"1998";4877.5;1364.5;621.5;1331.0;936.0;336.5;288.0
"Tyrnävä";"1999";4914.5;1383.0;622.5;1321.0;963.0;336.0;289.0
"Tyrnävä";"2000";4994.0;1423.0;636.5;1326.0;984.0;342.0;282.5
"Tyrnävä";"2001";5077.0;1455.5;653.5;1323.5;1022.5;345.5;276.5
"Tyrnävä";"2002";5183.5;1488.5;665.5;1336.0;1073.5;339.5;280.5
"Tyrnävä";"2003";5313.0;1531.5;673.0;1377.5;1113.5;327.5;290.0
"Tyrnävä";"2004";5497.0;1610.5;679.0;1435.5;1151.0;316.0;305.0
"Tyrnävä";"2005";5674.0;1700.5;676.5;1489.5;1179.0;319.0;309.5
"Tyrnävä";"2006";5824.0;1774.5;686.0;1523.5;1200.5;330.0;309.5
"Tyrnävä";"2007";6001.5;1837.5;713.0;1562.5;1235.5;338.0;315.0
"Tyrnävä";"2008";6117.5;1869.0;717.0;1594.5;1274.0;344.5;318.5
"Tyrnävä";"2009";6234.0;1921.5;720.5;1603.0;1314.5;347.5;327.0
"Tyrnävä";"2010";6368.0;1991.5;733.0;1609.5;1353.0;343.5;337.5
"Tyrnävä";"2011";6439.0;2035.5;725.5;1613.0;1372.5;350.5;342.0
"Tyrnävä";"2012";6537.5;2101.5;714.5;1628.5;1388.5;364.5;340.0
"Tyrnävä";"2013";6627.5;2159.5;714.5;1634.0;1398.0;384.0;337.5
"Tyrnävä";"2014";6688.5;2188.5;720.0;1624.5;1400.5;410.5;344.5
"Tyrnävä";"2015";6764.0;2207.0;735.0;1626.5;1404.5;436.5;354.5
"Tyrnävä";"2016";6771.5;2182.5;744.5;1616.0;1417.5;453.5;357.5
"Tyrnävä";"2017";6740.0;2149.5;740.5;1599.0;1433.0;461.5;356.5
"Tyrnävä";"2018";6744.0;2144.5;739.5;1585.5;1435.5;479.5;359.5
"Tyrnävä";"2019";6697.5;2114.0;723.0;1568.5;1421.0;502.0;369.0
"Tyrnävä";"2020";6620.0;2057.0;698.5;1552.5;1414.0;521.5;376.5
"Tyrnävä";"2021";6598.0;2009.5;712.5;1536.5;1416.5;537.0;386.0
"Tyrnävä";"2022";6577.5;1962.0;733.5;1532.0;1409.0;546.5;394.5
"Ulvila";"1981";12972.5;2887.5;2009.5;4375.0;2500.5;766.0;434.0
"Ulvila";"1982";13261.5;2937.5;2026.5;4500.0;2581.0;764.0;452.5
"Ulvila";"1983";13512.0;2969.5;2040.0;4594.0;2661.0;775.0;472.5
"Ulvila";"1984";13745.5;3001.0;2055.0;4641.0;2779.0;773.5;496.0
"Ulvila";"1985";13907.0;3024.5;2037.0;4675.0;2873.0;772.5;525.0
"Ulvila";"1986";13976.5;3022.5;2022.0;4651.0;2938.0;794.0;549.0
"Ulvila";"1987";13998.0;3006.0;1980.5;4634.0;2990.0;818.0;569.5
"Ulvila";"1988";14068.5;3011.5;1925.0;4683.0;3022.0;843.5;583.5
"Ulvila";"1989";14177.0;3036.5;1910.5;4686.0;3093.0;864.5;586.5
"Ulvila";"1990";14268.5;3049.5;1907.0;4644.0;3191.0;895.0;582.0
"Ulvila";"1991";14354.0;3034.0;1908.5;4584.0;3311.5;936.5;579.5
"Ulvila";"1992";14462.0;3021.5;1918.0;4525.0;3436.0;969.5;592.0
"Ulvila";"1993";14548.0;2988.5;1939.0;4441.5;3589.0;984.0;606.0
"Ulvila";"1994";14538.0;2947.0;1909.0;4310.0;3751.0;1012.5;608.5
"Ulvila";"1995";14501.5;2922.5;1850.0;4177.5;3883.0;1046.5;622.0
"Ulvila";"1996";14423.0;2885.0;1793.0;4058.0;3985.0;1052.5;649.5
"Ulvila";"1997";14330.5;2859.5;1724.5;3966.0;4056.5;1059.0;665.0
"Ulvila";"1998";14274.0;2825.0;1700.0;3862.0;4138.0;1067.0;682.0
"Ulvila";"1999";14215.0;2774.5;1678.0;3769.5;4187.0;1089.0;717.0
"Ulvila";"2000";14152.5;2746.0;1626.5;3705.0;4212.5;1115.5;747.0
"Ulvila";"2001";14081.0;2728.5;1553.5;3643.0;4244.5;1134.0;777.5
"Ulvila";"2002";14017.5;2704.5;1493.5;3576.0;4257.5;1164.0;822.0
"Ulvila";"2003";13935.0;2675.5;1443.5;3468.5;4268.5;1225.0;854.0
"Ulvila";"2004";13906.5;2651.5;1426.0;3394.0;4263.0;1291.0;881.0
"Ulvila";"2005";13868.5;2607.5;1445.0;3317.5;4256.5;1324.5;917.5
"Ulvila";"2006";13785.0;2551.0;1438.0;3228.5;4246.0;1367.5;954.0
"Ulvila";"2007";13734.5;2506.0;1422.0;3181.5;4242.0;1402.5;980.5
"Ulvila";"2008";13704.5;2479.5;1384.0;3166.5;4255.0;1420.5;999.0
"Ulvila";"2009";13699.5;2461.5;1374.5;3143.5;4236.0;1447.0;1037.0
"Ulvila";"2010";13649.0;2433.5;1364.5;3100.0;4176.5;1502.0;1072.5
"Ulvila";"2011";13580.0;2410.5;1326.0;3077.0;4087.0;1574.0;1105.5
"Ulvila";"2012";13512.0;2388.0;1313.5;3040.5;4005.0;1618.5;1146.5
"Ulvila";"2013";13415.5;2362.0;1303.0;2970.5;3921.0;1659.5;1199.5
"Ulvila";"2014";13341.5;2349.0;1286.0;2910.0;3808.0;1736.0;1252.5
"Ulvila";"2015";13337.0;2362.0;1278.5;2872.5;3712.5;1819.5;1292.0
"Ulvila";"2016";13332.0;2365.5;1271.0;2859.5;3638.5;1844.5;1353.0
"Ulvila";"2017";13274.5;2334.5;1267.5;2858.0;3553.0;1872.0;1389.5
"Ulvila";"2018";13129.0;2267.0;1233.5;2842.0;3466.0;1920.5;1400.0
"Ulvila";"2019";12946.0;2186.0;1174.5;2821.5;3407.5;1931.0;1425.5
"Ulvila";"2020";12803.0;2123.5;1121.0;2815.0;3354.5;1918.0;1471.0
"Ulvila";"2021";12702.0;2084.0;1091.0;2817.5;3285.0;1868.0;1556.5
"Ulvila";"2022";12634.0;2066.0;1079.0;2817.0;3242.5;1798.0;1631.5
"Urjala";"1981";6408.5;1039.0;922.0;1652.5;1623.5;715.5;456.0
"Urjala";"1982";6336.5;1018.0;884.0;1652.5;1609.0;708.0;465.0
"Urjala";"1983";6299.5;1007.5;856.0;1652.0;1599.5;703.0;481.5
"Urjala";"1984";6282.0;1007.0;854.0;1632.0;1604.5;687.5;497.0
"Urjala";"1985";6276.5;1011.0;844.5;1637.5;1605.5;665.5;512.5
"Urjala";"1986";6259.0;1013.0;820.5;1649.0;1582.5;660.0;534.0
"Urjala";"1987";6222.5;1015.5;788.0;1653.5;1558.5;656.0;551.0
"Urjala";"1988";6182.5;1023.0;753.0;1661.0;1539.5;641.0;565.0
"Urjala";"1989";6138.0;1018.0;714.5;1668.5;1522.0;647.5;567.5
"Urjala";"1990";6120.5;1010.5;698.5;1662.5;1515.0;672.5;561.5
"Urjala";"1991";6119.0;1016.5;696.5;1633.5;1515.0;701.0;556.5
"Urjala";"1992";6102.0;1016.0;676.0;1610.5;1532.5;716.0;551.0
"Urjala";"1993";6070.5;1011.5;664.0;1579.0;1549.0;726.0;541.0
"Urjala";"1994";6003.5;993.0;653.0;1533.0;1556.5;741.0;527.0
"Urjala";"1995";5928.0;977.5;629.5;1488.0;1566.5;745.5;521.0
"Urjala";"1996";5868.5;970.5;607.0;1427.5;1591.5;740.0;532.0
"Urjala";"1997";5801.5;949.0;595.0;1369.5;1620.5;736.5;531.0
"Urjala";"1998";5762.0;933.5;589.5;1331.5;1650.0;723.0;534.5
"Urjala";"1999";5738.5;917.0;588.5;1295.0;1677.5;701.0;559.5
"Urjala";"2000";5708.5;901.5;585.5;1260.0;1692.5;685.5;583.5
"Urjala";"2001";5657.5;877.5;576.0;1219.5;1709.5;668.0;607.0
"Urjala";"2002";5604.0;851.5;574.0;1191.5;1710.0;669.0;608.0
"Urjala";"2003";5576.0;837.0;579.0;1180.5;1696.0;673.0;610.5
"Urjala";"2004";5540.0;822.5;575.0;1162.5;1685.0;666.0;629.0
"Urjala";"2005";5544.5;820.5;582.0;1149.0;1685.0;664.0;644.0
"Urjala";"2006";5539.0;808.5;589.5;1128.5;1689.0;662.5;661.0
"Urjala";"2007";5502.0;790.0;580.5;1113.0;1687.0;661.5;670.0
"Urjala";"2008";5452.5;764.0;575.5;1095.0;1683.0;666.5;668.5
"Urjala";"2009";5388.0;734.5;557.5;1068.5;1689.5;671.0;667.0
"Urjala";"2010";5348.5;735.5;526.0;1063.5;1681.5;673.5;668.5
"Urjala";"2011";5290.5;725.0;499.0;1052.0;1651.5;687.0;676.0
"Urjala";"2012";5210.0;707.5;467.5;1027.5;1612.0;710.5;685.0
"Urjala";"2013";5139.5;708.5;430.5;1009.0;1569.5;730.5;691.5
"Urjala";"2014";5044.5;691.0;412.0;979.5;1532.0;736.0;694.0
"Urjala";"2015";4956.0;666.5;406.5;949.5;1497.0;748.5;688.0
"Urjala";"2016";4893.0;648.5;393.5;929.0;1452.0;783.0;687.0
"Urjala";"2017";4843.5;641.0;381.5;912.5;1408.5;807.5;692.5
"Urjala";"2018";4810.5;646.0;367.0;899.0;1385.5;815.5;697.5
"Urjala";"2019";4740.0;629.5;348.0;868.5;1367.5;830.0;696.5
"Urjala";"2020";4666.0;606.0;337.0;850.5;1338.0;837.0;697.5
"Urjala";"2021";4656.5;602.0;332.5;856.0;1314.0;833.0;719.0
"Urjala";"2022";4619.0;584.0;323.5;840.5;1297.0;821.0;753.0
"Utajärvi";"1981";3771.5;736.5;793.0;824.0;925.0;311.0;182.0
"Utajärvi";"1982";3777.5;744.0;765.5;848.5;927.0;312.0;180.5
"Utajärvi";"1983";3824.0;773.5;728.0;909.0;918.0;307.5;188.0
"Utajärvi";"1984";3853.5;805.5;690.0;956.0;904.5;302.5;195.0
"Utajärvi";"1985";3828.5;819.0;641.0;973.0;892.5;300.0;203.0
"Utajärvi";"1986";3777.0;810.5;594.0;982.0;874.0;303.5;213.0
"Utajärvi";"1987";3739.5;799.0;549.0;1001.0;859.5;314.0;217.0
"Utajärvi";"1988";3718.0;792.5;521.0;1015.0;848.5;325.0;216.0
"Utajärvi";"1989";3674.5;780.5;490.5;1022.0;832.0;335.5;214.0
"Utajärvi";"1990";3619.5;772.0;452.0;1026.0;809.0;349.0;211.5
"Utajärvi";"1991";3616.5;776.5;442.0;1028.0;794.0;364.5;211.5
"Utajärvi";"1992";3624.0;775.5;443.5;1019.0;797.5;371.5;217.0
"Utajärvi";"1993";3626.0;777.5;450.0;994.5;809.5;372.5;222.0
"Utajärvi";"1994";3622.5;775.0;460.0;975.5;817.5;373.0;221.5
"Utajärvi";"1995";3600.5;770.0;452.5;959.5;826.5;367.5;224.5
"Utajärvi";"1996";3568.5;760.0;441.0;932.0;835.5;365.5;234.5
"Utajärvi";"1997";3526.5;741.0;437.5;896.5;846.0;369.5;236.0
"Utajärvi";"1998";3477.0;716.0;430.5;866.0;854.5;375.0;235.0
"Utajärvi";"1999";3417.0;683.0;418.5;836.0;863.0;378.5;238.0
"Utajärvi";"2000";3361.0;659.5;405.5;804.5;869.0;373.5;249.0
"Utajärvi";"2001";3312.0;640.5;393.0;771.0;870.0;374.5;263.0
"Utajärvi";"2002";3284.5;630.0;384.5;739.0;877.0;387.0;267.0
"Utajärvi";"2003";3271.0;632.0;379.0;706.5;890.0;388.5;275.0
"Utajärvi";"2004";3247.0;629.5;369.0;678.5;909.5;377.5;283.0
"Utajärvi";"2005";3227.0;623.0;369.0;653.5;929.0;361.0;291.5
"Utajärvi";"2006";3205.5;618.5;373.5;619.5;936.0;350.5;307.5
"Utajärvi";"2007";3148.0;594.0;371.0;575.5;945.0;341.5;321.0
"Utajärvi";"2008";3076.5;553.5;366.0;541.5;957.5;323.0;335.0
"Utajärvi";"2009";3029.5;523.5;358.0;518.5;975.5;311.5;342.5
"Utajärvi";"2010";3006.0;513.5;347.5;501.5;986.5;307.5;349.5
"Utajärvi";"2011";2974.5;508.0;332.0;489.0;983.0;310.0;352.5
"Utajärvi";"2012";2950.5;502.0;315.5;473.0;986.0;321.0;353.0
"Utajärvi";"2013";2947.5;500.0;303.5;464.5;980.0;342.5;357.0
"Utajärvi";"2014";2926.0;496.5;291.5;461.5;952.5;365.5;358.5
"Utajärvi";"2015";2884.0;487.5;278.0;454.5;917.0;386.5;360.5
"Utajärvi";"2016";2842.5;479.0;263.0;448.0;884.0;407.5;361.0
"Utajärvi";"2017";2796.0;462.0;257.0;443.5;851.5;421.5;360.5
"Utajärvi";"2018";2735.0;430.0;260.0;429.5;820.5;437.5;357.5
"Utajärvi";"2019";2689.0;410.0;259.5;416.5;792.0;457.5;353.5
"Utajärvi";"2020";2647.5;395.5;249.5;419.5;757.5;467.0;358.5
"Utajärvi";"2021";2593.5;374.5;241.0;430.0;722.0;463.5;362.5
"Utajärvi";"2022";2545.5;360.0;234.5;437.5;691.5;463.5;358.5
"Utsjoki";"1981";1484.5;361.0;287.5;460.5;252.5;70.0;53.0
"Utsjoki";"1982";1498.5;367.5;276.0;466.0;263.5;68.0;57.5
"Utsjoki";"1983";1515.0;366.0;277.0;474.5;271.5;69.5;56.5
"Utsjoki";"1984";1527.0;365.0;275.0;481.0;283.5;68.5;54.0
"Utsjoki";"1985";1539.5;366.0;261.0;487.5;299.5;69.5;56.0
"Utsjoki";"1986";1548.5;359.5;256.0;493.0;302.0;77.0;61.0
"Utsjoki";"1987";1539.5;345.0;251.5;488.0;306.5;85.0;63.5
"Utsjoki";"1988";1539.0;344.0;238.5;492.5;310.5;90.5;63.0
"Utsjoki";"1989";1536.5;344.5;225.0;499.5;309.5;96.0;62.0
"Utsjoki";"1990";1519.5;338.0;212.0;491.5;314.0;99.0;65.0
"Utsjoki";"1991";1522.5;339.0;200.0;483.5;330.5;101.0;68.5
"Utsjoki";"1992";1532.5;341.0;200.5;469.0;353.5;104.5;64.0
"Utsjoki";"1993";1551.0;335.0;212.5;465.0;371.0;107.0;60.5
"Utsjoki";"1994";1560.5;330.0;212.5;466.5;382.0;110.0;59.5
"Utsjoki";"1995";1560.5;327.5;207.5;454.5;395.5;114.5;61.0
"Utsjoki";"1996";1561.5;313.0;207.0;447.0;411.5;117.0;66.0
"Utsjoki";"1997";1538.0;290.0;208.0;433.5;420.0;117.5;69.0
"Utsjoki";"1998";1489.0;266.0;200.5;406.0;425.5;117.0;74.0
"Utsjoki";"1999";1434.5;242.5;189.0;380.0;429.0;116.5;77.5
"Utsjoki";"2000";1403.0;222.0;182.0;360.5;439.0;120.0;79.5
"Utsjoki";"2001";1397.5;208.0;175.5;356.0;449.5;126.0;82.5
"Utsjoki";"2002";1401.5;200.5;176.5;353.0;452.0;135.5;84.0
"Utsjoki";"2003";1393.5;193.5;177.5;337.5;458.0;142.0;85.0
"Utsjoki";"2004";1376.0;185.5;172.5;322.0;462.0;146.5;87.5
"Utsjoki";"2005";1365.0;177.5;167.5;308.0;471.5;148.0;92.5
"Utsjoki";"2006";1362.0;175.0;159.0;300.5;480.5;148.5;98.5
"Utsjoki";"2007";1348.0;178.0;144.0;295.0;475.0;154.0;102.0
"Utsjoki";"2008";1328.5;181.0;127.0;280.0;476.5;159.0;105.0
"Utsjoki";"2009";1312.0;185.0;115.0;265.0;473.0;162.0;112.0
"Utsjoki";"2010";1299.5;187.5;109.5;261.5;457.0;164.0;120.0
"Utsjoki";"2011";1295.5;191.0;102.5;261.5;445.5;169.0;126.0
"Utsjoki";"2012";1289.5;190.0;96.0;262.0;431.0;178.5;132.0
"Utsjoki";"2013";1282.0;191.0;89.5;265.5;412.5;189.5;134.0
"Utsjoki";"2014";1269.5;193.0;86.0;260.5;399.0;194.5;136.5
"Utsjoki";"2015";1255.0;182.5;86.5;252.0;400.0;194.0;140.0
"Utsjoki";"2016";1245.5;180.0;82.5;246.5;402.5;193.0;141.0
"Utsjoki";"2017";1241.5;186.0;80.5;239.5;392.0;195.0;148.5
"Utsjoki";"2018";1237.0;182.5;81.0;235.0;378.5;204.5;155.5
"Utsjoki";"2019";1222.0;175.0;80.5;233.5;364.0;212.5;156.5
"Utsjoki";"2020";1215.5;163.0;84.5;244.5;350.0;217.5;156.0
"Utsjoki";"2021";1197.5;148.0;90.5;254.5;331.5;216.0;157.0
"Utsjoki";"2022";1178.0;145.0;97.0;252.5;312.0;208.0;163.5
"Uurainen";"1981";2742.5;565.0;417.5;744.5;634.0;262.5;119.0
"Uurainen";"1982";2757.0;557.0;414.0;770.5;633.0;255.0;127.5
"Uurainen";"1983";2782.0;563.5;406.5;789.5;634.0;256.0;132.5
"Uurainen";"1984";2800.0;567.5;401.0;793.0;640.0;254.5;144.0
"Uurainen";"1985";2813.5;572.5;394.5;802.0;637.0;251.5;156.0
"Uurainen";"1986";2825.0;576.5;389.5;809.5;634.0;256.0;159.5
"Uurainen";"1987";2826.0;583.0;374.5;822.5;628.5;250.0;167.5
"Uurainen";"1988";2851.5;599.5;372.5;835.5;631.5;238.5;174.0
"Uurainen";"1989";2886.5;616.0;376.0;838.0;639.5;239.0;178.0
"Uurainen";"1990";2928.0;634.5;368.5;852.0;647.0;242.0;184.0
"Uurainen";"1991";2987.0;649.0;371.0;871.0;664.5;246.5;185.0
"Uurainen";"1992";3025.5;657.0;369.5;872.0;685.0;257.5;184.5
"Uurainen";"1993";3060.0;668.5;367.5;873.0;697.0;266.0;188.0
"Uurainen";"1994";3080.0;670.5;370.5;877.0;701.5;271.0;189.5
"Uurainen";"1995";3066.5;664.0;361.0;857.0;715.0;277.0;192.5
"Uurainen";"1996";3068.5;664.0;358.0;832.0;735.5;283.0;196.0
"Uurainen";"1997";3080.0;660.0;370.5;804.0;765.0;285.5;195.0
"Uurainen";"1998";3083.5;652.0;373.0;772.5;809.5;285.0;191.5
"Uurainen";"1999";3103.0;649.0;373.5;760.0;842.5;281.5;196.5
"Uurainen";"2000";3121.0;650.5;367.0;757.5;853.5;284.0;208.5
"Uurainen";"2001";3118.5;645.5;355.5;753.0;857.0;288.0;219.5
"Uurainen";"2002";3111.5;637.0;353.0;748.0;859.5;283.5;230.5
"Uurainen";"2003";3094.5;629.5;339.5;747.5;861.5;281.0;235.5
"Uurainen";"2004";3087.0;633.5;325.0;743.0;865.5;280.0;240.0
"Uurainen";"2005";3116.5;654.0;326.0;739.0;872.5;275.0;250.0
"Uurainen";"2006";3147.0;663.0;330.5;750.5;876.5;275.5;251.0
"Uurainen";"2007";3211.0;685.5;332.5;777.5;889.0;278.0;248.5
"Uurainen";"2008";3293.0;731.0;329.5;806.0;897.0;284.0;245.5
"Uurainen";"2009";3351.5;762.0;331.5;817.5;905.0;294.5;241.0
"Uurainen";"2010";3418.5;803.0;327.5;833.5;909.5;302.0;243.0
"Uurainen";"2011";3481.0;844.0;319.5;857.0;899.5;315.0;246.0
"Uurainen";"2012";3538.0;866.5;329.0;871.5;886.0;340.0;245.0
"Uurainen";"2013";3581.5;887.5;335.5;877.5;880.0;352.5;248.5
"Uurainen";"2014";3602.5;905.5;327.0;878.0;878.0;358.5;255.5
"Uurainen";"2015";3638.5;928.0;323.0;881.5;872.0;378.5;255.5
"Uurainen";"2016";3691.5;944.5;323.0;896.5;874.0;391.5;262.0
"Uurainen";"2017";3732.0;956.5;319.0;907.5;869.5;411.5;268.0
"Uurainen";"2018";3765.0;973.5;318.5;899.0;862.5;434.0;277.5
"Uurainen";"2019";3732.0;964.5;307.0;873.5;856.0;440.5;290.5
"Uurainen";"2020";3663.5;936.0;290.0;841.0;862.0;444.0;290.5
"Uurainen";"2021";3640.0;922.0;274.0;828.0;872.5;442.0;301.5
"Uurainen";"2022";3613.0;897.5;264.0;816.5;874.5;431.5;329.0
"Uusikaarlepyy";"1981";7565.0;1568.5;1034.5;2010.5;1640.0;828.0;483.5
"Uusikaarlepyy";"1982";7635.5;1574.0;1055.0;2051.0;1626.0;816.0;513.5
"Uusikaarlepyy";"1983";7712.5;1590.0;1065.0;2089.5;1624.5;807.0;536.5
"Uusikaarlepyy";"1984";7747.5;1585.5;1069.0;2098.5;1618.5;813.0;563.0
"Uusikaarlepyy";"1985";7758.0;1576.5;1073.5;2111.5;1603.0;805.0;588.5
"Uusikaarlepyy";"1986";7769.0;1568.0;1079.0;2125.5;1595.0;795.0;606.5
"Uusikaarlepyy";"1987";7815.5;1585.5;1084.5;2137.5;1583.0;803.0;622.0
"Uusikaarlepyy";"1988";7840.5;1613.0;1067.0;2140.5;1570.5;808.0;641.5
"Uusikaarlepyy";"1989";7788.0;1598.5;1033.0;2113.5;1584.0;791.5;667.5
"Uusikaarlepyy";"1990";7741.5;1589.5;996.5;2084.0;1606.0;779.0;686.5
"Uusikaarlepyy";"1991";7724.0;1595.5;972.0;2034.0;1645.0;780.5;697.0
"Uusikaarlepyy";"1992";7732.0;1598.0;971.5;1981.0;1698.5;769.5;713.5
"Uusikaarlepyy";"1993";7735.0;1597.0;973.0;1952.5;1733.5;748.0;731.0
"Uusikaarlepyy";"1994";7697.0;1565.0;972.5;1922.0;1764.5;728.5;744.5
"Uusikaarlepyy";"1995";7662.5;1541.0;977.5;1868.0;1807.5;721.0;747.5
"Uusikaarlepyy";"1996";7655.0;1530.5;977.0;1842.0;1837.0;718.0;750.5
"Uusikaarlepyy";"1997";7629.5;1496.0;973.0;1826.5;1859.0;705.0;770.0
"Uusikaarlepyy";"1998";7580.5;1467.0;959.5;1779.0;1896.5;686.5;792.0
"Uusikaarlepyy";"1999";7541.5;1459.0;947.0;1731.0;1923.0;683.0;798.5
"Uusikaarlepyy";"2000";7510.5;1447.5;948.0;1689.0;1937.5;685.0;803.5
"Uusikaarlepyy";"2001";7475.0;1417.0;945.5;1660.5;1962.0;679.0;811.0
"Uusikaarlepyy";"2002";7444.5;1378.0;963.0;1638.5;1974.0;679.5;811.5
"Uusikaarlepyy";"2003";7440.5;1346.0;996.0;1624.5;1979.5;686.5;808.0
"Uusikaarlepyy";"2004";7443.0;1326.5;1010.5;1632.0;1982.5;688.0;803.5
"Uusikaarlepyy";"2005";7405.5;1291.0;1016.5;1628.0;1985.5;687.0;797.5
"Uusikaarlepyy";"2006";7389.5;1256.5;1027.0;1621.0;1984.5;702.0;798.5
"Uusikaarlepyy";"2007";7401.5;1240.5;1031.5;1635.5;1982.5;717.0;794.5
"Uusikaarlepyy";"2008";7414.0;1248.0;1017.0;1656.0;1985.5;724.0;783.5
"Uusikaarlepyy";"2009";7440.5;1270.5;998.0;1666.5;1984.5;735.0;786.0
"Uusikaarlepyy";"2010";7455.0;1275.5;982.5;1666.0;1979.5;754.0;797.5
"Uusikaarlepyy";"2011";7487.0;1293.0;973.0;1675.5;1940.0;802.0;803.5
"Uusikaarlepyy";"2012";7523.5;1323.5;948.5;1692.0;1898.0;850.5;811.0
"Uusikaarlepyy";"2013";7527.5;1327.5;896.0;1721.5;1883.5;877.0;822.0
"Uusikaarlepyy";"2014";7528.5;1323.5;857.0;1749.5;1875.5;898.0;825.0
"Uusikaarlepyy";"2015";7548.5;1348.0;836.0;1764.5;1848.0;933.0;819.0
"Uusikaarlepyy";"2016";7540.0;1373.5;792.5;1757.5;1823.5;963.0;830.0
"Uusikaarlepyy";"2017";7518.5;1375.5;753.0;1745.5;1818.5;973.0;853.0
"Uusikaarlepyy";"2018";7488.0;1359.0;732.5;1749.0;1792.5;989.5;865.5
"Uusikaarlepyy";"2019";7459.5;1359.0;704.0;1750.0;1763.5;1002.0;881.0
"Uusikaarlepyy";"2020";7471.5;1373.0;672.0;1778.0;1741.5;1002.0;905.0
"Uusikaarlepyy";"2021";7488.0;1368.5;666.0;1798.0;1723.0;983.0;949.5
"Uusikaarlepyy";"2022";7465.5;1339.5;688.0;1781.5;1715.5;961.0;980.0
"Uusikaupunki";"1981";17304.0;4089.5;2574.0;5634.5;3106.5;1191.0;708.5
"Uusikaupunki";"1982";17307.5;4028.0;2576.5;5664.5;3145.0;1151.5;742.0
"Uusikaupunki";"1983";17374.0;3970.5;2629.0;5682.5;3190.5;1134.5;767.0
"Uusikaupunki";"1984";17558.0;3926.0;2733.5;5704.0;3278.5;1111.0;805.0
"Uusikaupunki";"1985";17758.0;3885.5;2848.0;5771.5;3314.5;1093.0;845.5
"Uusikaupunki";"1986";17969.0;3867.5;2937.0;5876.5;3325.0;1096.0;867.0
"Uusikaupunki";"1987";18214.0;3873.0;2990.0;6011.5;3361.0;1099.5;879.0
"Uusikaupunki";"1988";18384.0;3875.0;2964.5;6136.5;3397.0;1126.0;885.0
"Uusikaupunki";"1989";18449.0;3865.0;2870.5;6191.5;3467.0;1154.0;901.0
"Uusikaupunki";"1990";18433.5;3839.5;2757.0;6139.0;3594.0;1181.0;923.0
"Uusikaupunki";"1991";18412.5;3785.0;2665.5;6046.5;3758.5;1234.5;922.5
"Uusikaupunki";"1992";18324.0;3685.5;2622.5;5902.5;3920.0;1284.0;909.5
"Uusikaupunki";"1993";18132.0;3577.5;2580.0;5671.0;4077.5;1318.0;908.0
"Uusikaupunki";"1994";17940.5;3468.0;2509.0;5434.5;4248.0;1365.5;915.5
"Uusikaupunki";"1995";17731.0;3369.5;2426.0;5214.5;4392.0;1395.0;934.0
"Uusikaupunki";"1996";17610.5;3300.5;2354.5;5080.0;4518.5;1402.5;954.5
"Uusikaupunki";"1997";17591.5;3237.5;2342.0;4969.0;4663.5;1412.0;967.5
"Uusikaupunki";"1998";17515.5;3158.5;2349.5;4805.5;4783.0;1417.5;1001.5
"Uusikaupunki";"1999";17347.5;3064.0;2288.5;4625.0;4909.0;1416.0;1045.0
"Uusikaupunki";"2000";17117.5;2975.5;2186.5;4453.5;5021.5;1415.5;1065.0
"Uusikaupunki";"2001";16935.0;2896.0;2128.5;4299.0;5106.5;1416.0;1089.0
"Uusikaupunki";"2002";16773.5;2815.5;2029.5;4203.0;5174.5;1409.5;1141.5
"Uusikaupunki";"2003";16550.5;2730.0;1922.5;4096.5;5190.0;1419.0;1192.5
"Uusikaupunki";"2004";16332.5;2660.5;1845.5;3936.0;5195.5;1461.0;1234.0
"Uusikaupunki";"2005";16229.0;2596.0;1790.0;3816.5;5245.0;1506.5;1275.0
"Uusikaupunki";"2006";16128.5;2509.0;1764.0;3701.5;5298.0;1555.0;1301.0
"Uusikaupunki";"2007";15992.5;2416.5;1739.0;3549.0;5357.0;1609.5;1321.5
"Uusikaupunki";"2008";15906.0;2332.0;1745.0;3398.0;5418.0;1667.0;1346.0
"Uusikaupunki";"2009";15879.5;2277.5;1746.5;3316.0;5428.0;1734.5;1377.0
"Uusikaupunki";"2010";15853.0;2255.0;1691.0;3284.0;5383.0;1814.0;1426.0
"Uusikaupunki";"2011";15759.0;2240.5;1611.5;3243.5;5264.0;1925.5;1474.0
"Uusikaupunki";"2012";15592.0;2201.5;1564.0;3160.5;5089.5;2069.5;1507.0
"Uusikaupunki";"2013";15481.0;2175.0;1544.5;3074.5;4919.5;2209.0;1558.5
"Uusikaupunki";"2014";15515.0;2173.5;1573.0;3076.0;4762.0;2311.0;1619.5
"Uusikaupunki";"2015";15538.5;2162.5;1578.5;3138.5;4615.0;2380.5;1663.5
