"Vuosi";"Alue";"Talotyyppi";"Neliöhinta (EUR/m2)";"Kauppojen lukumäärä, varainsiirtoverotiedot vuoteen 2019 asti";"Kauppojen lukumäärä, varainsiirtoverotiedot vuodesta 2020 alkaen"
"2020";"Helsinki";"Kerrostalo kaksiot";5490;.;4583
"2020";"Helsinki";"Kerrostalo kolmiot+";5306;.;4092
"2020";"Helsinki 1";"Kerrostalo yksiöt";...;.;598
"2020";"Helsinki 1";"Kerrostalo kaksiot";7847;.;785
"2020";"Helsinki 1";"Kerrostalo kolmiot+";7607;.;783
"2020";"Helsinki 2";"Kerrostalo yksiöt";6961;.;1378
"2020";"Helsinki 2";"Kerrostalo kaksiot";6102;.;2025
"2020";"Helsinki 2";"Kerrostalo kolmiot+";5884;.;1560
"2020";"Helsinki 3";"Kerrostalo yksiöt";...;.;309
"2020";"Helsinki 3";"Kerrostalo kaksiot";4142;.;706
"2020";"Helsinki 3";"Kerrostalo kolmiot+";3884;.;723
"2020";"Helsinki 4";"Kerrostalo yksiöt";4035;.;348
"2020";"Helsinki 4";"Kerrostalo kaksiot";3027;.;1067
"2020";"Helsinki 4";"Kerrostalo kolmiot+";2627;.;1026
"2020";"Espoo-Kauniainen";"Kerrostalo yksiöt";4590;.;375
"2020";"Espoo-Kauniainen";"Kerrostalo kaksiot";4063;.;1176
"2020";"Espoo-Kauniainen";"Kerrostalo kolmiot+";3640;.;1341
"2020";"Espoo-Kauniainen 1";"Kerrostalo yksiöt";5401;.;110
"2020";"Espoo-Kauniainen 1";"Kerrostalo kaksiot";5013;.;370
"2020";"Espoo-Kauniainen 1";"Kerrostalo kolmiot+";4629;.;425
"2020";"Espoo-Kauniainen 2";"Kerrostalo yksiöt";4725;.;94
"2020";"Espoo-Kauniainen 2";"Kerrostalo kaksiot";4241;.;315
"2020";"Espoo-Kauniainen 2";"Kerrostalo kolmiot+";3707;.;364
"2020";"Espoo-Kauniainen 3";"Kerrostalo yksiöt";3795;.;171
"2020";"Espoo-Kauniainen 3";"Kerrostalo kaksiot";3072;.;491
"2020";"Espoo-Kauniainen 3";"Kerrostalo kolmiot+";2772;.;552
"2020";"Vantaa";"Kerrostalo yksiöt";3889;.;433
"2020";"Vantaa";"Kerrostalo kaksiot";2982;.;1113
"2020";"Vantaa";"Kerrostalo kolmiot+";2567;.;957
"2020";"Vantaa 1";"Kerrostalo yksiöt";4809;.;102
"2020";"Vantaa 1";"Kerrostalo kaksiot";3954;.;240
"2020";"Vantaa 1";"Kerrostalo kolmiot+";3604;.;205
"2020";"Vantaa 2";"Kerrostalo yksiöt";3922;.;126
"2020";"Vantaa 2";"Kerrostalo kaksiot";3054;.;256
"2020";"Vantaa 2";"Kerrostalo kolmiot+";2690;.;225
"2020";"Vantaa 3";"Kerrostalo yksiöt";3243;.;205
"2020";"Vantaa 3";"Kerrostalo kaksiot";2388;.;617
"2020";"Vantaa 3";"Kerrostalo kolmiot+";2069;.;527
"2020";"Kehyskunnat";"Kerrostalo yksiöt";2538;.;459
"2020";"Kehyskunnat";"Kerrostalo kaksiot";2064;.;1141
"2020";"Kehyskunnat";"Kerrostalo kolmiot+";2008;.;801
"2020";"Porvoo";"Kerrostalo yksiöt";2903;.;90
"2020";"Porvoo";"Kerrostalo kaksiot";2552;.;172
"2020";"Porvoo";"Kerrostalo kolmiot+";2554;.;142
"2020";"Hyvinkää";"Kerrostalo yksiöt";2076;.;90
"2020";"Hyvinkää";"Kerrostalo kaksiot";1922;.;231
"2020";"Hyvinkää";"Kerrostalo kolmiot+";1819;.;159
"2020";"Järvenpää";"Kerrostalo yksiöt";3054;.;83
"2020";"Järvenpää";"Kerrostalo kaksiot";2441;.;196
"2020";"Järvenpää";"Kerrostalo kolmiot+";2308;.;104
"2020";"Kerava";"Kerrostalo yksiöt";2859;.;57
"2020";"Kerava";"Kerrostalo kaksiot";2357;.;211
"2020";"Kerava";"Kerrostalo kolmiot+";2244;.;162
"2020";"Varsinais-Suomi";"Kerrostalo yksiöt";3103;.;773
"2020";"Varsinais-Suomi";"Kerrostalo kaksiot";2302;.;2072
"2020";"Varsinais-Suomi";"Kerrostalo kolmiot+";2126;.;1574
"2020";"Turku";"Kerrostalo yksiöt";3628;.;504
"2020";"Turku";"Kerrostalo kaksiot";2690;.;1358
"2020";"Turku";"Kerrostalo kolmiot+";2356;.;1097
"2020";"Turku 1";"Kerrostalo yksiöt";4222;.;282
"2020";"Turku 1";"Kerrostalo kaksiot";3536;.;603
"2020";"Turku 1";"Kerrostalo kolmiot+";3250;.;447
"2020";"Turku 2";"Kerrostalo yksiöt";3320;.;119
"2020";"Turku 2";"Kerrostalo kaksiot";2485;.;261
"2020";"Turku 2";"Kerrostalo kolmiot+";2148;.;220
"2020";"Turku 3";"Kerrostalo yksiöt";1994;.;103
"2020";"Turku 3";"Kerrostalo kaksiot";1481;.;494
"2020";"Turku 3";"Kerrostalo kolmiot+";1432;.;430
"2020";"Satakunta";"Kerrostalo yksiöt";1596;.;286
"2020";"Satakunta";"Kerrostalo kaksiot";1314;.;596
"2020";"Satakunta";"Kerrostalo kolmiot+";1431;.;399
"2020";"Pori";"Kerrostalo yksiöt";1734;.;159
"2020";"Pori";"Kerrostalo kaksiot";1408;.;284
"2020";"Pori";"Kerrostalo kolmiot+";1518;.;212
"2020";"Pori 1";"Kerrostalo yksiöt";2155;.;110
"2020";"Pori 1";"Kerrostalo kaksiot";1864;.;168
"2020";"Pori 1";"Kerrostalo kolmiot+";1831;.;139
"2020";"Pori 2";"Kerrostalo yksiöt";914;.;49
"2020";"Pori 2";"Kerrostalo kaksiot";805;.;116
"2020";"Pori 2";"Kerrostalo kolmiot+";946;.;73
"2020";"Rauma";"Kerrostalo yksiöt";1600;.;82
"2020";"Rauma";"Kerrostalo kaksiot";1343;.;212
"2020";"Rauma";"Kerrostalo kolmiot+";1396;.;132
"2020";"Kanta-Häme";"Kerrostalo yksiöt";1605;.;255
"2020";"Kanta-Häme";"Kerrostalo kaksiot";1446;.;603
"2020";"Kanta-Häme";"Kerrostalo kolmiot+";1481;.;356
"2020";"Hämeenlinna";"Kerrostalo yksiöt";1948;.;126
"2020";"Hämeenlinna";"Kerrostalo kaksiot";1783;.;285
"2020";"Hämeenlinna";"Kerrostalo kolmiot+";1753;.;166
"2020";"Hämeenlinna 1";"Kerrostalo yksiöt";2130;.;98
"2020";"Hämeenlinna 1";"Kerrostalo kaksiot";2025;.;220
"2020";"Hämeenlinna 1";"Kerrostalo kolmiot+";2001;.;125
"2020";"Hämeenlinna 2";"Kerrostalo yksiöt";1486;.;28
"2020";"Hämeenlinna 2";"Kerrostalo kaksiot";1283;.;65
"2020";"Hämeenlinna 2";"Kerrostalo kolmiot+";1221;.;41
"2020";"Riihimäki";"Kerrostalo yksiöt";1642;.;62
"2020";"Riihimäki";"Kerrostalo kaksiot";1330;.;159
"2020";"Riihimäki";"Kerrostalo kolmiot+";1441;.;107
"2020";"Pirkanmaa";"Kerrostalo yksiöt";3187;.;1334
"2020";"Pirkanmaa";"Kerrostalo kaksiot";2614;.;2413
"2020";"Pirkanmaa";"Kerrostalo kolmiot+";2429;.;1743
"2020";"Tampere";"Kerrostalo yksiöt";3654;.;1033
"2020";"Tampere";"Kerrostalo kaksiot";3034;.;1748
"2020";"Tampere";"Kerrostalo kolmiot+";2818;.;1253
"2020";"Tampere 1";"Kerrostalo yksiöt";4313;.;545
"2020";"Tampere 1";"Kerrostalo kaksiot";3740;.;863
"2020";"Tampere 1";"Kerrostalo kolmiot+";3680;.;568
"2020";"Tampere 2";"Kerrostalo yksiöt";3101;.;291
"2020";"Tampere 2";"Kerrostalo kaksiot";2768;.;485
"2020";"Tampere 2";"Kerrostalo kolmiot+";2510;.;318
"2020";"Tampere 3";"Kerrostalo yksiöt";2670;.;197
"2020";"Tampere 3";"Kerrostalo kaksiot";1899;.;400
"2020";"Tampere 3";"Kerrostalo kolmiot+";1657;.;367
"2020";"Päijät-Häme";"Kerrostalo yksiöt";1815;.;573
"2020";"Päijät-Häme";"Kerrostalo kaksiot";1538;.;912
"2020";"Päijät-Häme";"Kerrostalo kolmiot+";1575;.;634
"2020";"Lahti";"Kerrostalo yksiöt";2081;.;487
"2020";"Lahti";"Kerrostalo kaksiot";1685;.;767
"2020";"Lahti";"Kerrostalo kolmiot+";1706;.;517
"2020";"Lahti 1";"Kerrostalo yksiöt";2615;.;145
"2020";"Lahti 1";"Kerrostalo kaksiot";2340;.;256
"2020";"Lahti 1";"Kerrostalo kolmiot+";2340;.;240
"2020";"Lahti 2";"Kerrostalo yksiöt";1596;.;342
"2020";"Lahti 2";"Kerrostalo kaksiot";1273;.;511
"2020";"Lahti 2";"Kerrostalo kolmiot+";1233;.;277
"2020";"Kymenlaakso";"Kerrostalo yksiöt";1068;.;293
"2020";"Kymenlaakso";"Kerrostalo kaksiot";1122;.;651
"2020";"Kymenlaakso";"Kerrostalo kolmiot+";1102;.;361
"2020";"Kotka";"Kerrostalo yksiöt";1125;.;127
"2020";"Kotka";"Kerrostalo kaksiot";1183;.;324
"2020";"Kotka";"Kerrostalo kolmiot+";1253;.;167
"2020";"Kotka 1";"Kerrostalo yksiöt";1472;.;53
"2020";"Kotka 1";"Kerrostalo kaksiot";1499;.;162
"2020";"Kotka 1";"Kerrostalo kolmiot+";1627;.;86
"2020";"Kotka 2";"Kerrostalo yksiöt";825;.;74
"2020";"Kotka 2";"Kerrostalo kaksiot";886;.;162
"2020";"Kotka 2";"Kerrostalo kolmiot+";852;.;81
"2020";"Kouvola";"Kerrostalo yksiöt";1039;.;143
"2020";"Kouvola";"Kerrostalo kaksiot";1088;.;264
"2020";"Kouvola";"Kerrostalo kolmiot+";991;.;153
"2020";"Etelä-Karjala";"Kerrostalo yksiöt";1655;.;238
"2020";"Etelä-Karjala";"Kerrostalo kaksiot";1570;.;487
"2020";"Etelä-Karjala";"Kerrostalo kolmiot+";1707;.;268
"2020";"Lappeenranta";"Kerrostalo yksiöt";2113;.;188
"2020";"Lappeenranta";"Kerrostalo kaksiot";1888;.;402
"2020";"Lappeenranta";"Kerrostalo kolmiot+";1900;.;224
"2020";"Lappeenranta 1";"Kerrostalo yksiöt";2574;.;134
"2020";"Lappeenranta 1";"Kerrostalo kaksiot";2441;.;290
"2020";"Lappeenranta 1";"Kerrostalo kolmiot+";2509;.;149
"2020";"Lappeenranta 2";"Kerrostalo yksiöt";1311;.;54
"2020";"Lappeenranta 2";"Kerrostalo kaksiot";1153;.;112
"2020";"Lappeenranta 2";"Kerrostalo kolmiot+";1072;.;75
"2020";"Etelä-Savo";"Kerrostalo yksiöt";1385;.;181
"2020";"Etelä-Savo";"Kerrostalo kaksiot";1223;.;397
"2020";"Etelä-Savo";"Kerrostalo kolmiot+";1323;.;238
"2020";"Mikkeli";"Kerrostalo yksiöt";1999;.;86
"2020";"Mikkeli";"Kerrostalo kaksiot";1671;.;198
"2020";"Mikkeli";"Kerrostalo kolmiot+";1602;.;126
"2020";"Pohjois-Savo";"Kerrostalo yksiöt";2045;.;327
"2020";"Pohjois-Savo";"Kerrostalo kaksiot";1725;.;786
"2020";"Pohjois-Savo";"Kerrostalo kolmiot+";1694;.;547
"2020";"Kuopio";"Kerrostalo yksiöt";2639;.;216
"2020";"Kuopio";"Kerrostalo kaksiot";2122;.;585
"2020";"Kuopio";"Kerrostalo kolmiot+";1887;.;433
"2020";"Kuopio 1";"Kerrostalo yksiöt";3225;.;125
"2020";"Kuopio 1";"Kerrostalo kaksiot";2646;.;327
"2020";"Kuopio 1";"Kerrostalo kolmiot+";2419;.;235
"2020";"Kuopio 2";"Kerrostalo yksiöt";1685;.;91
"2020";"Kuopio 2";"Kerrostalo kaksiot";1547;.;258
"2020";"Kuopio 2";"Kerrostalo kolmiot+";1318;.;198
"2020";"Pohjois-Karjala";"Kerrostalo yksiöt";2190;.;179
"2020";"Pohjois-Karjala";"Kerrostalo kaksiot";1676;.;316
"2020";"Pohjois-Karjala";"Kerrostalo kolmiot+";1537;.;201
"2020";"Joensuu";"Kerrostalo yksiöt";2669;.;141
"2020";"Joensuu";"Kerrostalo kaksiot";2048;.;223
"2020";"Joensuu";"Kerrostalo kolmiot+";1773;.;174
"2020";"Joensuu 1";"Kerrostalo yksiöt";2757;.;110
"2020";"Joensuu 1";"Kerrostalo kaksiot";2153;.;170
"2020";"Joensuu 1";"Kerrostalo kolmiot+";1957;.;140
"2020";"Joensuu 2";"Kerrostalo yksiöt";2247;.;31
"2020";"Joensuu 2";"Kerrostalo kaksiot";1750;.;53
"2020";"Joensuu 2";"Kerrostalo kolmiot+";1083;.;34
"2020";"Keski-Suomi";"Kerrostalo yksiöt";2159;.;445
"2020";"Keski-Suomi";"Kerrostalo kaksiot";1775;.;987
"2020";"Keski-Suomi";"Kerrostalo kolmiot+";1788;.;595
"2020";"Jyväskylä";"Kerrostalo yksiöt";2548;.;343
"2020";"Jyväskylä";"Kerrostalo kaksiot";2059;.;785
"2020";"Jyväskylä";"Kerrostalo kolmiot+";2034;.;503
"2020";"Jyväskylä 1";"Kerrostalo yksiöt";3187;.;176
"2020";"Jyväskylä 1";"Kerrostalo kaksiot";2640;.;331
"2020";"Jyväskylä 1";"Kerrostalo kolmiot+";2590;.;188
"2020";"Jyväskylä 2";"Kerrostalo yksiöt";1872;.;167
"2020";"Jyväskylä 2";"Kerrostalo kaksiot";1567;.;454
"2020";"Jyväskylä 2";"Kerrostalo kolmiot+";1598;.;315
"2020";"Etelä-Pohjanmaa";"Kerrostalo yksiöt";1997;.;135
"2020";"Etelä-Pohjanmaa";"Kerrostalo kaksiot";1730;.;258
"2020";"Etelä-Pohjanmaa";"Kerrostalo kolmiot+";1624;.;140
"2020";"Seinäjoki";"Kerrostalo yksiöt";2367;.;106
"2020";"Seinäjoki";"Kerrostalo kaksiot";2038;.;193
"2020";"Seinäjoki";"Kerrostalo kolmiot+";1871;.;118
"2020";"Pohjanmaa";"Kerrostalo yksiöt";2219;.;256
"2020";"Pohjanmaa";"Kerrostalo kaksiot";1867;.;444
"2020";"Pohjanmaa";"Kerrostalo kolmiot+";1716;.;418
"2020";"Vaasa";"Kerrostalo yksiöt";2490;.;206
"2020";"Vaasa";"Kerrostalo kaksiot";2067;.;333
"2020";"Vaasa";"Kerrostalo kolmiot+";1900;.;291
"2020";"Vaasa 1";"Kerrostalo yksiöt";2722;.;168
"2020";"Vaasa 1";"Kerrostalo kaksiot";2291;.;269
"2020";"Vaasa 1";"Kerrostalo kolmiot+";2170;.;214
"2020";"Vaasa 2";"Kerrostalo yksiöt";1579;.;38
"2020";"Vaasa 2";"Kerrostalo kaksiot";1331;.;64
"2020";"Vaasa 2";"Kerrostalo kolmiot+";1184;.;77
"2020";"Keski-Pohjanmaa";"Kerrostalo yksiöt";2110;.;53
"2020";"Keski-Pohjanmaa";"Kerrostalo kaksiot";1665;.;102
"2020";"Keski-Pohjanmaa";"Kerrostalo kolmiot+";1645;.;84
"2020";"Kokkola";"Kerrostalo yksiöt";2217;.;47
"2020";"Kokkola";"Kerrostalo kaksiot";1714;.;96
"2020";"Kokkola";"Kerrostalo kolmiot+";1662;.;80
"2020";"Pohjois-Pohjanmaa";"Kerrostalo yksiöt";2594;.;627
"2020";"Pohjois-Pohjanmaa";"Kerrostalo kaksiot";1993;.;1152
"2020";"Pohjois-Pohjanmaa";"Kerrostalo kolmiot+";2013;.;868
"2020";"Oulu";"Kerrostalo yksiöt";2844;.;554
"2020";"Oulu";"Kerrostalo kaksiot";2138;.;987
"2020";"Oulu";"Kerrostalo kolmiot+";2131;.;766
"2020";"Oulu 1";"Kerrostalo yksiöt";3135;.;226
"2020";"Oulu 1";"Kerrostalo kaksiot";2491;.;422
"2020";"Oulu 1";"Kerrostalo kolmiot+";2544;.;317
"2020";"Oulu 2";"Kerrostalo yksiöt";2541;.;328
"2020";"Oulu 2";"Kerrostalo kaksiot";1792;.;565
"2020";"Oulu 2";"Kerrostalo kolmiot+";1712;.;449
"2020";"Kainuu";"Kerrostalo yksiöt";1380;.;120
"2020";"Kainuu";"Kerrostalo kaksiot";1195;.;214
"2020";"Kainuu";"Kerrostalo kolmiot+";1234;.;135
"2020";"Kajaani";"Kerrostalo yksiöt";1512;.;86
"2020";"Kajaani";"Kerrostalo kaksiot";1236;.;169
"2020";"Kajaani";"Kerrostalo kolmiot+";1248;.;124
"2020";"Lappi";"Kerrostalo yksiöt";1693;.;241
"2020";"Lappi";"Kerrostalo kaksiot";1523;.;464
"2020";"Lappi";"Kerrostalo kolmiot+";1479;.;261
"2020";"Rovaniemi";"Kerrostalo yksiöt";2137;.;147
"2020";"Rovaniemi";"Kerrostalo kaksiot";1926;.;258
"2020";"Rovaniemi";"Kerrostalo kolmiot+";1711;.;159
"2021";"Koko maa";"Kerrostalo yksiöt";3779;.;12707
"2021";"Koko maa";"Kerrostalo kaksiot";2875;.;24852
"2021";"Koko maa";"Kerrostalo kolmiot+";3009;.;18801
"2021";"Pääkaupunkiseutu (PKS)";"Kerrostalo yksiöt";6421;.;4040
"2021";"Pääkaupunkiseutu (PKS)";"Kerrostalo kaksiot";5040;.;7720
"2021";"Pääkaupunkiseutu (PKS)";"Kerrostalo kolmiot+";4868;.;7012
"2021";"Koko maa ilman pääkaupunkiseutua";"Kerrostalo yksiöt";2442;.;8658
"2021";"Koko maa ilman pääkaupunkiseutua";"Kerrostalo kaksiot";1963;.;17113
"2021";"Koko maa ilman pääkaupunkiseutua";"Kerrostalo kolmiot+";1901;.;11779
"2021";"Suuret kaupungit (yhteensä)";"Kerrostalo yksiöt";5412;.;6607
"2021";"Suuret kaupungit (yhteensä)";"Kerrostalo kaksiot";4227;.;12424
"2021";"Suuret kaupungit (yhteensä)";"Kerrostalo kolmiot+";4162;.;10477
"2021";"Koko maa ilman suuria kaupunkeja";"Kerrostalo yksiöt";1911;.;6091
"2021";"Koko maa ilman suuria kaupunkeja";"Kerrostalo kaksiot";1650;.;12409
"2021";"Koko maa ilman suuria kaupunkeja";"Kerrostalo kolmiot+";1629;.;8314
"2021";"Uusimaa";"Kerrostalo yksiöt";5824;.;4859
"2021";"Uusimaa";"Kerrostalo kaksiot";4486;.;9624
"2021";"Uusimaa";"Kerrostalo kolmiot+";4479;.;8439
"2021";"Helsinki";"Kerrostalo yksiöt";7125;.;3008
"2021";"Helsinki";"Kerrostalo kaksiot";5802;.;5080
"2021";"Helsinki";"Kerrostalo kolmiot+";5729;.;4365
"2021";"Helsinki 1";"Kerrostalo yksiöt";...;.;715
"2021";"Helsinki 1";"Kerrostalo kaksiot";8318;.;939
"2021";"Helsinki 1";"Kerrostalo kolmiot+";8465;.;931
"2021";"Helsinki 2";"Kerrostalo yksiöt";7241;.;1643
"2021";"Helsinki 2";"Kerrostalo kaksiot";6437;.;2227
"2021";"Helsinki 2";"Kerrostalo kolmiot+";6244;.;1584
"2021";"Helsinki 3";"Kerrostalo yksiöt";...;.;282
"2021";"Helsinki 3";"Kerrostalo kaksiot";4416;.;779
"2021";"Helsinki 3";"Kerrostalo kolmiot+";4111;.;787
"2021";"Helsinki 4";"Kerrostalo yksiöt";4259;.;368
"2021";"Helsinki 4";"Kerrostalo kaksiot";3169;.;1135
"2021";"Helsinki 4";"Kerrostalo kolmiot+";2796;.;1063
"2021";"Espoo-Kauniainen";"Kerrostalo yksiöt";4952;.;502
"2021";"Espoo-Kauniainen";"Kerrostalo kaksiot";4265;.;1472
"2021";"Espoo-Kauniainen";"Kerrostalo kolmiot+";3867;.;1599
"2021";"Espoo-Kauniainen 1";"Kerrostalo yksiöt";5900;.;161
"2021";"Espoo-Kauniainen 1";"Kerrostalo kaksiot";5294;.;473
"2021";"Espoo-Kauniainen 1";"Kerrostalo kolmiot+";4959;.;533
"2021";"Espoo-Kauniainen 2";"Kerrostalo yksiöt";5135;.;167
"2021";"Espoo-Kauniainen 2";"Kerrostalo kaksiot";4387;.;474
"2021";"Espoo-Kauniainen 2";"Kerrostalo kolmiot+";4059;.;448
"2021";"Espoo-Kauniainen 3";"Kerrostalo yksiöt";4003;.;174
"2021";"Espoo-Kauniainen 3";"Kerrostalo kaksiot";3253;.;525
"2021";"Espoo-Kauniainen 3";"Kerrostalo kolmiot+";2830;.;618
"2021";"Vantaa";"Kerrostalo yksiöt";3971;.;530
"2021";"Vantaa";"Kerrostalo kaksiot";3095;.;1168
"2021";"Vantaa";"Kerrostalo kolmiot+";2613;.;1048
"2021";"Vantaa 1";"Kerrostalo yksiöt";5033;.;185
"2021";"Vantaa 1";"Kerrostalo kaksiot";4141;.;306
"2021";"Vantaa 1";"Kerrostalo kolmiot+";3663;.;272
"2021";"Vantaa 2";"Kerrostalo yksiöt";3833;.;147
"2021";"Vantaa 2";"Kerrostalo kaksiot";3164;.;274
"2021";"Vantaa 2";"Kerrostalo kolmiot+";2804;.;249
"2021";"Vantaa 3";"Kerrostalo yksiöt";3311;.;198
"2021";"Vantaa 3";"Kerrostalo kaksiot";2458;.;588
"2021";"Vantaa 3";"Kerrostalo kolmiot+";2087;.;527
"2021";"Kehyskunnat";"Kerrostalo yksiöt";2562;.;607
"2021";"Kehyskunnat";"Kerrostalo kaksiot";2192;.;1276
"2021";"Kehyskunnat";"Kerrostalo kolmiot+";2074;.;1011
"2021";"Porvoo";"Kerrostalo yksiöt";3248;.;94
"2021";"Porvoo";"Kerrostalo kaksiot";2641;.;233
"2021";"Porvoo";"Kerrostalo kolmiot+";2744;.;165
"2021";"Hyvinkää";"Kerrostalo yksiöt";2018;.;99
"2021";"Hyvinkää";"Kerrostalo kaksiot";1934;.;246
"2021";"Hyvinkää";"Kerrostalo kolmiot+";1759;.;176
"2021";"Järvenpää";"Kerrostalo yksiöt";3246;.;99
"2021";"Järvenpää";"Kerrostalo kaksiot";2542;.;171
"2021";"Järvenpää";"Kerrostalo kolmiot+";2455;.;160
"2021";"Kerava";"Kerrostalo yksiöt";3141;.;89
"2021";"Kerava";"Kerrostalo kaksiot";2481;.;229
"2021";"Kerava";"Kerrostalo kolmiot+";2402;.;170
"2021";"Varsinais-Suomi";"Kerrostalo yksiöt";3349;.;1109
"2021";"Varsinais-Suomi";"Kerrostalo kaksiot";2456;.;2378
"2021";"Varsinais-Suomi";"Kerrostalo kolmiot+";2245;.;1755
"2021";"Turku";"Kerrostalo yksiöt";3947;.;700
"2021";"Turku";"Kerrostalo kaksiot";2893;.;1477
"2021";"Turku";"Kerrostalo kolmiot+";2511;.;1166
"2021";"Turku 1";"Kerrostalo yksiöt";4579;.;409
"2021";"Turku 1";"Kerrostalo kaksiot";3765;.;692
"2021";"Turku 1";"Kerrostalo kolmiot+";3495;.;472
"2021";"Turku 2";"Kerrostalo yksiöt";3671;.;138
"2021";"Turku 2";"Kerrostalo kaksiot";2743;.;284
"2021";"Turku 2";"Kerrostalo kolmiot+";2240;.;247
"2021";"Turku 3";"Kerrostalo yksiöt";2161;.;153
"2021";"Turku 3";"Kerrostalo kaksiot";1613;.;501
"2021";"Turku 3";"Kerrostalo kolmiot+";1517;.;447
"2021";"Satakunta";"Kerrostalo yksiöt";1568;.;352
"2021";"Satakunta";"Kerrostalo kaksiot";1265;.;668
"2021";"Satakunta";"Kerrostalo kolmiot+";1359;.;461
"2021";"Pori";"Kerrostalo yksiöt";1691;.;228
"2021";"Pori";"Kerrostalo kaksiot";1350;.;358
"2021";"Pori";"Kerrostalo kolmiot+";1480;.;257
"2021";"Pori 1";"Kerrostalo yksiöt";2136;.;158
"2021";"Pori 1";"Kerrostalo kaksiot";1792;.;176
"2021";"Pori 1";"Kerrostalo kolmiot+";1841;.;163
"2021";"Pori 2";"Kerrostalo yksiöt";828;.;70
"2021";"Pori 2";"Kerrostalo kaksiot";765;.;182
"2021";"Pori 2";"Kerrostalo kolmiot+";823;.;94
"2021";"Rauma";"Kerrostalo yksiöt";1658;.;84
"2021";"Rauma";"Kerrostalo kaksiot";1363;.;171
"2021";"Rauma";"Kerrostalo kolmiot+";1272;.;129
"2021";"Kanta-Häme";"Kerrostalo yksiöt";1760;.;355
"2021";"Kanta-Häme";"Kerrostalo kaksiot";1579;.;635
"2021";"Kanta-Häme";"Kerrostalo kolmiot+";1480;.;446
"2021";"Hämeenlinna";"Kerrostalo yksiöt";2121;.;188
"2021";"Hämeenlinna";"Kerrostalo kaksiot";1861;.;310
"2021";"Hämeenlinna";"Kerrostalo kolmiot+";1739;.;210
"2021";"Hämeenlinna 1";"Kerrostalo yksiöt";2331;.;131
"2021";"Hämeenlinna 1";"Kerrostalo kaksiot";2113;.;210
"2021";"Hämeenlinna 1";"Kerrostalo kolmiot+";1945;.;143
"2021";"Hämeenlinna 2";"Kerrostalo yksiöt";1627;.;57
"2021";"Hämeenlinna 2";"Kerrostalo kaksiot";1342;.;100
"2021";"Hämeenlinna 2";"Kerrostalo kolmiot+";1279;.;67
"2021";"Riihimäki";"Kerrostalo yksiöt";1775;.;83
"2021";"Riihimäki";"Kerrostalo kaksiot";1665;.;164
"2021";"Riihimäki";"Kerrostalo kolmiot+";1448;.;133
"2021";"Pirkanmaa";"Kerrostalo yksiöt";3422;.;1557
"2021";"Pirkanmaa";"Kerrostalo kaksiot";2759;.;2932
"2021";"Pirkanmaa";"Kerrostalo kolmiot+";2574;.;2066
"2021";"Tampere";"Kerrostalo yksiöt";3928;.;1171
"2021";"Tampere";"Kerrostalo kaksiot";3201;.;2127
"2021";"Tampere";"Kerrostalo kolmiot+";3008;.;1449
"2021";"Tampere 1";"Kerrostalo yksiöt";4562;.;636
"2021";"Tampere 1";"Kerrostalo kaksiot";3989;.;1045
"2021";"Tampere 1";"Kerrostalo kolmiot+";3935;.;684
"2021";"Tampere 2";"Kerrostalo yksiöt";3422;.;332
"2021";"Tampere 2";"Kerrostalo kaksiot";2852;.;600
"2021";"Tampere 2";"Kerrostalo kolmiot+";2744;.;354
"2021";"Tampere 3";"Kerrostalo yksiöt";2943;.;203
"2021";"Tampere 3";"Kerrostalo kaksiot";1987;.;482
"2021";"Tampere 3";"Kerrostalo kolmiot+";1719;.;411
"2021";"Päijät-Häme";"Kerrostalo yksiöt";1848;.;556
"2021";"Päijät-Häme";"Kerrostalo kaksiot";1585;.;991
"2021";"Päijät-Häme";"Kerrostalo kolmiot+";1666;.;731
"2021";"Lahti";"Kerrostalo yksiöt";2104;.;470
"2021";"Lahti";"Kerrostalo kaksiot";1731;.;824
"2021";"Lahti";"Kerrostalo kolmiot+";1789;.;597
"2021";"Lahti 1";"Kerrostalo yksiöt";2658;.;183
"2021";"Lahti 1";"Kerrostalo kaksiot";2435;.;308
"2021";"Lahti 1";"Kerrostalo kolmiot+";2476;.;238
"2021";"Lahti 2";"Kerrostalo yksiöt";1603;.;287
"2021";"Lahti 2";"Kerrostalo kaksiot";1289;.;516
"2021";"Lahti 2";"Kerrostalo kolmiot+";1276;.;359
"2021";"Kymenlaakso";"Kerrostalo yksiöt";1152;.;387
"2021";"Kymenlaakso";"Kerrostalo kaksiot";1126;.;719
"2021";"Kymenlaakso";"Kerrostalo kolmiot+";1184;.;442
"2021";"Kotka";"Kerrostalo yksiöt";1293;.;187
"2021";"Kotka";"Kerrostalo kaksiot";1243;.;331
"2021";"Kotka";"Kerrostalo kolmiot+";1286;.;212
"2021";"Kotka 1";"Kerrostalo yksiöt";1690;.;86
"2021";"Kotka 1";"Kerrostalo kaksiot";1564;.;155
"2021";"Kotka 1";"Kerrostalo kolmiot+";1634;.;103
"2021";"Kotka 2";"Kerrostalo yksiöt";949;.;101
"2021";"Kotka 2";"Kerrostalo kaksiot";941;.;176
"2021";"Kotka 2";"Kerrostalo kolmiot+";912;.;109
"2021";"Kouvola";"Kerrostalo yksiöt";1005;.;168
"2021";"Kouvola";"Kerrostalo kaksiot";1045;.;321
