"Vuosi";"Alue";"Talotyyppi";"Neliöhinta (EUR/m2)";"Kauppojen lukumäärä, varainsiirtoverotiedot vuoteen 2019 asti";"Kauppojen lukumäärä, varainsiirtoverotiedot vuodesta 2020 alkaen"
"2013";"Rovaniemi";"Kerrostalo kolmiot+";1419;150;.
"2014";"Koko maa";"Kerrostalo yksiöt";3066;8861;.
"2014";"Koko maa";"Kerrostalo kaksiot";2400;18547;.
"2014";"Koko maa";"Kerrostalo kolmiot+";2466;12891;.
"2014";"Pääkaupunkiseutu (PKS)";"Kerrostalo yksiöt";5094;2954;.
"2014";"Pääkaupunkiseutu (PKS)";"Kerrostalo kaksiot";4081;5428;.
"2014";"Pääkaupunkiseutu (PKS)";"Kerrostalo kolmiot+";3838;4683;.
"2014";"Koko maa ilman pääkaupunkiseutua";"Kerrostalo yksiöt";2043;5906;.
"2014";"Koko maa ilman pääkaupunkiseutua";"Kerrostalo kaksiot";1760;13108;.
"2014";"Koko maa ilman pääkaupunkiseutua";"Kerrostalo kolmiot+";1728;8206;.
"2014";"Suuret kaupungit (yhteensä)";"Kerrostalo yksiöt";.;.;.
"2014";"Suuret kaupungit (yhteensä)";"Kerrostalo kaksiot";.;.;.
"2014";"Suuret kaupungit (yhteensä)";"Kerrostalo kolmiot+";.;.;.
"2014";"Koko maa ilman suuria kaupunkeja";"Kerrostalo yksiöt";.;.;.
"2014";"Koko maa ilman suuria kaupunkeja";"Kerrostalo kaksiot";.;.;.
"2014";"Koko maa ilman suuria kaupunkeja";"Kerrostalo kolmiot+";.;.;.
"2014";"Uusimaa";"Kerrostalo yksiöt";4765;3503;.
"2014";"Uusimaa";"Kerrostalo kaksiot";3733;6762;.
"2014";"Uusimaa";"Kerrostalo kolmiot+";3600;5479;.
"2014";"Helsinki";"Kerrostalo yksiöt";5353;2325;.
"2014";"Helsinki";"Kerrostalo kaksiot";4365;3681;.
"2014";"Helsinki";"Kerrostalo kolmiot+";4181;3041;.
"2014";"Helsinki 1";"Kerrostalo yksiöt";...;513;.
"2014";"Helsinki 1";"Kerrostalo kaksiot";6056;578;.
"2014";"Helsinki 1";"Kerrostalo kolmiot+";5916;530;.
"2014";"Helsinki 2";"Kerrostalo yksiöt";5320;1262;.
"2014";"Helsinki 2";"Kerrostalo kaksiot";4731;1590;.
"2014";"Helsinki 2";"Kerrostalo kolmiot+";4515;1142;.
"2014";"Helsinki 3";"Kerrostalo yksiöt";...;205;.
"2014";"Helsinki 3";"Kerrostalo kaksiot";3626;480;.
"2014";"Helsinki 3";"Kerrostalo kolmiot+";3364;420;.
"2014";"Helsinki 4";"Kerrostalo yksiöt";3799;345;.
"2014";"Helsinki 4";"Kerrostalo kaksiot";2818;1033;.
"2014";"Helsinki 4";"Kerrostalo kolmiot+";2487;949;.
"2014";"Espoo-Kauniainen";"Kerrostalo yksiöt";3973;304;.
"2014";"Espoo-Kauniainen";"Kerrostalo kaksiot";3449;874;.
"2014";"Espoo-Kauniainen";"Kerrostalo kolmiot+";3106;954;.
"2014";"Espoo-Kauniainen 1";"Kerrostalo yksiöt";4598;90;.
"2014";"Espoo-Kauniainen 1";"Kerrostalo kaksiot";4056;184;.
"2014";"Espoo-Kauniainen 1";"Kerrostalo kolmiot+";3872;225;.
"2014";"Espoo-Kauniainen 2";"Kerrostalo yksiöt";4146;95;.
"2014";"Espoo-Kauniainen 2";"Kerrostalo kaksiot";3686;308;.
"2014";"Espoo-Kauniainen 2";"Kerrostalo kolmiot+";3208;284;.
"2014";"Espoo-Kauniainen 3";"Kerrostalo yksiöt";3446;119;.
"2014";"Espoo-Kauniainen 3";"Kerrostalo kaksiot";2883;382;.
"2014";"Espoo-Kauniainen 3";"Kerrostalo kolmiot+";2543;445;.
"2014";"Vantaa";"Kerrostalo yksiöt";3470;325;.
"2014";"Vantaa";"Kerrostalo kaksiot";2860;873;.
"2014";"Vantaa";"Kerrostalo kolmiot+";2560;688;.
"2014";"Vantaa 1";"Kerrostalo yksiöt";3800;68;.
"2014";"Vantaa 1";"Kerrostalo kaksiot";3273;234;.
"2014";"Vantaa 1";"Kerrostalo kolmiot+";2983;199;.
"2014";"Vantaa 2";"Kerrostalo yksiöt";3183;257;.
"2014";"Vantaa 2";"Kerrostalo kaksiot";2436;639;.
"2014";"Vantaa 2";"Kerrostalo kolmiot+";2085;489;.
"2014";"Vantaa 3";"Kerrostalo yksiöt";.;.;.
"2014";"Vantaa 3";"Kerrostalo kaksiot";.;.;.
"2014";"Vantaa 3";"Kerrostalo kolmiot+";.;.;.
"2014";"Kehyskunnat";"Kerrostalo yksiöt";2337;415;.
"2014";"Kehyskunnat";"Kerrostalo kaksiot";2106;996;.
"2014";"Kehyskunnat";"Kerrostalo kolmiot+";1957;601;.
"2014";"Porvoo";"Kerrostalo yksiöt";2922;69;.
"2014";"Porvoo";"Kerrostalo kaksiot";2380;135;.
"2014";"Porvoo";"Kerrostalo kolmiot+";2266;96;.
"2014";"Hyvinkää";"Kerrostalo yksiöt";2177;86;.
"2014";"Hyvinkää";"Kerrostalo kaksiot";2034;274;.
"2014";"Hyvinkää";"Kerrostalo kolmiot+";1847;127;.
"2014";"Järvenpää";"Kerrostalo yksiöt";2870;63;.
"2014";"Järvenpää";"Kerrostalo kaksiot";2432;114;.
"2014";"Järvenpää";"Kerrostalo kolmiot+";2107;60;.
"2014";"Kerava";"Kerrostalo yksiöt";2823;49;.
"2014";"Kerava";"Kerrostalo kaksiot";2391;169;.
"2014";"Kerava";"Kerrostalo kolmiot+";2257;118;.
"2014";"Varsinais-Suomi";"Kerrostalo yksiöt";2355;792;.
"2014";"Varsinais-Suomi";"Kerrostalo kaksiot";1883;1824;.
"2014";"Varsinais-Suomi";"Kerrostalo kolmiot+";1826;1274;.
"2014";"Turku";"Kerrostalo yksiöt";2696;501;.
"2014";"Turku";"Kerrostalo kaksiot";2124;1219;.
"2014";"Turku";"Kerrostalo kolmiot+";1971;913;.
"2014";"Turku 1";"Kerrostalo yksiöt";3090;264;.
"2014";"Turku 1";"Kerrostalo kaksiot";2677;491;.
"2014";"Turku 1";"Kerrostalo kolmiot+";2621;343;.
"2014";"Turku 2";"Kerrostalo yksiöt";2519;89;.
"2014";"Turku 2";"Kerrostalo kaksiot";2032;191;.
"2014";"Turku 2";"Kerrostalo kolmiot+";1911;123;.
"2014";"Turku 3";"Kerrostalo yksiöt";1785;148;.
"2014";"Turku 3";"Kerrostalo kaksiot";1426;537;.
"2014";"Turku 3";"Kerrostalo kolmiot+";1372;447;.
"2014";"Satakunta";"Kerrostalo yksiöt";1551;252;.
"2014";"Satakunta";"Kerrostalo kaksiot";1373;685;.
"2014";"Satakunta";"Kerrostalo kolmiot+";1410;411;.
"2014";"Pori";"Kerrostalo yksiöt";1631;164;.
"2014";"Pori";"Kerrostalo kaksiot";1464;392;.
"2014";"Pori";"Kerrostalo kolmiot+";1534;225;.
"2014";"Pori 1";"Kerrostalo yksiöt";1944;98;.
"2014";"Pori 1";"Kerrostalo kaksiot";1859;227;.
"2014";"Pori 1";"Kerrostalo kolmiot+";1863;116;.
"2014";"Pori 2";"Kerrostalo yksiöt";1067;66;.
"2014";"Pori 2";"Kerrostalo kaksiot";995;165;.
"2014";"Pori 2";"Kerrostalo kolmiot+";1000;109;.
"2014";"Rauma";"Kerrostalo yksiöt";1686;45;.
"2014";"Rauma";"Kerrostalo kaksiot";1363;162;.
"2014";"Rauma";"Kerrostalo kolmiot+";1329;107;.
"2014";"Kanta-Häme";"Kerrostalo yksiöt";1766;285;.
"2014";"Kanta-Häme";"Kerrostalo kaksiot";1639;571;.
"2014";"Kanta-Häme";"Kerrostalo kolmiot+";1642;370;.
"2014";"Hämeenlinna";"Kerrostalo yksiöt";2167;122;.
"2014";"Hämeenlinna";"Kerrostalo kaksiot";1965;259;.
"2014";"Hämeenlinna";"Kerrostalo kolmiot+";1918;175;.
"2014";"Hämeenlinna 1";"Kerrostalo yksiöt";2488;71;.
"2014";"Hämeenlinna 1";"Kerrostalo kaksiot";2237;178;.
"2014";"Hämeenlinna 1";"Kerrostalo kolmiot+";2158;123;.
"2014";"Hämeenlinna 2";"Kerrostalo yksiöt";1563;51;.
"2014";"Hämeenlinna 2";"Kerrostalo kaksiot";1481;81;.
"2014";"Hämeenlinna 2";"Kerrostalo kolmiot+";1419;52;.
"2014";"Riihimäki";"Kerrostalo yksiöt";1698;80;.
"2014";"Riihimäki";"Kerrostalo kaksiot";1554;157;.
"2014";"Riihimäki";"Kerrostalo kolmiot+";1559;116;.
"2014";"Pirkanmaa";"Kerrostalo yksiöt";2598;938;.
"2014";"Pirkanmaa";"Kerrostalo kaksiot";2234;1987;.
"2014";"Pirkanmaa";"Kerrostalo kolmiot+";2107;1308;.
"2014";"Tampere";"Kerrostalo yksiöt";2996;655;.
"2014";"Tampere";"Kerrostalo kaksiot";2525;1338;.
"2014";"Tampere";"Kerrostalo kolmiot+";2380;897;.
"2014";"Tampere 1";"Kerrostalo yksiöt";3451;343;.
"2014";"Tampere 1";"Kerrostalo kaksiot";3007;631;.
"2014";"Tampere 1";"Kerrostalo kolmiot+";2962;394;.
"2014";"Tampere 2";"Kerrostalo yksiöt";2603;108;.
"2014";"Tampere 2";"Kerrostalo kaksiot";2358;265;.
"2014";"Tampere 2";"Kerrostalo kolmiot+";2242;137;.
"2014";"Tampere 3";"Kerrostalo yksiöt";2191;204;.
"2014";"Tampere 3";"Kerrostalo kaksiot";1791;442;.
"2014";"Tampere 3";"Kerrostalo kolmiot+";1644;366;.
"2014";"Päijät-Häme";"Kerrostalo yksiöt";1902;387;.
"2014";"Päijät-Häme";"Kerrostalo kaksiot";1656;1016;.
"2014";"Päijät-Häme";"Kerrostalo kolmiot+";1647;577;.
"2014";"Lahti";"Kerrostalo yksiöt";2221;244;.
"2014";"Lahti";"Kerrostalo kaksiot";1871;681;.
"2014";"Lahti";"Kerrostalo kolmiot+";1829;421;.
"2014";"Lahti 1";"Kerrostalo yksiöt";2780;105;.
"2014";"Lahti 1";"Kerrostalo kaksiot";2574;259;.
"2014";"Lahti 1";"Kerrostalo kolmiot+";2473;183;.
"2014";"Lahti 2";"Kerrostalo yksiöt";1719;139;.
"2014";"Lahti 2";"Kerrostalo kaksiot";1415;422;.
"2014";"Lahti 2";"Kerrostalo kolmiot+";1373;238;.
"2014";"Kymenlaakso";"Kerrostalo yksiöt";1205;268;.
"2014";"Kymenlaakso";"Kerrostalo kaksiot";1193;571;.
"2014";"Kymenlaakso";"Kerrostalo kolmiot+";1240;334;.
"2014";"Kotka";"Kerrostalo yksiöt";1298;115;.
"2014";"Kotka";"Kerrostalo kaksiot";1288;255;.
"2014";"Kotka";"Kerrostalo kolmiot+";1374;114;.
"2014";"Kotka 1";"Kerrostalo yksiöt";1664;51;.
"2014";"Kotka 1";"Kerrostalo kaksiot";1574;128;.
"2014";"Kotka 1";"Kerrostalo kolmiot+";1697;60;.
"2014";"Kotka 2";"Kerrostalo yksiöt";985;64;.
"2014";"Kotka 2";"Kerrostalo kaksiot";1029;127;.
"2014";"Kotka 2";"Kerrostalo kolmiot+";1033;54;.
"2014";"Kouvola";"Kerrostalo yksiöt";1147;124;.
"2014";"Kouvola";"Kerrostalo kaksiot";1138;262;.
"2014";"Kouvola";"Kerrostalo kolmiot+";1182;170;.
"2014";"Etelä-Karjala";"Kerrostalo yksiöt";1696;229;.
"2014";"Etelä-Karjala";"Kerrostalo kaksiot";1605;413;.
"2014";"Etelä-Karjala";"Kerrostalo kolmiot+";1581;217;.
"2014";"Lappeenranta";"Kerrostalo yksiöt";2070;138;.
"2014";"Lappeenranta";"Kerrostalo kaksiot";1853;291;.
"2014";"Lappeenranta";"Kerrostalo kolmiot+";1843;159;.
"2014";"Lappeenranta 1";"Kerrostalo yksiöt";2436;77;.
"2014";"Lappeenranta 1";"Kerrostalo kaksiot";2273;169;.
"2014";"Lappeenranta 1";"Kerrostalo kolmiot+";2376;86;.
"2014";"Lappeenranta 2";"Kerrostalo yksiöt";1509;61;.
"2014";"Lappeenranta 2";"Kerrostalo kaksiot";1352;122;.
"2014";"Lappeenranta 2";"Kerrostalo kolmiot+";1206;73;.
"2014";"Etelä-Savo";"Kerrostalo yksiöt";1597;196;.
"2014";"Etelä-Savo";"Kerrostalo kaksiot";1526;394;.
"2014";"Etelä-Savo";"Kerrostalo kolmiot+";1533;220;.
"2014";"Mikkeli";"Kerrostalo yksiöt";2109;79;.
"2014";"Mikkeli";"Kerrostalo kaksiot";1922;182;.
"2014";"Mikkeli";"Kerrostalo kolmiot+";1786;105;.
"2014";"Pohjois-Savo";"Kerrostalo yksiöt";1986;312;.
"2014";"Pohjois-Savo";"Kerrostalo kaksiot";1754;758;.
"2014";"Pohjois-Savo";"Kerrostalo kolmiot+";1802;459;.
"2014";"Kuopio";"Kerrostalo yksiöt";2563;177;.
"2014";"Kuopio";"Kerrostalo kaksiot";2098;536;.
"2014";"Kuopio";"Kerrostalo kolmiot+";1983;348;.
"2014";"Kuopio 1";"Kerrostalo yksiöt";2966;83;.
"2014";"Kuopio 1";"Kerrostalo kaksiot";2574;240;.
"2014";"Kuopio 1";"Kerrostalo kolmiot+";2499;155;.
"2014";"Kuopio 2";"Kerrostalo yksiöt";1885;94;.
"2014";"Kuopio 2";"Kerrostalo kaksiot";1614;296;.
"2014";"Kuopio 2";"Kerrostalo kolmiot+";1481;193;.
"2014";"Pohjois-Karjala";"Kerrostalo yksiöt";2196;181;.
"2014";"Pohjois-Karjala";"Kerrostalo kaksiot";1776;335;.
"2014";"Pohjois-Karjala";"Kerrostalo kolmiot+";1631;207;.
"2014";"Joensuu";"Kerrostalo yksiöt";2655;117;.
"2014";"Joensuu";"Kerrostalo kaksiot";2149;230;.
"2014";"Joensuu";"Kerrostalo kolmiot+";1873;148;.
"2014";"Joensuu 1";"Kerrostalo yksiöt";2828;86;.
"2014";"Joensuu 1";"Kerrostalo kaksiot";2308;163;.
"2014";"Joensuu 1";"Kerrostalo kolmiot+";2041;98;.
"2014";"Joensuu 2";"Kerrostalo yksiöt";1817;31;.
"2014";"Joensuu 2";"Kerrostalo kaksiot";1698;67;.
"2014";"Joensuu 2";"Kerrostalo kolmiot+";1292;50;.
"2014";"Keski-Suomi";"Kerrostalo yksiöt";1854;451;.
"2014";"Keski-Suomi";"Kerrostalo kaksiot";1617;1023;.
"2014";"Keski-Suomi";"Kerrostalo kolmiot+";1537;523;.
"2014";"Jyväskylä";"Kerrostalo yksiöt";2184;323;.
"2014";"Jyväskylä";"Kerrostalo kaksiot";1823;772;.
"2014";"Jyväskylä";"Kerrostalo kolmiot+";1691;426;.
"2014";"Jyväskylä 1";"Kerrostalo yksiöt";2784;154;.
"2014";"Jyväskylä 1";"Kerrostalo kaksiot";2510;384;.
"2014";"Jyväskylä 1";"Kerrostalo kolmiot+";2340;207;.
"2014";"Jyväskylä 2";"Kerrostalo yksiöt";1535;169;.
"2014";"Jyväskylä 2";"Kerrostalo kaksiot";1256;388;.
"2014";"Jyväskylä 2";"Kerrostalo kolmiot+";1204;219;.
"2014";"Etelä-Pohjanmaa";"Kerrostalo yksiöt";1939;87;.
"2014";"Etelä-Pohjanmaa";"Kerrostalo kaksiot";1762;221;.
"2014";"Etelä-Pohjanmaa";"Kerrostalo kolmiot+";1751;145;.
"2014";"Seinäjoki";"Kerrostalo yksiöt";2278;52;.
"2014";"Seinäjoki";"Kerrostalo kaksiot";1965;163;.
"2014";"Seinäjoki";"Kerrostalo kolmiot+";2017;111;.
"2014";"Pohjanmaa";"Kerrostalo yksiöt";2105;206;.
"2014";"Pohjanmaa";"Kerrostalo kaksiot";1803;374;.
"2014";"Pohjanmaa";"Kerrostalo kolmiot+";1772;328;.
"2014";"Vaasa";"Kerrostalo yksiöt";2368;145;.
"2014";"Vaasa";"Kerrostalo kaksiot";2027;271;.
"2014";"Vaasa";"Kerrostalo kolmiot+";1928;236;.
"2014";"Vaasa 1";"Kerrostalo yksiöt";2589;108;.
"2014";"Vaasa 1";"Kerrostalo kaksiot";2272;198;.
"2014";"Vaasa 1";"Kerrostalo kolmiot+";2212;155;.
"2014";"Vaasa 2";"Kerrostalo yksiöt";1553;37;.
"2014";"Vaasa 2";"Kerrostalo kaksiot";1307;73;.
"2014";"Vaasa 2";"Kerrostalo kolmiot+";1248;81;.
"2014";"Keski-Pohjanmaa";"Kerrostalo yksiöt";2311;46;.
"2014";"Keski-Pohjanmaa";"Kerrostalo kaksiot";1769;114;.
"2014";"Keski-Pohjanmaa";"Kerrostalo kolmiot+";1780;98;.
"2014";"Kokkola";"Kerrostalo yksiöt";2376;44;.
"2014";"Kokkola";"Kerrostalo kaksiot";1824;107;.
"2014";"Kokkola";"Kerrostalo kolmiot+";1805;95;.
"2014";"Pohjois-Pohjanmaa";"Kerrostalo yksiöt";1991;367;.
"2014";"Pohjois-Pohjanmaa";"Kerrostalo kaksiot";1692;911;.
"2014";"Pohjois-Pohjanmaa";"Kerrostalo kolmiot+";1709;573;.
"2014";"Oulu";"Kerrostalo yksiöt";2124;297;.
"2014";"Oulu";"Kerrostalo kaksiot";1770;743;.
"2014";"Oulu";"Kerrostalo kolmiot+";1788;483;.
"2014";"Oulu 1";"Kerrostalo yksiöt";2446;172;.
"2014";"Oulu 1";"Kerrostalo kaksiot";2164;407;.
"2014";"Oulu 1";"Kerrostalo kolmiot+";2186;249;.
"2014";"Oulu 2";"Kerrostalo yksiöt";1772;125;.
"2014";"Oulu 2";"Kerrostalo kaksiot";1406;336;.
"2014";"Oulu 2";"Kerrostalo kolmiot+";1424;234;.
"2014";"Kainuu";"Kerrostalo yksiöt";1529;97;.
"2014";"Kainuu";"Kerrostalo kaksiot";1304;178;.
"2014";"Kainuu";"Kerrostalo kolmiot+";1264;106;.
"2014";"Kajaani";"Kerrostalo yksiöt";1588;66;.
"2014";"Kajaani";"Kerrostalo kaksiot";1337;137;.
"2014";"Kajaani";"Kerrostalo kolmiot+";1265;84;.
"2014";"Lappi";"Kerrostalo yksiöt";1424;263;.
"2014";"Lappi";"Kerrostalo kaksiot";1283;399;.
"2014";"Lappi";"Kerrostalo kolmiot+";1314;260;.
"2014";"Rovaniemi";"Kerrostalo yksiöt";1699;145;.
"2014";"Rovaniemi";"Kerrostalo kaksiot";1542;242;.
"2014";"Rovaniemi";"Kerrostalo kolmiot+";1573;147;.
"2015";"Koko maa";"Kerrostalo yksiöt";3092;9834;.
"2015";"Koko maa";"Kerrostalo kaksiot";2412;19525;.
"2015";"Koko maa";"Kerrostalo kolmiot+";2475;13655;.
"2015";"Pääkaupunkiseutu (PKS)";"Kerrostalo yksiöt";5031;3659;.
"2015";"Pääkaupunkiseutu (PKS)";"Kerrostalo kaksiot";3958;5992;.
"2015";"Pääkaupunkiseutu (PKS)";"Kerrostalo kolmiot+";3706;5104;.
"2015";"Koko maa ilman pääkaupunkiseutua";"Kerrostalo yksiöt";2062;6173;.
"2015";"Koko maa ilman pääkaupunkiseutua";"Kerrostalo kaksiot";1771;13503;.
"2015";"Koko maa ilman pääkaupunkiseutua";"Kerrostalo kolmiot+";1756;8538;.
"2015";"Suuret kaupungit (yhteensä)";"Kerrostalo yksiöt";4236;5126;.
"2015";"Suuret kaupungit (yhteensä)";"Kerrostalo kaksiot";3307;9380;.
"2015";"Suuret kaupungit (yhteensä)";"Kerrostalo kolmiot+";3182;7468;.
"2015";"Koko maa ilman suuria kaupunkeja";"Kerrostalo yksiöt";1793;4706;.
"2015";"Koko maa ilman suuria kaupunkeja";"Kerrostalo kaksiot";1620;10115;.
"2015";"Koko maa ilman suuria kaupunkeja";"Kerrostalo kolmiot+";1635;6174;.
"2015";"Uusimaa";"Kerrostalo yksiöt";4648;4329;.
"2015";"Uusimaa";"Kerrostalo kaksiot";3578;7446;.
"2015";"Uusimaa";"Kerrostalo kolmiot+";3464;6032;.
"2015";"Helsinki";"Kerrostalo yksiöt";5439;2761;.
"2015";"Helsinki";"Kerrostalo kaksiot";4434;4065;.
"2015";"Helsinki";"Kerrostalo kolmiot+";4248;3289;.
"2015";"Helsinki 1";"Kerrostalo yksiöt";...;615;.
"2015";"Helsinki 1";"Kerrostalo kaksiot";6236;740;.
"2015";"Helsinki 1";"Kerrostalo kolmiot+";6130;648;.
"2015";"Helsinki 2";"Kerrostalo yksiöt";5464;1488;.
"2015";"Helsinki 2";"Kerrostalo kaksiot";4868;1762;.
"2015";"Helsinki 2";"Kerrostalo kolmiot+";4660;1236;.
"2015";"Helsinki 3";"Kerrostalo yksiöt";...;293;.
"2015";"Helsinki 3";"Kerrostalo kaksiot";3470;611;.
"2015";"Helsinki 3";"Kerrostalo kolmiot+";3216;607;.
"2015";"Helsinki 4";"Kerrostalo yksiöt";3866;365;.
"2015";"Helsinki 4";"Kerrostalo kaksiot";2824;952;.
"2015";"Helsinki 4";"Kerrostalo kolmiot+";2433;798;.
"2015";"Espoo-Kauniainen";"Kerrostalo yksiöt";3959;414;.
"2015";"Espoo-Kauniainen";"Kerrostalo kaksiot";3394;974;.
"2015";"Espoo-Kauniainen";"Kerrostalo kolmiot+";3069;1058;.
"2015";"Espoo-Kauniainen 1";"Kerrostalo yksiöt";4398;137;.
"2015";"Espoo-Kauniainen 1";"Kerrostalo kaksiot";4061;250;.
"2015";"Espoo-Kauniainen 1";"Kerrostalo kolmiot+";3797;317;.
"2015";"Espoo-Kauniainen 2";"Kerrostalo yksiöt";4392;81;.
"2015";"Espoo-Kauniainen 2";"Kerrostalo kaksiot";3581;271;.
"2015";"Espoo-Kauniainen 2";"Kerrostalo kolmiot+";3252;261;.
"2015";"Espoo-Kauniainen 3";"Kerrostalo yksiöt";3411;196;.
"2015";"Espoo-Kauniainen 3";"Kerrostalo kaksiot";2815;453;.
"2015";"Espoo-Kauniainen 3";"Kerrostalo kolmiot+";2485;480;.
"2015";"Vantaa";"Kerrostalo yksiöt";3309;484;.
"2015";"Vantaa";"Kerrostalo kaksiot";2625;953;.
"2015";"Vantaa";"Kerrostalo kolmiot+";2284;757;.
"2015";"Vantaa 1";"Kerrostalo yksiöt";3983;77;.
"2015";"Vantaa 1";"Kerrostalo kaksiot";3470;202;.
"2015";"Vantaa 1";"Kerrostalo kolmiot+";3109;180;.
"2015";"Vantaa 2";"Kerrostalo yksiöt";3254;128;.
"2015";"Vantaa 2";"Kerrostalo kaksiot";2657;207;.
"2015";"Vantaa 2";"Kerrostalo kolmiot+";2311;139;.
"2015";"Vantaa 3";"Kerrostalo yksiöt";3125;279;.
"2015";"Vantaa 3";"Kerrostalo kaksiot";2311;544;.
"2015";"Vantaa 3";"Kerrostalo kolmiot+";2022;438;.
"2015";"Kehyskunnat";"Kerrostalo yksiöt";2333;509;.
"2015";"Kehyskunnat";"Kerrostalo kaksiot";2010;1133;.
"2015";"Kehyskunnat";"Kerrostalo kolmiot+";2024;656;.
"2015";"Porvoo";"Kerrostalo yksiöt";2601;104;.
"2015";"Porvoo";"Kerrostalo kaksiot";2390;153;.
"2015";"Porvoo";"Kerrostalo kolmiot+";2363;115;.
"2015";"Hyvinkää";"Kerrostalo yksiöt";2233;85;.
"2015";"Hyvinkää";"Kerrostalo kaksiot";1913;246;.
"2015";"Hyvinkää";"Kerrostalo kolmiot+";1901;140;.
"2015";"Järvenpää";"Kerrostalo yksiöt";3007;84;.
"2015";"Järvenpää";"Kerrostalo kaksiot";2366;149;.
"2015";"Järvenpää";"Kerrostalo kolmiot+";2523;80;.
"2015";"Kerava";"Kerrostalo yksiöt";2685;81;.
"2015";"Kerava";"Kerrostalo kaksiot";2287;197;.
"2015";"Kerava";"Kerrostalo kolmiot+";2171;130;.
"2015";"Varsinais-Suomi";"Kerrostalo yksiöt";2434;792;.
"2015";"Varsinais-Suomi";"Kerrostalo kaksiot";1887;1927;.
"2015";"Varsinais-Suomi";"Kerrostalo kolmiot+";1794;1246;.
"2015";"Turku";"Kerrostalo yksiöt";2786;510;.
"2015";"Turku";"Kerrostalo kaksiot";2137;1262;.
"2015";"Turku";"Kerrostalo kolmiot+";1935;872;.
"2015";"Turku 1";"Kerrostalo yksiöt";3293;290;.
"2015";"Turku 1";"Kerrostalo kaksiot";2725;591;.
"2015";"Turku 1";"Kerrostalo kolmiot+";2680;378;.
"2015";"Turku 2";"Kerrostalo yksiöt";2319;120;.
"2015";"Turku 2";"Kerrostalo kaksiot";1993;245;.
"2015";"Turku 2";"Kerrostalo kolmiot+";1724;174;.
"2015";"Turku 3";"Kerrostalo yksiöt";1771;100;.
"2015";"Turku 3";"Kerrostalo kaksiot";1419;426;.
"2015";"Turku 3";"Kerrostalo kolmiot+";1316;320;.
"2015";"Satakunta";"Kerrostalo yksiöt";1457;318;.
"2015";"Satakunta";"Kerrostalo kaksiot";1307;611;.
"2015";"Satakunta";"Kerrostalo kolmiot+";1365;365;.
"2015";"Pori";"Kerrostalo yksiöt";1642;186;.
"2015";"Pori";"Kerrostalo kaksiot";1375;319;.
"2015";"Pori";"Kerrostalo kolmiot+";1447;212;.
"2015";"Pori 1";"Kerrostalo yksiöt";1985;118;.
"2015";"Pori 1";"Kerrostalo kaksiot";1734;180;.
"2015";"Pori 1";"Kerrostalo kolmiot+";1660;141;.
"2015";"Pori 2";"Kerrostalo yksiöt";1026;68;.
"2015";"Pori 2";"Kerrostalo kaksiot";948;139;.
"2015";"Pori 2";"Kerrostalo kolmiot+";1102;71;.
"2015";"Rauma";"Kerrostalo yksiöt";1356;79;.
"2015";"Rauma";"Kerrostalo kaksiot";1310;170;.
"2015";"Rauma";"Kerrostalo kolmiot+";1357;98;.
"2015";"Kanta-Häme";"Kerrostalo yksiöt";1797;383;.
"2015";"Kanta-Häme";"Kerrostalo kaksiot";1603;664;.
"2015";"Kanta-Häme";"Kerrostalo kolmiot+";1614;392;.
"2015";"Hämeenlinna";"Kerrostalo yksiöt";2277;236;.
"2015";"Hämeenlinna";"Kerrostalo kaksiot";1976;316;.
"2015";"Hämeenlinna";"Kerrostalo kolmiot+";1926;199;.
"2015";"Hämeenlinna 1";"Kerrostalo yksiöt";2587;120;.
"2015";"Hämeenlinna 1";"Kerrostalo kaksiot";2271;168;.
"2015";"Hämeenlinna 1";"Kerrostalo kolmiot+";2204;119;.
"2015";"Hämeenlinna 2";"Kerrostalo yksiöt";1696;116;.
"2015";"Hämeenlinna 2";"Kerrostalo kaksiot";1451;148;.
"2015";"Hämeenlinna 2";"Kerrostalo kolmiot+";1349;80;.
"2015";"Riihimäki";"Kerrostalo yksiöt";1634;70;.
"2015";"Riihimäki";"Kerrostalo kaksiot";1465;206;.
"2015";"Riihimäki";"Kerrostalo kolmiot+";1512;103;.
"2015";"Pirkanmaa";"Kerrostalo yksiöt";2604;967;.
"2015";"Pirkanmaa";"Kerrostalo kaksiot";2218;2042;.
"2015";"Pirkanmaa";"Kerrostalo kolmiot+";2111;1492;.
"2015";"Tampere";"Kerrostalo yksiöt";2969;671;.
"2015";"Tampere";"Kerrostalo kaksiot";2493;1400;.
"2015";"Tampere";"Kerrostalo kolmiot+";2349;998;.
"2015";"Tampere 1";"Kerrostalo yksiöt";3499;341;.
"2015";"Tampere 1";"Kerrostalo kaksiot";3062;633;.
"2015";"Tampere 1";"Kerrostalo kolmiot+";3016;430;.
"2015";"Tampere 2";"Kerrostalo yksiöt";2432;210;.
"2015";"Tampere 2";"Kerrostalo kaksiot";2311;389;.
"2015";"Tampere 2";"Kerrostalo kolmiot+";2124;230;.
"2015";"Tampere 3";"Kerrostalo yksiöt";2113;120;.
"2015";"Tampere 3";"Kerrostalo kaksiot";1614;378;.
"2015";"Tampere 3";"Kerrostalo kolmiot+";1543;338;.
"2015";"Päijät-Häme";"Kerrostalo yksiöt";1807;409;.
"2015";"Päijät-Häme";"Kerrostalo kaksiot";1642;919;.
